TransactionID,score_isolation_forest,score_lof,score_ocsvm,score_elliptic_envelope,score_dbscan,score_hdbscan,score_kmeans,score_gmm,score_autoencoder,score_vae,score_lstm_ae
TX000341,0.978702229299363,0.9878582802547771,0.9914410828025477,0.9548168789808917,0.9878582802547771,0.9894506369426752,0.9918391719745223,0.361265923566879,0.941281847133758,0.96875,0.9910491257285595
TX001979,0.9305334394904459,0.9568073248407644,0.7935907643312102,0.9707404458598726,0.9498407643312102,0.9058519108280255,0.9010748407643312,0.9480493630573248,0.9046576433121019,0.9675557324840764,0.9057035803497085
TX002273,0.9802945859872612,0.9846735668789809,0.9472531847133758,0.8230493630573248,0.9838773885350318,0.9814888535031847,0.9321257961783439,0.82703025477707,0.9731289808917197,0.9982085987261147,0.7029558701082431
TX002459,0.9524283439490446,0.977906050955414,0.9341162420382165,0.8951035031847133,0.9112261146496815,0.942078025477707,0.8556926751592356,0.8935111464968153,0.96875,0.9667595541401274,0.827435470441299
TX002381,0.977906050955414,0.9054538216560509,0.9794984076433121,0.9727308917197452,0.9798964968152867,0.9763136942675159,0.9699442675159236,0.3783837579617834,0.9842754777070064,0.98546974522293,0.978143213988343
TX001704,0.9946257961783439,0.9874601910828026,0.9683519108280255,0.9739251592356688,0.3642515923566879,0.9743232484076433,0.9185907643312102,0.9763136942675159,0.978702229299363,0.9910429936305732,0.9402581182348043
TX000178,0.9193869426751592,0.9950238853503185,0.9938296178343949,0.8823646496815286,0.9906449044585988,0.9930334394904459,0.9906449044585988,0.3596735668789809,0.9998009554140127,0.9751194267515924,0.9669025811823481
TX000221,0.9564092356687898,0.9365047770700637,0.9783041401273885,0.9671576433121019,0.9735270700636943,0.9715366242038217,0.9619824840764332,0.6634156050955414,0.8541003184713376,0.8596735668789809,0.9410907577019151
TX001802,0.9930334394904459,0.987062101910828,0.9850716560509554,0.8560907643312102,0.3642515923566879,0.9755175159235668,0.9910429936305732,0.9974124203821656,0.9611863057324841,0.951234076433121,0.9673189009159034
TX000848,0.9783041401273885,0.9305334394904459,0.9046576433121019,0.86046974522293,0.9112261146496815,0.8907245222929936,0.8751990445859873,0.9894506369426752,0.9703423566878981,0.879578025477707,0.8361781848459617
TX001697,0.8927149681528662,0.9711385350318471,0.9763136942675159,0.9353105095541401,0.9822850318471338,0.986265923566879,0.9424761146496815,0.8544984076433121,0.7239251592356688,0.7724920382165605,0.9764779350541216
TX000672,0.9197850318471338,0.9826831210191083,0.9703423566878981,0.9591958598726115,0.9498407643312102,0.9695461783439491,0.9396894904458599,0.36086783439490444,0.9966162420382165,0.9946257961783439,0.9548293089092423
