,TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Amount_vs_TypeAvg,DeviceTxnCount,IPTxnCount,MerchantTxnCount,Amount_vs_AccountAvg,DeviceNoveltyFlag,LocationNoveltyFlag,TimeSinceLastTxn,Location_enc,TransactionType_Debit,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Velocity_1D_Count,Velocity_7D_Count,Expanding_MeanAmount,Expanding_MedianAmount,Expanding_StdAmount,Expanding_MinAmount,Expanding_MaxAmount,Rolling3_MeanAmount,Rolling3_StdAmount,Amount_to_Balance_Ratio,Amount_to_RollingMean_Ratio,Amount_minus_ExpandingMean,Amount_minus_ExpandingMedian,Amount_ZScore_Account,Hour_sin,Hour_cos,DOW_sin,DOW_cos,CustomerTxnCountSoFar,SpendCV_Account,ElevatedLoginFlag,ATM_Credit_InteractionFlag,DeviceSharedAccounts_Prior,IPSharedAccounts_Prior,MerchantSharedAccounts_Prior,Location_Freq
DeviceNoveltyFlag,0.027762741363364082,-0.03534535051573179,0.01332820499296082,-0.010805469614696122,-0.03159235920315601,0.028160830454072645,-0.03484243818068089,0.03286378390029471,9.180045480433942e-05,0.029307327179643846,1.0,0.0077514569653120745,0.024701154020857,1.1946029506447518e-05,0.04536143226874284,0.026060244559059677,-0.02624931930225109,-0.026900721650094894,-0.015425331624168013,0.028094462968530177,0.009873206623685838,0.0014380486375258949,-0.024504760936531624,-0.017395504854816665,-0.07048906014552662,-0.011553324619346049,-0.017803967137353497,-0.014338402189091113,-0.05892944455990293,0.04217357022070906,0.029211785776273924,0.024108282192433644,0.021600320248302662,0.007460191680989105,-0.012826909949249487,0.011927101175393556,-0.0042420643802329044,-0.0038082642862857833,-0.0636273698954716,-0.056617521420054905,-0.011205256165572676,-0.05675587063518559,-0.04061049738440934,-0.016572503599389755,-0.03163831243625159,0.02273492505328943
LocationNoveltyFlag,0.009769772550294115,0.005024028459101304,-0.0031539051966712837,0.0005706285913937035,-0.0314276363782238,0.01007323293201923,-0.02656120761796952,-0.013131407379895096,-0.019364629082905607,0.006635982735161023,0.0077514569653120745,1.0,0.058399881397593965,0.003518530855492238,0.005892967264344577,0.006330619343918013,-0.03116676754230913,0.0032799353319575004,-0.006680631219202062,0.018167883104320107,-0.026112550315961207,-0.061261538877422514,0.02104186089977528,0.023865303779010773,-0.12528807583610316,-0.021214248647122468,0.05445398800134356,0.01604098149517515,-0.13159351483155204,0.027455492966255338,0.0065627743859440315,0.0038918503750016782,-0.0028728373726638404,-0.022812666635558778,0.010315675387901268,-0.015698926936421265,-0.0430822668003237,0.009400352166700921,-0.1730419766184621,-0.14669690142934094,-5.074216833973422e-05,0.012077957625345035,-0.08789908680959001,-0.09998662523591455,-0.12446544111328865,0.007383199650338345
TimeSinceLastTxn,-0.01174610655819267,0.023495265625448958,-0.031002998569740287,-0.024169682159811506,0.027895212244941948,-0.011825149258867159,-0.021517568976856662,-0.02123750399562295,0.008284588049888415,0.003939699668339028,0.024701154020857,0.058399881397593965,1.0,-0.009195194571716359,-0.01584141063173136,0.010480907970192377,0.014926481294443471,-0.027935389471460917,0.02774317347867842,-0.005967744018359728,-0.24265409508139682,-0.4940620045793018,-0.01916116741959532,0.012635202090590667,-0.07039827444300067,0.04847703145635845,-0.0550605585836423,-0.00854389744380216,-0.05979379757125046,-0.03431834400311583,0.003947934021051012,0.004165237507051701,-0.010906047714788486,-0.006863220648617573,0.012423458933264546,-0.011743310037244981,-0.010361283555371064,0.017495171428971577,-0.10546958373477709,-0.07243558056327225,-0.02496804987165323,0.0037270062776125494,0.09821881555315928,0.11869525412450414,0.1706299891942949,0.0016728862669800366
Location_enc,0.008954802945551985,-0.02813336451671145,-0.0139794187460945,-0.01988328083902593,-0.008635667100611116,0.008660365722252091,0.008731303748140233,0.0032720089709851654,-0.0037620753296108245,0.015425704583507437,1.1946029506447518e-05,0.003518530855492238,-0.009195194571716359,1.0,-0.02190331649372349,-0.0011073904895378592,0.0026125389715383725,0.024282762461151415,-0.01855987367341604,-0.0011970266480978576,0.024100682909697108,0.02267175294272443,-0.0009808675459515362,-0.012944732219490376,-0.013943701917750847,0.00043647744676152854,-0.00039446333498961727,-0.001892871807710427,-0.012142805274889529,0.015358438977857772,0.015312856552213433,0.00659806764189523,0.010731758967645322,0.013888993969527325,0.024118322042175594,-0.020350960835630916,-0.004499974389141393,0.013150300384674083,-0.00987337734368635,-0.008491813337838428,-0.02042744393372402,0.03496281644110185,-0.012443565858513956,0.0181043049869959,0.004672999682517655,-0.07050064792769553
TransactionType_Debit,-0.022314494591958802,-0.04227050856179301,-0.0009665565994805575,-0.015386647613056088,-0.013742242926393186,-0.008224479491018075,-0.011347127272555184,-0.016776634518699197,-0.027284800189600705,-0.017044764471353186,0.04536143226874284,0.005892967264344577,-0.01584141063173136,-0.02190331649372349,1.0,-0.10952965686391083,-0.12338375581477391,0.005110569025231984,-0.032509329619154016,0.02069564863839704,-0.011473229267536989,-0.011550780198239585,0.004785444366122402,-0.011766990681770556,-0.027525991863126074,-0.018601438343580117,0.0247702220349402,0.0049310167264913895,-0.030298928621668737,-0.008809786251249396,-0.019349902201680907,-0.020126811707986688,-0.013494865528962304,-0.029290931687894154,0.004367653249861779,0.014910667712438416,0.020408780489067222,0.008760567342396395,-0.02974662406295861,-0.014533593969862065,-0.015114145835599169,-0.3200585934610597,-0.03203840360012719,-0.047599939409314784,-0.04321489329448964,0.01777323094500303
Channel_Branch,-0.013923921918059206,4.329893302240175e-05,-0.03242955565382425,-0.015334094929996154,0.02043364235392072,-0.015676316950545343,-0.003029994696066787,0.005698765437307604,0.017536307362068335,-0.018457868854477148,0.026060244559059677,0.006330619343918013,0.010480907970192377,-0.0011073904895378592,-0.10952965686391083,1.0,-0.5017267151695511,0.003943608625732956,4.066508442106983e-05,-0.005753894720061838,0.01622429171484226,0.005731636591130324,0.015643929886483277,0.01210827207731846,-0.00683624320955032,0.02633614383750306,-0.004850609083492693,0.010496306894314463,-0.006048131707562516,-0.018861912504976406,-0.018248920564563,-0.03356332975043885,-0.03422365259904718,-0.025656772496468486,0.0031660881318527076,0.007676476742471969,-0.03962174949788454,-0.0009924639525899978,0.011564850287514628,-0.0054585339602949,-0.0161849314254804,-0.12570845415913381,-0.0006343673935315752,-0.009135064034802683,-0.003381317903645085,0.0012897297289341458
Channel_Online,-0.0035604857573680363,-0.008867446611175613,0.007249633446648633,0.0025091902867673205,-0.004040109269228005,-0.0050427984383256035,-0.0015581149999594496,0.006335945821104915,-0.012209183120800193,-0.000934003755966041,-0.02624931930225109,-0.03116676754230913,0.014926481294443471,0.0026125389715383725,-0.12338375581477391,-0.5017267151695511,1.0,0.02406305682888843,-0.008765718551431871,-0.0021555821893755995,0.011477998395566926,-0.0031011715006279217,-0.010683663880974645,-0.012528216379648389,0.01223013197020986,-0.031048735113450104,0.0174486376043694,0.0010536924825163795,0.016680420204921453,-0.0002307124298467889,-0.0007120971440611132,0.015253437841008655,0.01699581571684659,0.006373651025997306,-0.012943271326346189,0.0018897837682173067,0.016120245613634693,-0.009120268695896576,0.0032291045836858865,0.009219749542051004,0.0024250175487535936,-0.11945760413474223,0.009102374876586307,0.03369184499773328,0.027416958338155325,-0.019568859949974177
CustomerOccupation_Engineer,-0.008067855343606928,-0.04196023515295695,0.001960641426719693,0.002156342213675805,0.12041529523415054,-0.00803674451201399,-0.022345337394796085,0.012129959228460751,0.006131519860554506,-0.0018983935800515256,-0.026900721650094894,0.0032799353319575004,-0.027935389471460917,0.024282762461151415,0.005110569025231984,0.003943608625732956,0.02406305682888843,1.0,-0.3220401236865323,-0.3425033206170691,0.0036217688615133533,0.05330957920175172,-0.007905143101906804,-0.005660371152111619,0.008030330210591125,-0.010999780468614568,0.0027369431985214084,-0.022921919411654782,0.005300161769703025,-0.11016587460483425,-0.0019326789494215825,-0.004639318360305203,-0.008159917843094125,0.00017460141629156546,0.01492929233531095,-0.01240785677789062,-0.007455561259187045,-0.019435551190073126,0.01985430820598084,0.0023163282524387725,0.0027659608282767814,0.00458929509153752,-0.006080011799157784,0.019782622940300115,0.015484930690797975,-0.001995830701190735
CustomerOccupation_Retired,-0.0037906754493782684,0.632397804991046,-0.014462731443472819,-0.00834410075719035,-0.007404216452087145,-0.004124332166747268,0.002819479294624722,-0.0042951026108816095,-0.00895807098814038,-0.008528858639464197,-0.015425331624168013,-0.006680631219202062,0.02774317347867842,-0.01855987367341604,-0.032509329619154016,4.066508442106983e-05,-0.008765718551431871,-0.3220401236865323,1.0,-0.3330171915890106,-0.012913335819349444,-0.013733483190110326,0.0039203570554825614,0.015171906282693007,0.022306771010600815,0.0023575737098515495,0.003566188732822067,0.0208452038150326,0.033448217830179566,-0.05788300154693789,-0.008257037906501305,-0.0014505694182447553,-0.0010421941932335806,-0.011498918849735498,-0.009008421772837899,-0.0033379531289247674,-0.0012195628489174977,0.004059585244183038,0.014755090465351877,0.025036087208587337,-0.009089506539392092,-0.018948934734379856,0.02407567979234225,0.023757082930177545,0.007038109589854772,-0.01898824994621283
CustomerOccupation_Student,0.029670557881563947,-0.7542781079268298,0.006667454853863716,-0.012608358860761937,-0.602799176715491,0.029722397696848753,0.014577929204513698,0.005989963724549752,-0.00993864719242802,0.031948391972889234,0.028094462968530177,0.018167883104320107,-0.005967744018359728,-0.0011970266480978576,0.02069564863839704,-0.005753894720061838,-0.0021555821893755995,-0.3425033206170691,-0.3330171915890106,1.0,0.006041277965518479,-0.010430535861512642,-0.007943847975156388,-0.01711658034138416,-0.01602492558158669,-0.024923096728790537,0.011256098912704494,-0.018712871872241445,-0.02752798850859474,0.44822622069811663,0.03198211916784072,0.02440099660434631,0.02861377238534453,0.013798167730142164,-0.007590148208167029,0.008829286642107723,-0.019923425092754753,0.00016884258553181994,-0.012617703450140329,-0.010022572547386026,-0.01225592685330522,0.021070184182764018,-0.002657523926043613,-0.022109004957676502,-0.009463329738543374,0.014714693134734723
Velocity_1D_Count,0.0005924962815778427,-0.003024553323421149,0.013268980559024594,0.007655668666837652,-0.00771083031262326,0.0003520633465708819,0.011806581073311303,0.027146839471331417,-0.003261201976817693,-0.010645703327788471,0.009873206623685838,-0.026112550315961207,-0.24265409508139682,0.024100682909697108,-0.011473229267536989,0.01622429171484226,0.011477998395566926,0.0036217688615133533,-0.012913335819349444,0.006041277965518479,1.0,0.4590302691125938,0.029651886458084593,0.01992705697106688,0.0896330801273458,0.0522319462900852,-0.004452964575893881,0.031101001007121386,0.09563727773405202,0.006606026401998694,-0.010614363261416238,-0.02237158288433478,-0.01735288481471727,0.0007400512006248413,-0.05197378292890113,0.05202069860819539,0.03354037691329144,0.01209699204935779,0.0811594426339731,0.07214405895500645,0.0075478763088483326,-0.02465432616071063,0.03883485236020305,0.04245008271193515,0.013619264509690683,-0.007187708317743108
Velocity_7D_Count,-0.02159542111940165,-0.005075847894993183,-0.0019930931120047575,0.0011553836300872708,-0.0098801274008092,-0.021787108434562916,0.04121284122547695,0.014674720535985975,0.0007247571365751201,-0.0032881956761803455,0.0014380486375258949,-0.061261538877422514,-0.4940620045793018,0.02267175294272443,-0.011550780198239585,0.005731636591130324,-0.0031011715006279217,0.05330957920175172,-0.013733483190110326,-0.010430535861512642,0.4590302691125938,1.0,-0.03218847088783537,-0.03743352579773295,0.11461616731090128,0.0854766512301883,-0.09065584396526023,-0.033709587927100534,0.12084061761224188,-0.011986200688309311,-0.00326832120523684,-0.011672557849680297,-0.012649472037208065,0.021490075905701466,-0.025903245880209664,0.02430281390054739,0.0009080578874514046,-0.024534191373556218,0.14140853069431314,0.12892739446398074,0.0007048622278613528,-0.004281274873831245,0.03728259436312364,0.012854249646408914,0.0013042704665667238,0.01383644965327441
Expanding_MeanAmount,-0.02248929836979292,0.022336742268209035,-0.009215367064737077,0.027203271461133067,0.006477405562989092,-0.022363649454434677,-0.025223529399796475,0.010656663583457906,-0.013443976181079823,-0.4499272850402502,-0.024504760936531624,0.02104186089977528,-0.01916116741959532,-0.0009808675459515362,0.004785444366122402,0.015643929886483277,-0.010683663880974645,-0.007905143101906804,0.0039203570554825614,-0.007943847975156388,0.029651886458084593,-0.03218847088783537,1.0,0.8682798066668502,0.29468516478490686,0.2691926436732657,0.6592959618419121,0.9167467369071162,0.2612876043600288,-0.01848819561895239,-0.4498579130005972,-0.5205846118809239,-0.45823102934285703,-0.399021343045896,0.023542902969015636,-0.025013970595074434,0.001355837847378463,-0.008453825064951983,0.010682571671588469,-0.01771532982254714,0.02790285319288062,-0.012507815572658301,-0.022826380964910603,-0.0024375482859920563,-0.0032512524156412064,0.003942955389671188
Expanding_MedianAmount,-0.02813530164986774,0.03090375735122721,-0.008706348421041538,0.022656288677866017,0.00779048098490756,-0.028274422547910398,-0.03353260076618695,-0.015975097639121028,0.02146552566746364,-0.41610240934576986,-0.017395504854816665,0.023865303779010773,0.012635202090590667,-0.012944732219490376,-0.011766990681770556,0.01210827207731846,-0.012528216379648389,-0.005660371152111619,0.015171906282693007,-0.01711658034138416,0.01992705697106688,-0.03743352579773295,0.8682798066668502,1.0,0.21498374556085556,0.43438873881277285,0.4103519091776774,0.804003518280535,0.20560058581778257,-0.026326661084461335,-0.41597708908258757,-0.471732351358837,-0.5068512041047221,-0.38141629512463715,0.003965513697868134,-0.011950182034299595,-0.005693557939675636,-0.012490980145972492,0.012516876747861871,-0.10407639468387075,0.023298525996753888,-0.0002542572617958522,-0.01253732903796756,-0.004678815473756474,0.022117616151406286,0.009776384331967366
Expanding_StdAmount,-0.0076579899869351886,0.025418864131626268,0.008569964599177948,-0.009946226773558447,0.021016489779491238,-0.00802549743225178,0.009646191128114994,0.006309043986752341,0.0013597894150932039,-0.135273718595817,-0.07048906014552662,-0.12528807583610316,-0.07039827444300067,-0.013943701917750847,-0.027525991863126074,-0.00683624320955032,0.01223013197020986,0.008030330210591125,0.022306771010600815,-0.01602492558158669,0.0896330801273458,0.11461616731090128,0.29468516478490686,0.21498374556085556,1.0,0.15033837378534057,0.0844467578005711,0.25044348956781215,0.9676433767809723,-0.021755274752795106,-0.1350110784502756,-0.14420159977120658,-0.10336390156899289,0.06088951933007867,-0.023811586891830834,0.030634896691721487,-0.00306053961527499,-0.01762789027162001,0.8017717827037458,0.8938238585612833,-0.009194742544162459,0.014159297312138828,0.3911278011884301,0.4096218941368435,0.5338213425900751,-0.007406826473285588
Expanding_MinAmount,-0.02693866079007023,0.0330781939246886,0.006580056092022775,0.020292103291974166,0.03368650036163081,-0.027453769440987454,0.006583633414350745,0.02505566484005092,0.05168958481984525,-0.1428549294313511,-0.011553324619346049,-0.021214248647122468,0.04847703145635845,0.00043647744676152854,-0.018601438343580117,0.02633614383750306,-0.031048735113450104,-0.010999780468614568,0.0023575737098515495,-0.024923096728790537,0.0522319462900852,0.0854766512301883,0.2691926436732657,0.43438873881277285,0.15033837378534057,1.0,-0.44804571762261486,0.2551886493213149,0.1625174531023537,-0.04610039957673954,-0.14247709776497933,-0.18998087735818742,-0.27086703083883007,-0.13140569056241552,-0.016465249329554923,0.009644317292453124,0.01550431768777919,-0.037895679502012496,0.21102156039757403,-0.01603774725218515,0.020889192976261683,-0.02616616626155229,0.13595391811658475,0.15601040084300097,0.16901891033380528,7.291428661831963e-05
Expanding_MaxAmount,0.0074888952147048,-0.005490941813545743,-0.010779741056511572,0.006738603188064481,-0.013555372786159463,0.008077370051515606,-0.013439470865499419,-0.0008118198633321115,-0.050385695424407705,-0.3164725629951605,-0.017803967137353497,0.05445398800134356,-0.0550605585836423,-0.00039446333498961727,0.0247702220349402,-0.004850609083492693,0.0174486376043694,0.0027369431985214084,0.003566188732822067,0.011256098912704494,-0.004452964575893881,-0.09065584396526023,0.6592959618419121,0.4103519091776774,0.0844467578005711,-0.44804571762261486,1.0,0.6245417035248679,0.04434788514250099,0.017988718465891163,-0.3167215847381241,-0.32272121425055733,-0.18594651359319891,-0.2900820171116018,0.03871525551530902,-0.04081139543884629,-0.00856985352195613,0.024004107606283395,-0.21550790505269138,-0.08272045744100706,0.006696594555580063,0.0014025827311573216,-0.15544548018135726,-0.1557145423060263,-0.18538303975405043,-0.0015898431848496255
Rolling3_MeanAmount,-0.015545029401758406,0.03822234074692276,-0.002592560629295254,0.014250688618698975,0.014779687712018767,-0.015413311860305716,-0.021376322336865258,0.01151804503233104,-0.01102644895356739,-0.4210615091791247,-0.014338402189091113,0.01604098149517515,-0.00854389744380216,-0.001892871807710427,0.0049310167264913895,0.010496306894314463,0.0010536924825163795,-0.022921919411654782,0.0208452038150326,-0.018712871872241445,0.031101001007121386,-0.033709587927100534,0.9167467369071162,0.804003518280535,0.25044348956781215,0.2551886493213149,0.6245417035248679,1.0,0.28071914060514297,-0.021425507466219344,-0.4209996052540685,-0.4810648016399784,-0.42294875932824855,-0.38277038316270473,0.012782251090819641,-0.021079184536874074,0.01190875004065132,-0.01160548172515387,-0.014620730128341967,-0.03309571189071107,0.014830761272512734,-0.024464467070826036,-0.031950150370058696,-0.0208832118688228,-0.02297537929075702,0.0030569362365565744
