TransactionID,TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,DeviceNoveltyFlag,LocationNoveltyFlag,Amount_vs_TypeAvg,DeviceTxnCount,IPTxnCount,MerchantTxnCount,Amount_vs_AccountAvg,TimeSinceLastTxn,Location_enc,TransactionType_Debit,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,split,vote_count,risk_tier,is_fraud
TX001821,263.59,71,16,1,6996.35,1,1,-0.075048001300082,4,2,18,-0.075048001300082,839.8416666666667,9,True,True,False,False,True,False,train,0,Normal,0
TX002112,762.74,64,244,1,207.1,1,1,1.676497157467394,2,2,14,1.8936606020954492,2377.35,20,True,False,False,False,False,False,train,0,Normal,0
TX002126,416.55,33,73,1,922.96,1,1,0.461697160445031,5,4,18,-0.1882727773946531,72.11666666666666,28,True,False,True,True,False,False,train,0,Normal,0
TX000382,180.24,58,144,1,8431.23,1,1,-0.3675277949157668,3,2,18,-0.6252494996980008,1415.5333333333333,31,True,True,False,True,False,False,train,0,Normal,0
TX001998,1142.83,61,48,1,2467.39,1,1,2.7016695219797917,5,7,22,1.8163783286106303,264.68333333333334,29,False,True,False,False,True,False,train,3,High confidence fraud,1
TX000078,91.53,44,69,1,14676.05,1,1,-0.678816127149089,3,2,14,-0.678816127149089,839.8416666666667,25,True,True,False,False,False,False,train,0,Normal,0
TX001771,1.82,80,60,1,5571.39,1,1,-0.993613515094657,3,3,22,-0.9801157983162264,745.05,37,True,False,True,False,True,False,train,0,Normal,0
TX000584,514.33,25,160,1,1592.94,1,1,0.8048126279884225,1,5,17,10.019389180088076,1198.8666666666666,30,True,True,False,False,False,True,train,0,Normal,0
TX001053,168.0,32,11,1,3498.58,1,1,-0.4558416537454248,4,4,14,-0.1706161129017768,1991.5666666666664,40,False,True,False,True,False,False,train,0,Normal,0
TX001358,422.9,40,111,1,7616.43,1,1,0.4839796642177915,1,5,15,0.4839796642177915,839.8416666666667,40,True,False,False,True,False,False,train,0,Normal,0
TX000670,126.22,46,77,4,6133.41,1,1,-0.5570869844912832,1,8,16,-0.7015370047256159,1584.1666666666667,1,True,False,False,True,False,False,train,0,Normal,0
TX001959,59.73,27,56,1,800.93,1,1,-0.7904040987985045,2,3,15,-0.7824519202270837,432.2166666666666,14,True,False,False,False,False,True,train,0,Normal,0
TX001719,191.89,25,14,1,399.57,1,1,-0.3266472958681036,3,4,14,-0.0544961810569295,863.9833333333333,35,True,True,False,False,False,True,train,0,Normal,0
TX000271,196.08,61,98,1,4233.82,1,1,-0.3119443524337938,2,5,23,-0.0205060318180381,1416.25,37,True,False,True,False,True,False,train,0,Normal,0
TX001471,820.46,53,243,1,5621.86,1,1,1.6575009205636082,2,2,14,1.6575009205636082,839.8416666666667,13,False,False,True,True,False,False,train,0,Normal,0
TX001041,84.89,37,70,1,4735.61,1,1,-0.702116257078401,4,3,16,-0.8965336507611174,1177.0833333333333,38,True,False,False,True,False,False,train,0,Normal,0
TX001308,28.78,40,51,1,680.55,1,1,-0.9067804901419912,3,5,17,-0.9364223760171814,1846.6833333333332,40,False,False,True,False,False,False,train,0,Normal,0
TX002214,423.53,50,81,1,5453.4,1,1,0.3718296640567196,2,6,16,0.3601854120084396,73.0,18,False,True,False,False,False,False,train,0,Normal,0
TX001807,350.11,74,178,1,4639.04,1,1,0.1340195120079056,1,3,18,0.1340195120079056,839.8416666666667,33,False,False,True,False,True,False,train,0,Normal,0
TX000283,329.69,26,66,1,1671.66,1,1,0.0678783610294694,2,8,23,0.0678783610294694,839.8416666666667,35,False,False,True,False,False,True,train,0,Normal,0
TX000638,90.88,18,176,1,3908.47,1,1,-0.6810970133620488,3,4,15,-0.7243471117584789,1007.9,0,True,True,False,False,False,True,train,0,Normal,0
TX000698,278.27,29,123,1,6684.34,1,1,-0.0235350634443141,2,2,15,0.3232993303217094,1175.9833333333331,40,True,True,False,False,False,False,train,0,Normal,0
TX000240,66.5,32,144,1,6820.23,1,1,-0.7846039859839787,4,3,18,-0.7145269272743678,575.95,21,False,False,True,True,False,False,train,0,Normal,0
TX001438,107.48,20,103,1,1379.39,1,1,-0.6228466885387689,2,2,17,-0.6228466885387689,839.8416666666667,20,True,True,False,False,False,True,train,0,Normal,0
TX001580,398.36,22,56,1,1863.7,1,1,0.3978674370392804,2,1,12,2.7063639495128027,3359.233333333333,8,True,False,False,False,False,True,train,0,Normal,0
TX001220,129.48,31,179,1,7581.7,1,1,-0.5456474628693622,6,6,22,-0.5456474628693622,839.8416666666667,39,True,False,False,True,False,False,train,0,Normal,0
TX000350,11.18,53,144,1,7467.3,1,1,-0.9607687536280366,4,4,15,-0.9136546114175578,504.15,24,True,False,False,True,False,False,train,0,Normal,0
TX001860,116.97,18,299,1,729.7,1,1,-0.5895457498295567,3,4,14,0.6631593820110994,3240.2166666666667,28,True,False,False,False,False,True,train,0,Normal,0
TX001347,520.86,51,66,1,9200.74,1,1,0.6870852088525665,5,2,17,0.6870852088525665,839.8416666666667,34,False,False,True,True,False,False,train,0,Normal,0
TX001474,384.41,60,65,1,7831.56,1,1,0.348916109853452,2,2,14,-0.2619705866029824,672.4,17,True,False,False,True,False,False,train,0,Normal,0
TX001920,76.89,55,132,1,7374.26,1,1,-0.7301887027763672,3,5,23,-0.8301280262681233,552.9333333333333,6,True,False,False,False,False,False,train,0,Normal,0
TX002498,348.17,21,181,1,1887.84,1,1,0.2217479308416653,6,4,12,0.0634825281110535,0.1166666666666666,12,True,False,False,False,False,True,train,0,Normal,0
TX001785,251.4,57,178,1,2561.67,1,1,-0.1178233904323578,3,5,13,-0.2440973285001545,1342.9333333333334,40,True,False,False,False,True,False,train,0,Normal,0
TX002368,239.85,70,50,1,1477.63,1,1,-0.1583529839087965,3,5,16,-0.1583529839087965,839.8416666666667,40,True,False,False,False,True,False,train,0,Normal,0
TX001137,341.67,53,96,5,1442.29,1,1,0.1989390687120678,2,3,14,0.4245153203063777,936.4666666666668,29,True,True,False,False,True,False,train,1,Normal,0
TX002044,248.76,21,117,1,6178.77,1,1,-0.1270872975126867,2,2,22,-0.1444490296311424,338.1,32,True,True,False,False,False,True,train,0,Normal,0
TX000754,1020.73,28,87,1,1119.61,1,1,2.58179844066968,3,6,17,2.6881413401931598,3021.85,13,True,False,False,False,False,True,train,0,Normal,0
TX001034,43.91,27,86,1,1806.68,1,1,-0.8459173601662325,5,6,18,-0.905111261624494,577.8166666666667,0,True,False,True,False,False,True,train,0,Normal,0
TX000532,40.57,26,63,1,1476.91,1,1,-0.8576376062451334,4,2,17,-0.8576376062451334,839.8416666666667,8,True,True,False,False,False,True,train,0,Normal,0
TX002072,63.54,26,136,1,4401.78,1,1,-0.7770345965348482,6,3,12,0.5661818938579765,2353.35,9,True,False,False,True,False,False,train,0,Normal,0
TX002247,46.53,42,34,1,4468.12,1,1,-0.8367236342001486,3,2,11,-0.1061377368910241,743.0666666666667,37,True,False,False,True,False,False,train,0,Normal,0
TX000978,397.01,22,100,1,719.52,1,1,0.3931302118277486,5,3,17,6.906465608607298,1104.3,20,True,False,False,False,False,True,train,0,Normal,0
TX000348,202.11,27,18,1,746.47,1,1,-0.2907847464889518,5,4,24,-0.2907847464889518,839.8416666666667,22,True,False,False,False,False,True,train,0,Normal,0
TX001916,95.35,21,131,1,1639.9,1,1,-0.6654115343283102,3,2,16,-0.5282272003947,2832.3,6,True,False,True,False,False,True,train,0,Normal,0
TX000176,73.23,26,14,1,787.74,1,1,-0.7430318466831866,4,3,13,-0.7430318466831866,839.8416666666667,32,True,True,False,False,False,True,train,0,Normal,0
TX000716,78.92,59,95,1,5624.86,1,1,-0.7443751370539015,2,6,13,0.0777003949515171,650.0833333333334,17,False,False,True,True,False,False,train,0,Normal,0
TX001840,813.78,54,55,1,14935.5,1,1,1.6358641483532284,6,6,10,9.697075127215577,1270.75,1,False,False,False,False,False,False,train,3,High confidence fraud,1
TX000470,71.95,59,53,1,9267.32,1,1,-0.7669512302135342,5,3,18,-0.7669512302135342,839.8416666666667,29,False,False,True,True,False,False,train,0,Normal,0
TX001316,710.43,67,115,1,5625.55,1,1,1.4929384531598175,2,3,20,8.873940112940373,552.4666666666667,36,True,False,True,False,True,False,train,0,Normal,0
TX002237,58.85,71,115,1,1789.8,1,1,-0.8093826248177219,3,5,14,-0.8495615919385424,1632.1333333333334,25,False,False,True,False,True,False,train,0,Normal,0
TX001814,26.92,62,43,1,1674.94,1,1,-0.905536216717288,2,4,14,-0.9039977144039166,73.0,16,True,False,False,False,True,False,train,0,Normal,0
TX000181,740.25,41,123,1,14464.3,1,1,1.5975784944989866,2,3,11,2.410700904633066,1486.8,30,True,False,True,False,False,False,train,0,Normal,0
TX002301,301.73,67,163,1,990.74,1,1,0.0587873835649717,3,1,16,0.0587873835649717,839.8416666666667,40,True,False,True,False,False,False,train,0,Normal,0
TX002125,737.46,53,75,4,634.16,1,1,1.3886607868118843,4,2,14,1.3886607868118843,839.8416666666667,0,False,True,False,False,False,False,train,1,Normal,0
TX000597,138.06,44,159,1,1070.47,1,1,-0.5155397648582933,2,2,12,-0.8127898451268004,4872.883333333333,5,True,True,False,True,False,False,train,1,Normal,0
TX000496,634.86,27,45,1,588.5,1,1,1.2277591129854049,3,2,22,0.4502467094977918,383.1166666666667,6,True,False,False,False,False,True,train,0,Normal,0
TX002231,228.4,67,116,1,9598.43,1,1,-0.1985316718140105,6,2,15,-0.1985316718140105,839.8416666666667,29,True,False,False,False,False,False,train,0,Normal,0
TX000351,294.15,38,136,1,6362.16,1,1,0.0321887412661486,4,5,15,0.2878721528552006,671.95,14,True,False,True,True,False,False,train,0,Normal,0
TX001145,199.8,20,163,1,167.28,1,1,-0.2988906651842395,2,1,18,-0.2352884882392555,4127.983333333334,11,True,False,False,False,False,True,train,0,Normal,0
TX002049,50.28,60,65,1,5729.1,1,1,-0.823564675279227,3,4,16,-0.823564675279227,839.8416666666667,28,True,True,False,True,False,False,train,0,Normal,0
TX001397,34.31,24,251,1,1484.76,1,1,-0.8796042950037919,4,2,17,-0.3176213142875633,2040.5833333333333,30,True,False,False,False,False,True,train,0,Normal,0
TX000549,124.59,27,171,1,129.29,1,1,-0.5628067453022438,8,3,16,1.9457382209306489,168.61666666666667,5,True,True,False,False,False,True,train,1,Normal,0
TX001066,212.88,39,122,1,7036.72,1,1,-0.2529922164680649,7,2,19,2.0530643170513767,337.2,14,True,False,True,False,False,False,train,0,Normal,0
TX002320,135.94,71,258,1,4710.21,1,1,-0.5229789629682544,2,4,15,-0.5229789629682544,839.8416666666667,15,True,True,False,False,True,False,train,0,Normal,0
TX002217,114.15,19,52,1,1612.4,1,1,-0.5994412869380897,2,7,22,-0.1602913038083617,815.9833333333333,1,True,False,False,False,False,True,train,0,Normal,0
TX001480,336.05,28,164,1,1635.05,1,1,0.1792181756092465,5,4,15,1.687432510796653,1488.5166666666669,35,True,True,False,False,False,True,train,0,Normal,0
TX002478,246.41,54,23,1,1431.6,1,1,-0.1353335784364642,6,4,15,0.2611833337026137,767.8666666666667,11,True,False,False,False,True,False,train,0,Normal,0
TX000524,320.14,60,96,1,3075.97,1,1,0.1233890992274162,2,3,15,0.1233890992274162,839.8416666666667,25,True,False,True,False,True,False,train,0,Normal,0
TX002456,655.81,55,164,2,4539.99,1,1,1.3012738301569535,2,3,16,1.0485100235880862,2255.9,29,True,False,False,False,True,False,train,0,Normal,0
TX001073,1074.29,67,79,1,2011.6,1,1,2.769743464617563,3,3,16,2.769743464617563,839.8416666666667,32,True,True,False,False,True,False,train,0,Normal,0
TX000736,244.64,30,103,1,9159.56,1,1,-0.1415446070471393,5,3,12,-0.7722775034932117,1129.9666666666667,40,True,True,False,False,False,False,train,0,Normal,0
TX000752,248.95,65,29,1,3059.79,1,1,-0.193641547393593,1,4,22,-0.6224970231589287,2757.633333333333,37,False,True,False,False,True,False,train,0,Normal,0
TX000904,72.68,69,44,1,6216.77,1,1,-0.7449618273249218,6,2,12,-0.8609332330390083,841.6166666666667,39,True,False,True,False,True,False,train,0,Normal,0
TX000734,98.87,20,179,1,533.2,1,1,-0.653059658221205,3,2,15,-0.653059658221205,839.8416666666667,11,True,False,True,False,False,True,train,0,Normal,0
TX000194,280.57,25,24,1,293.24,1,1,-0.0912231735474543,2,5,17,-0.0912231735474543,839.8416666666667,41,False,False,True,False,False,True,train,0,Normal,0
TX000224,457.3,28,15,1,8318.29,1,0,0.604691180719046,5,5,16,0.629896280322571,3600.833333333333,41,True,False,True,True,False,False,train,2,Medium confidence / needs review,1
TX002063,304.2,25,102,1,423.64,1,1,0.0674547511742187,3,1,14,0.0674547511742187,839.8416666666667,16,True,False,True,False,False,True,train,0,Normal,0
TX001707,1283.97,42,121,1,11041.9,1,1,3.505522266361256,3,2,14,3.2208086679131864,1489.4333333333334,7,True,False,False,False,False,False,train,0,Normal,0
TX000817,24.19,29,28,1,2756.2,1,1,-0.9151159388117192,3,5,18,-0.9151159388117192,839.8416666666667,36,True,False,False,True,False,False,train,0,Normal,0
TX000932,38.81,25,145,1,1619.6,1,1,-0.874292941448861,3,2,22,0.604381951038365,1897.3166666666664,41,False,False,True,False,False,True,train,0,Normal,0
TX001758,326.03,18,137,1,290.24,1,1,0.0560234828423451,4,2,18,9.350158433328302,262.03333333333336,27,False,False,True,False,False,True,train,1,Normal,0
TX002291,334.07,59,200,1,7306.79,1,0,0.1722702452989998,2,5,19,1.576176632320053,2256.55,27,True,True,False,True,False,False,train,0,Normal,0
TX001935,256.8,26,80,1,1128.38,1,1,-0.0988744895862306,1,3,18,-0.0988744895862306,839.8416666666667,5,True,False,False,False,False,True,train,0,Normal,0
TX000595,312.47,49,148,4,9419.27,1,1,0.0964746419144913,2,4,16,0.2167834882524008,1608.5833333333333,25,True,False,False,True,False,False,train,0,Normal,0
TX001333,186.55,48,288,1,224.65,1,1,-0.3453856533714959,1,2,15,-0.3445992223563538,1199.4166666666667,30,True,True,False,True,False,False,train,0,Normal,0
TX002486,193.38,18,285,1,1081.79,1,1,-0.3214188028568574,2,2,11,-0.2324362934332132,695.2666666666667,22,True,False,False,False,False,True,train,0,Normal,0
TX001148,409.59,35,50,1,14563.02,1,1,0.4372741326878003,5,3,16,0.4372741326878003,839.8416666666667,0,True,False,True,False,False,False,train,0,Normal,0
TX001241,137.59,30,95,1,10679.67,1,1,-0.5171890210430489,2,3,20,-0.5171890210430489,839.8416666666667,26,True,False,False,False,False,False,train,0,Normal,0
TX000072,143.21,35,135,1,6374.82,1,1,-0.4974681279402276,5,2,19,0.0408459914176467,240.55,9,True,False,True,True,False,False,train,0,Normal,0
TX001236,29.19,58,41,1,12059.85,1,0,-0.9054524846620128,1,2,22,-0.7920940114523219,288.65,26,False,True,False,False,False,False,train,2,Medium confidence / needs review,1
