TransactionID,TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,DeviceNoveltyFlag,LocationNoveltyFlag,Amount_vs_TypeAvg,DeviceTxnCount,IPTxnCount,MerchantTxnCount,Amount_vs_AccountAvg,TimeSinceLastTxn,Location_enc,TransactionType_Debit,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,split
TX001760,1086.6,19,38,1,1605.67,1,1,2.8129399404353084,3,4,14,6.507513687031375,2521.0333333333333,36,True,False,True,False,False,True,train
TX001168,838.57,41,273,1,14576.47,1,1,1.9425888521269907,5,2,19,0.8281846108958456,838.4666666666667,31,True,False,False,False,False,False,train
TX000096,508.68,51,127,1,7708.41,1,1,0.64763372898394,6,2,15,-0.08124119481045908,0.13333333333333333,23,False,True,False,True,False,False,train
TX000694,733.29,52,94,5,10427.0,1,1,1.5731554667417558,4,1,16,1.5731554667417558,839.8416666666667,41,True,False,False,False,False,False,train
TX000735,117.55,24,35,1,897.94,1,1,-0.587510497516454,1,3,15,-0.8396950717455645,1557.8833333333334,14,True,False,False,False,False,True,train
TX001015,688.36,23,22,1,5191.13,1,1,1.2296240329900814,4,11,20,0.6180715513655411,1007.9333333333333,22,False,True,False,False,False,True,train
TX000098,25.36,57,78,1,201.04,1,1,-0.9110103436283915,1,3,20,-0.950571723719,408.6166666666667,21,True,False,False,True,False,False,train
TX000045,304.31,27,33,1,868.61,1,0,0.0678407473025658,3,6,24,-0.22199212501408155,215.73333333333332,21,True,True,False,False,False,True,train
TX002047,94.82,67,56,1,1267.72,1,1,-0.6928744367327881,2,4,23,-0.6928744367327881,839.8416666666667,8,False,True,False,False,True,False,train
TX000513,8.65,48,273,1,10778.35,1,1,-0.9696466645800185,5,11,14,-0.9087745105592225,1824.5333333333333,19,True,False,True,False,False,False,train
TX001153,590.57,79,93,1,3224.6,1,1,1.0723430354900398,3,5,18,10.415289254560951,550.9833333333333,25,True,False,False,False,True,False,train
TX000728,137.49,34,50,1,4471.05,1,1,-0.5175399266142734,2,1,19,-0.40569707622458184,672.7833333333333,13,True,False,False,True,False,False,train
TX002152,927.45,24,95,1,1161.84,1,1,2.2544737238313948,3,4,15,3.461414484329299,289.96666666666664,2,True,False,False,False,False,True,train
TX000576,33.46,72,111,1,3641.07,1,1,-0.8825869923592008,3,4,15,-0.8825869923592008,839.8416666666667,39,True,False,False,False,True,False,train
TX001291,427.69,43,236,1,2443.54,1,1,0.5007880410794489,2,4,23,11.78212756180133,863.1666666666666,33,True,False,False,True,False,False,train
TX001010,75.04,49,178,1,9648.6,1,1,-0.7366804558440216,8,6,15,-0.6745527456378498,2905.0333333333333,12,True,False,False,True,False,False,train
TX002156,172.92,20,212,1,416.37,1,1,-0.3932140827294059,2,4,18,-0.032507133483426785,767.8666666666667,24,True,False,True,False,False,True,train
TX002447,719.76,19,190,1,690.52,1,1,1.5256779429550706,4,3,18,1.5256779429550706,839.8416666666667,37,True,True,False,False,False,True,train
TX000375,643.22,64,93,1,1035.86,1,1,1.2570948187397797,5,2,18,-0.10634100240866255,815.2333333333333,1,True,False,False,False,False,False,train
TX001234,605.42,21,33,1,392.34,1,1,1.1244525128168892,3,1,20,-0.11162306106968112,983.1,23,True,False,False,False,False,True,train
TX000520,121.91,60,133,1,14510.8,1,1,-0.5722110146110626,5,2,17,-0.8141993484847603,314.48333333333335,6,True,True,False,False,False,False,train
TX000080,174.25,50,67,1,10528.34,1,1,-0.388547038632119,2,3,16,-0.6665566338647251,504.25,39,True,False,True,False,False,False,train
TX000657,427.0,49,163,1,8253.65,1,1,0.38306912507019536,1,1,20,-0.057211996906215735,334.1666666666667,28,False,True,False,True,False,False,train
TX000022,85.77,38,93,1,9146.19,1,1,-0.6990282880516248,4,2,20,-0.8088023284441684,265.45,19,True,True,False,False,False,False,train
TX001456,774.48,61,31,1,11613.58,1,1,1.7176934715291592,1,2,20,1.7176934715291592,839.8416666666667,21,True,True,False,False,False,False,train
TX001467,73.35,24,47,1,1181.84,1,1,-0.7426107599977171,3,8,14,-0.9052912910529758,168.35,37,True,True,False,False,False,True,train
TX001620,50.9,28,150,1,1277.7,1,1,-0.8351329749782787,5,5,16,-0.8799287572274425,1007.6833333333333,17,False,False,True,False,False,True,train
TX001181,50.0,53,87,1,185.87,1,1,-0.838048108958719,5,5,16,-0.838048108958719,839.8416666666667,17,False,False,False,False,False,False,train
TX002335,1105.88,34,36,1,2636.32,1,1,2.8805945345674075,2,6,16,21.11759957764801,239.53333333333333,29,True,False,False,True,False,False,train
TX001135,26.27,45,177,1,8853.93,1,1,-0.9149104749096637,4,5,15,-0.9545454528938204,262.75,32,False,False,True,True,False,False,train
TX001592,314.52,80,229,1,7071.32,1,1,0.10366820612459503,3,8,16,-0.20182717877978137,72.98333333333333,22,True,False,False,False,True,False,train
TX001864,103.48,32,33,1,6494.25,1,1,-0.636882911387752,2,3,14,-0.636882911387752,839.8416666666667,3,True,False,False,True,False,False,train
TX000952,492.84,25,38,1,577.67,1,1,0.7294030207322606,4,5,16,3.762659414740438,721.65,16,True,False,False,False,False,True,train
TX001670,261.63,20,150,1,477.03,1,1,-0.08192575049608367,6,5,16,-0.12251811067038458,2136.733333333333,6,True,True,False,False,False,True,train
TX000971,215.39,27,216,1,1582.55,1,1,-0.24418448663032807,4,3,15,-0.24684422082809887,549.9333333333333,11,True,False,False,False,False,True,train
TX001498,1228.81,26,254,1,1821.0,1,1,3.311962753273779,2,2,13,3.311962753273779,839.8416666666667,37,True,False,False,False,False,True,train
TX001802,331.32,61,137,5,13054.54,1,1,0.162620342090324,6,3,14,-0.7303732873834252,2520.8,34,True,True,False,False,False,False,train
TX000102,98.54,20,167,1,9383.43,1,1,-0.6808252162803011,1,3,14,-0.8736771924471971,1606.9,12,False,False,True,False,False,True,train
TX002086,291.46,57,135,1,7142.53,1,1,0.02274938140020758,2,6,15,0.02274938140020758,839.8416666666667,24,True,False,False,False,True,False,train
TX001683,41.13,77,58,1,6067.54,1,1,-0.8667783738548369,3,4,14,-0.8588828626264913,1129.4,30,False,True,False,False,True,False,train
TX002414,489.31,43,36,1,5595.22,1,1,0.7170160540680331,1,1,16,1.9424215884877984,166.68333333333334,21,True,True,False,True,False,False,train
TX000003,126.29,19,56,1,1122.35,1,1,-0.556841350591426,4,5,22,-0.5390315103819264,2353.7,23,True,False,True,False,False,True,train
TX001326,359.65,25,289,1,219.53,1,1,0.16491993220057358,4,6,20,0.16491993220057358,839.8416666666667,17,False,False,True,False,False,True,train
TX001830,91.77,51,174,1,9240.73,1,1,-0.6779739537781501,4,4,16,-0.7448352544283742,1487.6833333333334,29,True,True,False,False,False,False,train
TX000404,353.82,42,143,1,705.75,1,1,0.2415740956158538,4,4,15,0.5675867238155744,624.3,25,True,False,False,False,False,False,train
TX002028,28.52,20,163,1,662.51,1,1,-0.8999217275776951,4,2,15,-0.8937459606064801,1270.95,11,True,False,False,False,False,True,train
TX000206,288.04,68,63,1,1748.02,1,1,0.010748410864327193,4,4,15,0.3818844733166165,1991.8833333333334,10,True,False,False,False,True,False,train
TX001259,603.23,28,48,1,117.98,1,0,1.1167676808070712,4,4,17,1.6886699871248443,0.7833333333333333,11,True,True,False,False,False,True,train
TX001821,263.59,71,16,1,6996.35,1,1,-0.07504800130008203,4,2,18,-0.07504800130008203,839.8416666666667,9,True,True,False,False,True,False,train
TX002112,762.74,64,244,1,207.1,1,1,1.676497157467394,2,2,14,1.8936606020954494,2377.35,20,True,False,False,False,False,False,train
TX002126,416.55,33,73,1,922.96,1,1,0.461697160445031,5,4,18,-0.18827277739465315,72.11666666666666,28,True,False,True,True,False,False,train
TX000382,180.24,58,144,1,8431.23,1,1,-0.3675277949157668,3,2,18,-0.6252494996980008,1415.5333333333333,31,True,True,False,True,False,False,train
TX001998,1142.83,61,48,1,2467.39,1,1,2.7016695219797913,5,7,22,1.8163783286106305,264.68333333333334,29,False,True,False,False,True,False,train
TX000078,91.53,44,69,1,14676.05,1,1,-0.678816127149089,3,2,14,-0.678816127149089,839.8416666666667,25,True,True,False,False,False,False,train
TX001771,1.82,80,60,1,5571.39,1,1,-0.993613515094657,3,3,22,-0.9801157983162265,745.05,37,True,False,True,False,True,False,train
TX000584,514.33,25,160,1,1592.94,1,1,0.8048126279884225,1,5,17,10.019389180088075,1198.8666666666666,30,True,True,False,False,False,True,train
TX001053,168.0,32,11,1,3498.58,1,1,-0.45584165374542485,4,4,14,-0.17061611290177683,1991.5666666666666,40,False,True,False,True,False,False,train
TX001358,422.9,40,111,1,7616.43,1,1,0.4839796642177915,1,5,15,0.4839796642177915,839.8416666666667,40,True,False,False,True,False,False,train
TX000670,126.22,46,77,4,6133.41,1,1,-0.5570869844912832,1,8,16,-0.7015370047256159,1584.1666666666667,1,True,False,False,True,False,False,train
TX001959,59.73,27,56,1,800.93,1,1,-0.7904040987985045,2,3,15,-0.7824519202270837,432.21666666666664,14,True,False,False,False,False,True,train
TX001719,191.89,25,14,1,399.57,1,1,-0.32664729586810365,3,4,14,-0.054496181056929535,863.9833333333333,35,True,True,False,False,False,True,train
TX000271,196.08,61,98,1,4233.82,1,1,-0.3119443524337938,2,5,23,-0.020506031818038103,1416.25,37,True,False,True,False,True,False,train
TX001471,820.46,53,243,1,5621.86,1,1,1.6575009205636082,2,2,14,1.6575009205636082,839.8416666666667,13,False,False,True,True,False,False,train
TX001041,84.89,37,70,1,4735.61,1,1,-0.702116257078401,4,3,16,-0.8965336507611174,1177.0833333333333,38,True,False,False,True,False,False,train
TX001308,28.78,40,51,1,680.55,1,1,-0.9067804901419911,3,5,17,-0.9364223760171814,1846.6833333333334,40,False,False,True,False,False,False,train
TX002214,423.53,50,81,1,5453.4,1,1,0.3718296640567196,2,6,16,0.3601854120084396,73.0,18,False,True,False,False,False,False,train
TX001807,350.11,74,178,1,4639.04,1,1,0.13401951200790568,1,3,18,0.13401951200790568,839.8416666666667,33,False,False,True,False,True,False,train
TX000283,329.69,26,66,1,1671.66,1,1,0.06787836102946948,2,8,23,0.06787836102946948,839.8416666666667,35,False,False,True,False,False,True,train
TX000638,90.88,18,176,1,3908.47,1,1,-0.6810970133620488,3,4,15,-0.7243471117584789,1007.9,0,True,True,False,False,False,True,train
TX000698,278.27,29,123,1,6684.34,1,1,-0.023535063444314108,2,2,15,0.3232993303217094,1175.9833333333333,40,True,True,False,False,False,False,train
TX000240,66.5,32,144,1,6820.23,1,1,-0.7846039859839787,4,3,18,-0.7145269272743678,575.95,21,False,False,True,True,False,False,train
TX001438,107.48,20,103,1,1379.39,1,1,-0.6228466885387689,2,2,17,-0.6228466885387689,839.8416666666667,20,True,True,False,False,False,True,train
TX001580,398.36,22,56,1,1863.7,1,1,0.39786743703928046,2,1,12,2.7063639495128027,3359.233333333333,8,True,False,False,False,False,True,train
TX001220,129.48,31,179,1,7581.7,1,1,-0.5456474628693622,6,6,22,-0.5456474628693622,839.8416666666667,39,True,False,False,True,False,False,train
TX000350,11.18,53,144,1,7467.3,1,1,-0.9607687536280366,4,4,15,-0.9136546114175578,504.15,24,True,False,False,True,False,False,train
TX001860,116.97,18,299,1,729.7,1,1,-0.5895457498295567,3,4,14,0.6631593820110994,3240.2166666666667,28,True,False,False,False,False,True,train
TX001347,520.86,51,66,1,9200.74,1,1,0.6870852088525665,5,2,17,0.6870852088525665,839.8416666666667,34,False,False,True,True,False,False,train
TX001474,384.41,60,65,1,7831.56,1,1,0.348916109853452,2,2,14,-0.2619705866029824,672.4,17,True,False,False,True,False,False,train
TX001920,76.89,55,132,1,7374.26,1,1,-0.7301887027763672,3,5,23,-0.8301280262681233,552.9333333333333,6,True,False,False,False,False,False,train
TX002498,348.17,21,181,1,1887.84,1,1,0.2217479308416653,6,4,12,0.06348252811105351,0.11666666666666667,12,True,False,False,False,False,True,train
TX001785,251.4,57,178,1,2561.67,1,1,-0.11782339043235784,3,5,13,-0.24409732850015456,1342.9333333333334,40,True,False,False,False,True,False,train
TX002368,239.85,70,50,1,1477.63,1,1,-0.1583529839087965,3,5,16,-0.1583529839087965,839.8416666666667,40,True,False,False,False,True,False,train
TX001137,341.67,53,96,5,1442.29,1,1,0.1989390687120678,2,3,14,0.42451532030637773,936.4666666666667,29,True,True,False,False,True,False,train
TX002044,248.76,21,117,1,6178.77,1,1,-0.12708729751268674,2,2,22,-0.14444902963114242,338.1,32,True,True,False,False,False,True,train
TX000754,1020.73,28,87,1,1119.61,1,1,2.58179844066968,3,6,17,2.6881413401931593,3021.85,13,True,False,False,False,False,True,train
TX001034,43.91,27,86,1,1806.68,1,1,-0.8459173601662325,5,6,18,-0.9051112616244941,577.8166666666667,0,True,False,True,False,False,True,train
TX000532,40.57,26,63,1,1476.91,1,1,-0.8576376062451334,4,2,17,-0.8576376062451334,839.8416666666667,8,True,True,False,False,False,True,train
TX002072,63.54,26,136,1,4401.78,1,1,-0.7770345965348482,6,3,12,0.5661818938579765,2353.35,9,True,False,False,True,False,False,train
TX002247,46.53,42,34,1,4468.12,1,1,-0.8367236342001486,3,2,11,-0.10613773689102415,743.0666666666667,37,True,False,False,True,False,False,train
TX000978,397.01,22,100,1,719.52,1,1,0.3931302118277486,5,3,17,6.906465608607298,1104.3,20,True,False,False,False,False,True,train
TX000348,202.11,27,18,1,746.47,1,1,-0.2907847464889518,5,4,24,-0.2907847464889518,839.8416666666667,22,True,False,False,False,False,True,train
TX001916,95.35,21,131,1,1639.9,1,1,-0.6654115343283102,3,2,16,-0.5282272003947,2832.3,6,True,False,True,False,False,True,train
TX000176,73.23,26,14,1,787.74,1,1,-0.7430318466831866,4,3,13,-0.7430318466831866,839.8416666666667,32,True,True,False,False,False,True,train
TX000716,78.92,59,95,1,5624.86,1,1,-0.7443751370539015,2,6,13,0.07770039495151718,650.0833333333334,17,False,False,True,True,False,False,train
TX001840,813.78,54,55,1,14935.5,1,1,1.6358641483532284,6,6,10,9.697075127215575,1270.75,1,False,False,False,False,False,False,train
TX000470,71.95,59,53,1,9267.32,1,1,-0.7669512302135342,5,3,18,-0.7669512302135342,839.8416666666667,29,False,False,True,True,False,False,train
TX001316,710.43,67,115,1,5625.55,1,1,1.4929384531598175,2,3,20,8.873940112940373,552.4666666666667,36,True,False,True,False,True,False,train
TX002237,58.85,71,115,1,1789.8,1,1,-0.8093826248177219,3,5,14,-0.8495615919385424,1632.1333333333334,25,False,False,True,False,True,False,train
TX001814,26.92,62,43,1,1674.94,1,1,-0.9055362167172881,2,4,14,-0.9039977144039166,73.0,16,True,False,False,False,True,False,train
TX000181,740.25,41,123,1,14464.3,1,1,1.5975784944989866,2,3,11,2.410700904633066,1486.8,30,True,False,True,False,False,False,train
TX002301,301.73,67,163,1,990.74,1,1,0.05878738356497177,3,1,16,0.05878738356497177,839.8416666666667,40,True,False,True,False,False,False,train
TX002125,737.46,53,75,4,634.16,1,1,1.3886607868118845,4,2,14,1.3886607868118845,839.8416666666667,0,False,True,False,False,False,False,train
TX000597,138.06,44,159,1,1070.47,1,1,-0.5155397648582933,2,2,12,-0.8127898451268004,4872.883333333333,5,True,True,False,True,False,False,train
TX000496,634.86,27,45,1,588.5,1,1,1.2277591129854049,3,2,22,0.4502467094977918,383.1166666666667,6,True,False,False,False,False,True,train
TX002231,228.4,67,116,1,9598.43,1,1,-0.19853167181401055,6,2,15,-0.19853167181401055,839.8416666666667,29,True,False,False,False,False,False,train
TX000351,294.15,38,136,1,6362.16,1,1,0.03218874126614869,4,5,15,0.2878721528552006,671.95,14,True,False,True,True,False,False,train
TX001145,199.8,20,163,1,167.28,1,1,-0.2988906651842395,2,1,18,-0.23528848823925552,4127.983333333334,11,True,False,False,False,False,True,train
TX002049,50.28,60,65,1,5729.1,1,1,-0.823564675279227,3,4,16,-0.823564675279227,839.8416666666667,28,True,True,False,True,False,False,train
TX001397,34.31,24,251,1,1484.76,1,1,-0.8796042950037919,4,2,17,-0.31762131428756335,2040.5833333333333,30,True,False,False,False,False,True,train
TX000549,124.59,27,171,1,129.29,1,1,-0.5628067453022438,8,3,16,1.9457382209306486,168.61666666666667,5,True,True,False,False,False,True,train
TX001066,212.88,39,122,1,7036.72,1,1,-0.2529922164680649,7,2,19,2.0530643170513767,337.2,14,True,False,True,False,False,False,train
TX002320,135.94,71,258,1,4710.21,1,1,-0.5229789629682544,2,4,15,-0.5229789629682544,839.8416666666667,15,True,True,False,False,True,False,train
TX002217,114.15,19,52,1,1612.4,1,1,-0.5994412869380897,2,7,22,-0.1602913038083617,815.9833333333333,1,True,False,False,False,False,True,train
TX001480,336.05,28,164,1,1635.05,1,1,0.17921817560924655,5,4,15,1.687432510796653,1488.5166666666667,35,True,True,False,False,False,True,train
TX002478,246.41,54,23,1,1431.6,1,1,-0.13533357843646426,6,4,15,0.2611833337026137,767.8666666666667,11,True,False,False,False,True,False,train
TX000524,320.14,60,96,1,3075.97,1,1,0.12338909922741627,2,3,15,0.12338909922741627,839.8416666666667,25,True,False,True,False,True,False,train
TX002456,655.81,55,164,2,4539.99,1,1,1.3012738301569535,2,3,16,1.0485100235880862,2255.9,29,True,False,False,False,True,False,train
TX001073,1074.29,67,79,1,2011.6,1,1,2.769743464617563,3,3,16,2.769743464617563,839.8416666666667,32,True,True,False,False,True,False,train
TX000736,244.64,30,103,1,9159.56,1,1,-0.1415446070471393,5,3,12,-0.7722775034932117,1129.9666666666667,40,True,True,False,False,False,False,train
TX000752,248.95,65,29,1,3059.79,1,1,-0.193641547393593,1,4,22,-0.6224970231589287,2757.633333333333,37,False,True,False,False,True,False,train
TX000904,72.68,69,44,1,6216.77,1,1,-0.7449618273249218,6,2,12,-0.8609332330390083,841.6166666666667,39,True,False,True,False,True,False,train
TX000734,98.87,20,179,1,533.2,1,1,-0.653059658221205,3,2,15,-0.653059658221205,839.8416666666667,11,True,False,True,False,False,True,train
TX000194,280.57,25,24,1,293.24,1,1,-0.09122317354745434,2,5,17,-0.09122317354745434,839.8416666666667,41,False,False,True,False,False,True,train
TX000224,457.3,28,15,1,8318.29,1,0,0.604691180719046,5,5,16,0.629896280322571,3600.8333333333335,41,True,False,True,True,False,False,train
TX002063,304.2,25,102,1,423.64,1,1,0.06745475117421872,3,1,14,0.06745475117421872,839.8416666666667,16,True,False,True,False,False,True,train
TX001707,1283.97,42,121,1,11041.9,1,1,3.505522266361256,3,2,14,3.2208086679131864,1489.4333333333334,7,True,False,False,False,False,False,train
TX000817,24.19,29,28,1,2756.2,1,1,-0.9151159388117192,3,5,18,-0.9151159388117192,839.8416666666667,36,True,False,False,True,False,False,train
TX000932,38.81,25,145,1,1619.6,1,1,-0.874292941448861,3,2,22,0.604381951038365,1897.3166666666666,41,False,False,True,False,False,True,train
TX001758,326.03,18,137,1,290.24,1,1,0.05602348284234519,4,2,18,9.350158433328302,262.03333333333336,27,False,False,True,False,False,True,train
TX002291,334.07,59,200,1,7306.79,1,0,0.17227024529899987,2,5,19,1.576176632320053,2256.55,27,True,True,False,True,False,False,train
TX001935,256.8,26,80,1,1128.38,1,1,-0.09887448958623067,1,3,18,-0.09887448958623067,839.8416666666667,5,True,False,False,False,False,True,train
TX000595,312.47,49,148,4,9419.27,1,1,0.09647464191449136,2,4,16,0.2167834882524008,1608.5833333333333,25,True,False,False,True,False,False,train
TX001333,186.55,48,288,1,224.65,1,1,-0.34538565337149596,1,2,15,-0.3445992223563538,1199.4166666666667,30,True,True,False,True,False,False,train
TX002486,193.38,18,285,1,1081.79,1,1,-0.3214188028568574,2,2,11,-0.2324362934332132,695.2666666666667,22,True,False,False,False,False,True,train
TX001148,409.59,35,50,1,14563.02,1,1,0.4372741326878003,5,3,16,0.4372741326878003,839.8416666666667,0,True,False,True,False,False,False,train
TX001241,137.59,30,95,1,10679.67,1,1,-0.5171890210430489,2,3,20,-0.5171890210430489,839.8416666666667,26,True,False,False,False,False,False,train
TX000072,143.21,35,135,1,6374.82,1,1,-0.49746812794022766,5,2,19,0.04084599141764673,240.55,9,True,False,True,True,False,False,train
TX001236,29.19,58,41,1,12059.85,1,0,-0.9054524846620127,1,2,22,-0.7920940114523219,288.65,26,False,True,False,False,False,False,train
TX001743,117.66,39,126,1,6794.17,1,1,-0.6188948143847234,3,3,18,0.13868189162216304,4560.666666666667,22,False,True,False,False,False,False,train
TX000659,101.76,31,26,1,6043.25,1,1,-0.6429184872128149,3,3,15,-0.6429184872128149,839.8416666666667,30,True,True,False,False,False,False,train
TX001548,137.23,64,63,1,13847.99,1,1,-0.5184522810994574,2,4,22,0.3485652481469608,1103.3833333333334,14,True,True,False,False,False,False,train
TX001813,67.33,59,36,1,5925.98,1,1,-0.7637352753854367,2,8,18,-0.4365454584999753,145.41666666666666,11,True,False,True,True,False,False,train
TX000478,22.46,54,78,1,6631.5,1,1,-0.9211866051939044,6,7,17,-0.7800339437839455,813.8,27,True,False,True,False,True,False,train
TX002137,299.03,39,52,1,1381.28,1,1,0.04931293314190803,4,3,16,0.04931293314190803,839.8416666666667,8,True,True,False,True,False,False,train
TX000647,56.89,59,56,1,3034.67,1,1,-0.8157311388195699,2,4,19,-0.8157311388195699,839.8416666666667,15,False,True,False,True,False,False,train
TX001417,18.56,49,161,1,4230.37,1,1,-0.9398834560087695,1,6,17,-0.6737563601027182,1919.0166666666667,22,False,True,False,True,False,False,train
TX002258,74.67,43,283,1,3449.35,1,1,-0.7379788064575526,4,2,20,0.9793240297064538,504.55,16,True,False,False,True,False,False,train
TX001611,142.55,67,97,1,1262.68,1,1,-0.4997841047103098,3,4,15,1.8487209862365914,23.133333333333333,18,True,False,True,False,False,False,train
TX002204,168.34,64,240,1,7483.01,1,1,-0.40928555789149146,5,3,22,1.30074826527149,1009.4833333333333,31,True,False,False,False,True,False,train
TX001564,598.66,32,222,1,2587.11,1,1,0.9390823462728569,3,2,16,0.9390823462728569,839.8416666666667,5,False,True,False,True,False,False,train
TX002493,267.48,21,159,2,811.86,1,1,-0.061397774579445834,2,5,22,-0.5532021505475526,480.23333333333335,0,True,False,False,False,False,True,train
TX000028,40.32,37,95,1,2686.52,1,1,-0.8585148701731949,5,2,16,-0.9068972662458789,1391.6166666666666,25,True,True,False,True,False,False,train
TX000592,198.62,27,84,1,1196.07,1,1,-0.356662317655331,3,3,8,-0.34265163269426685,1127.6166666666666,40,False,True,False,False,False,True,train
TX000640,320.55,50,118,1,438.75,1,1,0.12482781206943712,5,3,14,0.12482781206943712,839.8416666666667,25,True,False,True,True,False,False,train
TX002106,22.62,64,102,1,7682.0,1,1,-0.920625156279945,5,3,13,-0.9294337827813639,215.4,41,True,False,False,False,False,False,train
TX002477,270.39,25,104,1,899.15,1,1,-0.05118642245681076,5,6,12,0.5758370453370804,792.9166666666666,17,True,False,False,False,False,True,train
TX000876,583.92,55,139,1,6364.14,1,1,1.0490078150036053,1,3,15,1.8550752891889533,1198.6833333333334,18,True,False,True,True,False,False,train
TX001603,199.14,31,36,1,7001.25,1,1,-0.30120664195432184,4,4,24,-0.3348030853632526,25.35,39,True,True,False,True,False,False,train
