flag_isoforest,flag_lof,flag_ocsvm,flag_mcd,vote_count,split
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,1,0,1,3,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,1,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,1,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,1,2,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,1,0,1,train
0,0,0,0,0,train
1,0,0,0,1,train
0,0,0,0,0,train
1,0,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,1,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,1,1,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,0,0,train
0,1,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,0,1,train
0,0,0,0,0,train
1,0,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,1,1,1,4,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,1,1,0,3,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,1,1,0,3,train
0,1,0,0,1,train
0,0,0,0,0,train
1,0,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,1,0,2,train
0,0,1,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,0,2,train
0,0,0,0,0,train
0,0,1,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,1,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,1,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,1,0,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,1,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,1,3,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,0,1,train
0,0,0,0,0,train
1,0,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,1,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,1,3,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,1,0,1,3,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,1,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,1,0,2,train
0,1,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,1,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,1,3,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,1,1,0,3,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,0,1,train
0,0,1,0,1,train
0,0,0,0,0,train
1,1,1,1,4,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,1,3,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,1,3,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,1,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,1,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,1,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,1,1,0,3,train
0,0,0,0,0,train
0,0,1,0,1,train
0,0,0,0,0,train
0,1,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,1,0,1,3,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,1,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,1,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,1,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,1,1,1,4,train
0,0,0,0,0,train
0,0,1,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,1,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,1,1,1,4,train
0,0,1,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,1,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,1,0,2,train
0,0,0,0,0,train
1,0,1,0,2,train
1,1,1,1,4,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,0,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,1,0,0,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,0,0,1,train
0,0,0,0,0,train
1,0,0,1,2,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
1,0,1,1,3,train
0,0,0,1,1,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
0,0,0,0,0,train
