TransactionID,AccountID,TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Amount_vs_TypeAvg,DeviceTxnCount,IPTxnCount,MerchantTxnCount,Amount_vs_AccountAvg,DeviceNoveltyFlag,LocationNoveltyFlag,TimeSinceLastTxn,Location_enc,TransactionType_Debit,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Velocity_1D_Count,Velocity_7D_Count,Expanding_MeanAmount,Expanding_MedianAmount,Expanding_StdAmount,Expanding_MinAmount,Expanding_MaxAmount,Rolling3_MeanAmount,Rolling3_StdAmount,Amount_to_Balance_Ratio,Amount_to_RollingMean_Ratio,Amount_minus_ExpandingMean,Amount_minus_ExpandingMedian,Amount_ZScore_Account,Hour_sin,Hour_cos,DOW_sin,DOW_cos,CustomerTxnCountSoFar,SpendCV_Account,ElevatedLoginFlag,ATM_Credit_InteractionFlag,DeviceSharedAccounts_Prior,IPSharedAccounts_Prior,MerchantSharedAccounts_Prior,Location_Freq
TX002248,AC00003,207.47,53,12,1,1688.9,-0.296691014805197,5,6,21,-0.2162588411561046,1,1,3362.366666666667,24,True,False,False,False,False,False,0.0,0.0,264.7175,311.04,180.59886219187538,20.17,416.62,346.23333333333335,95.15743288536811,0.12284327069521979,0.7837411550662834,-57.247499999999974,-103.57000000000002,-0.31698704690164636,-0.9692309097067545,0.2461532930289925,0.0,1.0,4,0.6822324232800739,0,0,4.0,3.0,14.0,0.025477707006369428
TX001851,AC00004,13.16,43,98,1,1019.46,-0.9553885048254632,5,6,27,-0.9553885048254632,1,1,936.2166666666668,23,True,True,False,True,False,False,0.0,0.0,297.5937778662421,211.14,0.0,0.26,1919.11,297.5937778662421,0.0,0.012908794839514258,0.044221354526080184,-284.43377786624205,-197.98,-19.485352821865913,-0.9945218953682734,-0.10452846326765336,0.0,1.0,0,0.0,0,0,1.0,1.0,11.0,0.02428343949044586
TX000707,AC00004,642.54,44,28,1,3143.17,1.1781662595662572,9,10,31,47.82522432939025,1,1,217.21666666666667,25,True,True,False,True,False,False,0.0,0.0,13.16,13.16,0.0,13.16,13.16,13.16,0.0,0.20442419589000144,48.82522425340241,629.38,629.38,43.11615677654535,-0.9772311064626789,0.21217767215644612,0.9749279121818236,-0.22252093395631434,1,0.0,0,0,0.0,2.0,5.0,0.021894904458598725
TX001648,AC00004,99.25,63,93,1,2570.34,-0.6761837660040726,2,3,26,-0.6972700909035532,1,1,1126.0666666666666,31,False,False,True,False,True,False,0.0,0.0,327.84999999999997,327.84999999999997,445.03886594318925,13.16,642.54,327.84999999999997,445.03886594318925,0.03861356861792076,0.3027299060462715,-228.59999999999997,-228.59999999999997,-0.5136630022537887,-0.9575713608048145,-0.2881962681340891,0.0,1.0,2,1.3574465901654498,0,0,0.0,0.0,13.0,0.021894904458598725
TX000223,AC00004,547.87,64,131,1,6155.76,0.8572414930580046,6,6,29,1.1771110622805043,1,1,336.3666666666667,8,True,False,False,False,True,False,0.0,0.0,251.64999999999998,99.25,341.2464155123098,13.16,642.54,251.64999999999998,341.2464155123098,0.08900119561370144,2.1771110583067315,296.22,448.62,0.8680530740675706,-0.9807852804032303,-0.19509032201612866,0.0,1.0,3,1.3560358202116989,0,0,3.0,3.0,12.0,0.021496815286624203
TX002442,AC00004,61.62,57,19,1,8365.37,-0.7911124492113308,3,4,34,-0.8108103934210086,1,1,2182.766666666667,24,True,False,True,False,False,False,0.0,0.0,325.705,323.56,315.5460602933693,13.16,642.54,429.8866666666666,290.22587106137405,0.007366081834113005,0.18918960350872843,-264.085,-261.94,-0.8369142677759153,-0.8681988144891424,-0.4962165036752081,0.0,1.0,4,0.9688093806498517,0,0,2.0,2.0,24.0,0.025477707006369428
TX002391,AC00004,136.31,74,65,1,4384.95,-0.5379185038167875,4,4,23,-0.5004910421107156,1,1,504.6166666666667,26,True,False,True,False,True,False,0.0,0.0,272.888,99.25,297.69978933482633,13.16,642.54,236.24666666666667,270.52879815896375,0.03108587326398571,0.4995089542247774,-136.57799999999997,37.06,-0.4587776172269613,-0.9366721892483976,-0.3502073812594676,0.0,1.0,5,1.090922972955584,0,0,1.0,3.0,16.0,0.021894904458598725
TX001820,AC00004,365.43,25,176,1,1073.51,0.2387824838495366,3,8,33,0.4609895034043398,1,1,576.2166666666667,32,True,False,False,False,False,True,0.0,0.0,250.125,117.78,272.0460561559384,13.16,642.54,248.6,261.85215045899474,0.3404067029274001,1.4609894994063388,115.305,247.65,0.4238436742266409,-0.9550199444571869,-0.2965415749755702,0.43388373911755823,-0.900968867902419,6,1.0876404000731554,0,0,1.0,5.0,26.0,0.016719745222929936
TX002328,AC00004,273.24,51,173,1,2202.21,-0.0737352538117693,8,7,26,0.0249172104650032,1,1,456.0833333333333,14,True,True,False,False,True,False,0.0,0.0,266.59714285714284,136.31,252.13792718234504,13.16,642.54,187.78666666666666,158.31144757513073,0.1240753606040862,1.0249172067140253,6.642857142857167,136.93,0.026346124191197473,-0.961261695938319,-0.2756373558169989,0.7818314824680298,0.6234898018587336,7,0.9457637975201046,0,0,5.0,6.0,25.0,0.02388535031847134
TX000245,AC00004,40.66,59,156,1,1153.84,-0.8621654026919792,8,3,24,-0.8479587893991501,1,1,479.2,21,True,True,False,False,True,False,0.0,0.0,267.4275,204.775,233.44617536566568,13.16,642.54,258.32666666666665,115.28572866288937,0.03523885457668406,0.15204120686151867,-226.7675,-164.115,-0.9713909411657556,-0.8829475928589265,-0.4694715627858915,0.0,1.0,8,0.8729325686129255,0,0,7.0,2.0,22.0,0.020302547770700636
TX002315,AC00005,162.59,64,19,1,7104.83,-0.4488311174870433,3,6,22,-0.4488311174870433,1,1,936.2166666666668,16,True,True,False,False,True,False,0.0,0.0,297.5937778662421,211.14,0.0,0.26,1919.11,297.5937778662421,0.0,0.022884432136605036,0.5463487866561837,-135.00377786624207,-48.54999999999998,-9.248536737593817,-0.9025852843498606,-0.43051109680829514,0.9749279121818236,-0.22252093395631434,0,0.0,0,0,0.0,1.0,5.0,0.02308917197452229
TX000944,AC00005,377.92,33,204,1,2254.71,0.2811227218730718,1,6,25,1.3243741846092985,1,1,1.1833333333333331,33,True,True,False,True,False,False,1.0,1.0,162.59,162.59,0.0,162.59,162.59,162.59,0.0,0.16761357328986276,2.3243741784588585,215.33,215.33,14.75134583033066,-0.9908658973868822,-0.13485093027372277,0.9749279121818236,-0.22252093395631434,1,0.0,0,0,0.0,2.0,3.0,0.023487261146496817
TX001792,AC00005,680.76,21,165,1,572.97,1.3077294218768671,5,7,26,1.5189543152986835,1,1,119.15,18,True,True,False,False,False,True,0.0,2.0,270.255,270.255,152.2613031928993,162.59,377.92,270.255,152.2613031928993,1.188125030650601,2.5189543115984745,410.505,410.505,2.696055999730494,-0.9366721892483976,-0.3502073812594676,0.0,1.0,2,0.5633986517529764,0,0,1.0,0.0,6.0,0.02428343949044586
TX000547,AC00005,420.28,35,144,1,8557.32,0.4247201984685042,4,5,31,0.0324006975548387,1,1,1896.8333333333333,42,True,True,False,False,False,False,0.0,0.0,407.09,377.92,260.31366445117703,162.59,680.76,407.09,260.31366445117703,0.049113507494272325,1.0324006950983795,13.189999999999998,42.35999999999996,0.05066964128759303,-0.9902680687415703,-0.13917310096006583,0.9749279121818236,-0.22252093395631434,3,0.6394499098767524,0,0,0.0,1.0,12.0,0.01910828025477707
TX000760,AC00005,417.8,27,130,1,1518.82,0.3631276727877787,4,11,34,0.0180621972695021,1,1,958.8833333333332,30,False,True,False,False,False,True,0.0,0.0,410.3875,399.1,212.64750948851167,162.59,680.76,492.9866666666667,163.98997205113892,0.2750819713494147,1.0180621948327808,7.412500000000023,18.69999999999999,0.034858155723664776,-0.9081431738250814,-0.418659737537428,0.0,1.0,4,0.5181627339291498,0,0,0.0,2.0,15.0,0.026671974522292995
TX000195,AC00005,488.54,52,132,1,7486.63,0.6561168876187456,4,5,25,0.1861509695142861,1,1,169.43333333333334,17,True,True,False,True,False,False,0.0,0.0,411.87,417.8,184.18797870653773,162.59,680.76,506.28,151.10920024935606,0.06525499456160448,1.1861509670863357,76.67000000000002,70.74000000000001,0.41625952213828504,-0.9983916705573488,-0.056692787563377714,0.0,1.0,5,0.44719930623579873,0,0,1.0,1.0,12.0,0.02388535031847134
TX001971,AC00005,116.89,71,226,1,4880.31,-0.6037509635779609,3,4,29,-0.7247369374861468,1,1,3358.733333333333,8,True,False,True,False,True,False,0.0,0.0,424.6483333333333,419.03999999999996,167.68984470344847,162.59,680.76,442.20666666666665,40.144998858305144,0.023951347348026793,0.27526306015896357,-307.7583333333333,-302.15,-1.835283072016611,-0.925540504017566,-0.3786486173524338,0.0,1.0,6,0.394891092571243,0,0,1.0,3.0,24.0,0.021496815286624203
TX002083,AC00005,359.51,79,157,1,7153.72,0.2187140924084374,3,6,19,-0.0556180996595117,1,1,241.61666666666667,5,True,False,True,False,True,False,0.0,0.0,380.6828571428572,417.8,192.26018401411892,116.89,680.76,341.07666666666665,197.34685969970062,0.0502549722311951,0.9443818977136298,-21.172857142857197,-58.29000000000002,-0.11012606302978642,-0.9993908270190958,0.03489949670250039,0.43388373911755823,-0.900968867902419,7,0.5050402977219696,0,0,2.0,5.0,16.0,0.027070063694267517
TX001038,AC00005,107.48,22,129,1,591.23,-0.6356502141625457,6,5,19,-0.7156886390771027,1,1,95.88333333333334,29,True,True,False,False,False,True,0.0,1.0,378.03625,397.86,178.15567982906734,116.89,680.76,321.6466666666667,188.69593168198753,0.18179050423390136,0.28431135827764836,-270.55625,-290.38,-1.5186507118919081,-0.9999904807207345,0.004363309284746116,0.0,1.0,8,0.4712661268801635,0,0,5.0,4.0,16.0,0.02587579617834395
TX000662,AC00006,158.56,33,100,1,5401.21,-0.4624925393633321,3,6,25,-0.4624925393633321,1,1,936.2166666666668,34,True,False,False,False,False,False,0.0,0.0,297.5937778662421,211.14,0.0,0.26,1919.11,297.5937778662421,0.0,0.029356384952750145,0.5328068369038962,-139.03377786624208,-52.579999999999984,-9.524614960304227,-0.9902680687415703,-0.13917310096006583,0.7818314824680298,0.6234898018587336,0,0.0,0,0,0.0,0.0,3.0,0.02109872611464968
TX000216,AC00006,74.88,25,202,1,420.67,-0.746161964328058,4,5,45,-0.5277497444011747,1,1,2038.95,1,True,False,False,False,False,True,0.0,0.0,158.56,158.56,0.0,158.56,158.56,158.56,0.0,0.1780017586754421,0.4722502492920645,-83.68,-83.68,-5.732562202582407,-0.9153114791194471,-0.40274668985873735,0.9749279121818236,-0.22252093395631434,1,0.0,0,0,2.0,1.0,13.0,0.02428343949044586
TX001406,AC00006,611.15,27,121,1,892.83,1.0717563258946183,6,5,30,4.2360349191566575,1,1,1896.7833333333333,11,True,False,False,False,False,True,0.0,0.0,116.72,116.72,59.1706954496903,74.88,158.56,116.72,59.1706954496903,0.6845088083011225,5.2360349105891455,494.42999999999995,494.42999999999995,8.355994403013018,-0.9781476007338056,-0.2079116908177598,-0.433883739117558,-0.9009688679024191,2,0.506945638645859,0,0,4.0,1.0,19.0,0.025079617834394906
TX001977,AC00006,173.13,20,288,1,1490.34,-0.4351405103206886,7,6,24,-0.385038893243921,1,0,1319.5666666666666,1,False,False,True,False,False,True,0.0,0.0,281.53,158.56,288.50926137647645,74.88,611.15,281.53,288.50926137647645,0.11616812263230664,0.6149611032040596,-108.39999999999998,14.569999999999993,-0.3757245070152135,-0.9483236552061992,-0.31730465640509264,0.43388373911755823,-0.900968867902419,3,1.0247904676293327,0,0,2.0,4.0,19.0,0.02428343949044586
TX000077,AC00007,162.63,22,113,1,634.17,-0.4486955202475765,4,5,30,-0.4486955202475765,1,1,936.2166666666668,18,True,False,True,False,False,True,0.0,0.0,297.5937778662421,211.14,0.0,0.26,1919.11,297.5937778662421,0.0,0.2564454322083268,0.5464831980681171,-134.96377786624208,-48.50999999999999,-9.24579650709545,-0.9995335908367129,-0.030538513209822718,0.0,1.0,0,0.0,0,0,0.0,2.0,8.0,0.02428343949044586
TX000839,AC00007,637.75,79,152,1,4202.92,1.161928490140098,4,2,33,2.9214781840897857,1,1,1006.2333333333332,9,True,True,False,False,True,False,0.0,0.0,162.63,162.63,0.0,162.63,162.63,162.63,0.0,0.15173974280934688,3.9214781779408585,475.12,475.12,32.548457859595516,-0.8808907382053857,-0.47331966718484314,0.0,1.0,1,0.0,0,0,0.0,1.0,17.0,0.01950636942675159
TX000977,AC00007,466.64,58,11,1,10915.11,0.5818773990106253,4,7,18,0.1660461276742394,1,1,1008.8333333333334,19,True,False,False,False,False,False,0.0,0.0,400.19,400.19,335.9605738773525,162.63,637.75,400.19,335.9605738773525,0.04275174505408083,1.1660461251754264,66.44999999999999,66.44999999999999,0.197791065877446,-0.9624552364536471,-0.27144044986507504,0.0,1.0,2,0.8395026688269318,0,0,2.0,5.0,11.0,0.021894904458598725
TX001336,AC00007,90.88,26,284,1,7117.35,-0.6919230685413036,2,5,27,-0.7848179173537484,1,1,1848.1833333333332,7,True,False,False,True,False,False,0.0,0.0,422.34,466.64,240.63794609329594,162.63,637.75,422.34,240.63794609329594,0.012768797373633612,0.2151820802784911,-331.46,-375.76,-1.3774219959120333,-0.9743700647852351,-0.22495105434386525,0.0,1.0,3,0.569773039549943,0,0,1.0,4.0,23.0,0.02388535031847134
TX001579,AC00007,137.48,55,47,1,14273.42,-0.5339522845623812,3,6,27,-0.5950217229692268,1,1,168.43333333333334,39,True,True,False,False,False,False,0.0,0.0,339.475,314.635,257.0425003120431,90.88,637.75,398.42333333333335,279.74423038435185,0.009631889203174019,0.4049782740850481,-201.99500000000003,-177.155,-0.7858428071419442,-0.9935718556765875,-0.11320321376790694,0.0,1.0,4,0.7571765212603773,0,0,2.0,4.0,20.0,0.02428343949044586
TX002005,AC00008,76.16,23,99,1,1072.25,-0.7418228526651177,4,2,30,-0.7418228526651177,1,1,936.2166666666668,37,True,False,False,False,False,True,0.0,0.0,297.5937778662421,211.14,0.0,0.26,1919.11,297.5937778662421,0.0,0.07102821163811777,0.2559193283211449,-221.43377786624208,-134.98,-15.169489786938911,-0.9469301294951056,-0.3214394653031618,0.7818314824680298,0.6234898018587336,0,0.0,0,0,2.0,1.0,23.0,0.02269108280254777
TX002512,AC00009,243.08,24,93,1,131.25,-0.2069193985847287,6,5,20,-0.2069193985847287,1,1,936.2166666666668,17,False,False,True,False,False,True,0.0,0.0,297.5937778662421,211.14,0.0,0.26,1919.11,297.5937778662421,0.0,1.852038081127329,0.8168181503191164,-54.513777866242066,31.940000000000026,-3.7345079172561264,-0.9081431738250814,-0.418659737537428,0.7818314824680298,0.6234898018587336,0,0.0,0,0,1.0,1.0,0.0,0.02388535031847134
TX002048,AC00009,425.18,59,135,1,5790.55,0.3872058972997356,5,5,27,0.7491360838031261,1,1,143.91666666666666,14,False,False,True,True,False,False,0.0,1.0,243.08,243.08,0.0,243.08,243.08,243.08,0.0,0.07342653114584512,1.749136079689254,182.1,182.1,12.474899343812814,-0.8987940462991668,-0.43837114678907774,0.0,1.0,1,0.0,0,0,1.0,0.0,7.0,0.02388535031847134
TX000868,AC00009,87.38,21,252,1,1504.99,-0.7037878269946561,5,3,27,-0.7384850185901146,1,1,266.1166666666667,1,True,True,False,False,False,True,0.0,0.0,334.13,334.13,128.7641448540703,243.08,425.18,334.13,128.7641448540703,0.05806018640784311,0.26151497841703836,-246.75,-246.75,-1.9162943246324062,-0.9949685182509117,0.10018806161207608,-0.433883739117558,-0.9009688679024191,2,0.38537139577020596,0,0,1.0,0.0,7.0,0.02428343949044586
TX000840,AC00009,153.59,66,174,1,4813.12,-0.4988923405325635,5,3,32,-0.3902255026591016,0,1,1487.3333333333333,32,False,True,False,False,True,False,0.0,0.0,251.88000000000002,243.08,169.0718486324675,87.38,425.18,251.88000000000002,169.0718486324675,0.03191069409615578,0.609774493370754,-98.29000000000002,-89.49000000000001,-0.5813504778886355,-0.9972501850994856,-0.07410849019540013,0.43388373911755823,-0.900968867902419,3,0.6712396695300453,0,0,2.0,1.0,11.0,0.016719745222929936
TX000279,AC00009,74.85,72,117,1,2409.73,-0.7462636622576583,4,3,31,-0.6707103783609851,1,1,5639.6,33,True,False,False,False,True,False,0.0,0.0,227.3075,198.335,146.53358326677198,87.38,425.18,222.04999999999998,179.00359968447563,0.031061571200482387,0.32928961723968797,-152.4575,-123.48500000000001,-1.0404270243118483,-0.9840406976462909,-0.17794354547384147,0.0,1.0,4,0.6446491322201109,0,0,3.0,2.0,29.0,0.023487261146496817
TX002367,AC00010,281.91,25,269,1,225.53,-0.0443445521573217,4,5,15,-0.0443445521573217,1,1,936.2166666666668,10,True,True,False,False,False,True,0.0,0.0,297.5937778662421,211.14,0.0,0.26,1919.11,297.5937778662421,0.0,1.2499889094577712,0.9472980284534397,-15.683777866242053,70.77000000000004,-1.0744291609669903,-0.9762960071199334,-0.21643961393810282,0.43388373911755823,-0.900968867902419,0,0.0,0,0,0.0,0.0,1.0,0.024681528662420384
TX001737,AC00010,7.56,40,145,1,8528.72,-0.9743721183508276,3,8,32,-0.973182927270466,1,1,599.4666666666667,25,True,False,False,False,False,False,0.0,0.0,281.91,281.91,0.0,281.91,281.91,281.91,0.0,0.0008864167189347971,0.026817069182302613,-274.35,-274.35,-18.79455593067021,-0.9366721892483976,-0.3502073812594676,0.0,1.0,1,0.0,0,0,0.0,0.0,3.0,0.021894904458598725
TX001760,AC00010,1086.6,19,38,1,1605.67,2.683499013507894,6,4,22,6.507513687031375,1,1,2521.0333333333333,36,True,False,True,False,False,True,0.0,0.0,144.735,144.735,193.99474541852933,7.56,281.91,144.735,193.99474541852933,0.6767268488065873,7.507513680122197,941.8649999999999,941.8649999999999,4.855105729631984,-0.9961946980917455,-0.08715574274765825,0.0,1.0,2,1.3403443816504987,0,0,1.0,3.0,9.0,0.023487261146496817
TX001168,AC00010,838.57,41,273,1,14576.47,1.8426944308836,7,4,26,0.8281846108958456,1,1,838.4666666666667,31,True,False,False,False,False,False,0.0,0.0,458.69,281.91,560.8210112861321,7.56,1086.6,458.69,560.8210112861321,0.057529017652591545,1.828184608715724,379.88000000000005,556.6600000000001,0.6773640651030894,-0.8829475928589265,-0.4694715627858915,0.0,1.0,3,1.2226580262562388,0,0,2.0,0.0,12.0,0.021894904458598725
TX000096,AC00010,508.68,51,127,1,7708.41,0.6596356732819035,6,5,26,-0.081241194810459,1,1,0.1333333333333333,23,False,True,False,True,False,False,1.0,1.0,553.66,560.24,495.7391868714838,7.56,1086.6,644.2433333333333,565.1583587219898,0.06599026257477349,0.9187588033833783,-44.97999999999996,-51.56,-0.09073319437154087,-0.8987940462991668,-0.43837114678907774,0.0,1.0,4,0.8953855903913923,0,0,4.0,1.0,12.0,0.02428343949044586
TX000180,AC00010,34.17,54,54,1,726.55,-0.888515859667779,2,6,31,-0.9372640730115004,1,1,3552.6833333333334,30,False,False,True,True,False,False,0.0,0.0,544.664,508.68,429.79372509379425,7.56,1086.6,811.2833333333333,289.92465095837093,0.04703048648127385,0.06273592515250517,-510.49399999999997,-474.51,-1.1877651305602344,-0.9624552364536471,-0.27144044986507504,0.7818314824680298,0.6234898018587336,5,0.7890988284606573,0,0,1.0,5.0,25.0,0.026671974522292995
TX000202,AC00010,11.18,43,161,1,5956.89,-0.9621005681790744,8,4,23,-0.9756735270648158,1,1,215.91666666666663,1,True,False,True,False,False,False,0.0,0.0,459.58166666666665,395.295,437.2781009571216,7.56,1086.6,460.47333333333336,404.360918034042,0.0018768182723070562,0.024326470759292392,-448.40166666666664,-384.115,-1.0254381952473668,-0.9563047559630353,-0.2923717047227371,0.43388373911755823,-0.900968867902419,6,0.9514698512175603,0,0,6.0,3.0,19.0,0.02428343949044586
TX000694,AC00011,733.29,52,94,5,10427.0,1.4858024966067551,5,4,24,1.4858024966067551,1,1,936.2166666666668,41,True,False,False,False,False,False,0.0,0.0,297.5937778662421,211.14,0.0,0.26,1919.11,297.5937778662421,0.0,0.07032607652533555,2.4640636064156034,435.6962221337579,522.15,29.847701897848093,-0.9832549075639546,0.18223552549214742,0.9749279121818236,-0.22252093395631434,0,0.0,1,0,0.0,0.0,5.0,0.021894904458598725
TX000735,AC00011,117.55,24,35,1,897.94,-0.6015136091267572,5,4,26,-0.8396950717455645,1,1,1557.8833333333334,14,True,False,False,False,False,True,0.0,0.0,733.29,733.29,0.0,733.29,733.29,733.29,0.0,0.13091075112935077,0.16030492689071865,-615.74,-615.74,-42.18173817660242,-0.9320078692827984,-0.3624380382837018,-0.433883739117558,-0.9009688679024191,1,0.0,0,0,0.0,1.0,7.0,0.02388535031847134
