TransactionID,AccountID,score_isolation_forest,score_lof,score_ocsvm,score_elliptic_envelope,score_dbscan,score_hdbscan,score_kmeans,score_gmm,hybrid_vote_count,flag_isolation_forest,flag_lof,flag_ocsvm,flag_elliptic_envelope,flag_dbscan,flag_hdbscan,flag_kmeans,flag_gmm,flag_hybrid_ensemble
TX000045,AC00011,-0.0499303645126338,-0.1818667148231199,-2.576220024962458,-423.0725323503575,8.429369702178808e-08,0.3463243901469232,4.302896028860727,-17.702066176743802,0,0,0,0,0,0,1,0,0,0
TX002023,AC00011,-0.0742661361368596,-0.2496800409662321,-1.2870846496646209,-270.8880077644498,2.384185791015625e-07,0.4730048480444028,7.123945318639106,-17.064739255929553,0,0,0,0,0,0,1,0,0,0
TX001560,AC00011,-0.0275588689449709,-0.185385422919325,-1.687216192650041,-423.1614560486143,0.0,0.336516509955424,4.098763415083406,-15.103038557653068,0,0,0,0,0,0,1,0,0,0
TX002047,AC00012,-0.0938378833171081,-0.2437650890441554,-1.2926814930009645,-416.1356362500682,0.0,0.0712555060064895,4.640151122034489,-77.8419797079917,0,0,0,0,0,0,0,0,0,0
TX000513,AC00012,-0.071413001595544,-0.0174036783549436,-0.224021669805488,-452.7513713830134,1.1920928955078125e-07,0.4515772050670851,5.687434852426076,-53.01258872565904,0,0,0,0,0,0,1,0,0,0
TX001153,AC00012,-0.0422036004477427,-0.1740530508895046,-1.1685480713858976,-280.45851459224235,2.384185791015625e-07,0.5080945221165062,7.0519286695296985,7.58397083582096,0,0,0,0,0,0,1,0,0,0
TX000728,AC00012,-0.1022496971040218,-0.2490437254546331,-1.6075760601103737,-461.29337751726223,0.0,0.1053080164825839,3.3877183340265167,-22.54214062675251,0,0,0,0,0,0,0,0,0,0
TX002152,AC00012,-0.0323680669417875,-0.1607032504618422,-2.123583296870141,-433.7064610788743,0.0,0.4736147118385048,8.65502013405706,-12.576052583876184,0,0,0,0,0,0,1,0,0,0
TX001510,AC00012,-0.0811162136838246,-0.2029517573544479,-2.0550573233921536,-322.6129388623541,0.0,0.3534055018779412,4.433427233682918,-14.236551247838566,0,0,0,0,0,0,1,0,0,0
TX000576,AC00013,-0.1243599476200726,-0.2822472308660089,-0.815001241254846,-479.0682369900188,0.0,0.0,5.523011676650528,-81.24153347532369,0,0,0,0,0,0,0,0,0,0
TX001291,AC00013,-0.0406772179756309,-0.190036627938184,-1.351712506389518,-170.37220387852489,0.0,0.5952145081626635,6.199092732854169,-56.6437188398199,0,0,0,0,0,0,1,0,0,0
TX001010,AC00013,-0.0848242025812486,-0.2169474048220363,-1.8293952893609104,-460.8065241698165,0.0,0.1954114637148165,4.19000882893944,-20.940624984060424,0,0,0,0,0,0,0,0,0,0
TX002156,AC00013,-0.0862911927800308,-0.2009909847973447,-2.129381053098424,-466.2066539263049,0.0,0.1836021799156617,4.424789251130064,-20.843200120115103,0,0,0,0,0,0,0,0,0,0
TX000107,AC00013,-0.0603999684570848,-0.24382640780445,-1.2837323407729446,-448.8606429787472,0.0,0.0804711969025753,3.853155721323661,-21.19851088845228,0,0,0,0,0,0,0,0,0,0
TX001980,AC00013,-0.0790495011911901,-0.2331819450672336,-2.305650407168061,-452.7461216989043,8.429369702178808e-08,0.1793280972146057,4.4961412765399,-27.011505057721187,0,0,0,0,0,0,0,0,0,0
TX000780,AC00013,-0.0769708526877259,-0.2606435218810358,-1.8021886151715092,-465.4134423848379,0.0,0.031124797929974,3.3350211291208294,-25.06002737241633,0,0,0,0,0,0,0,0,0,0
TX000578,AC00013,-0.1017249540063129,-0.2569150405444242,-2.0839533618595905,-467.13439985087433,0.0,0.0559511189260893,3.232558666026506,-23.712321467732995,0,0,0,0,0,0,0,0,0,0
TX002447,AC00014,-0.0525001742642866,-0.1295921394524544,-1.3602096967155184,-405.9565511836908,0.0,0.533016672099369,8.43688112236409,-70.67243459994896,0,0,0,0,0,0,1,0,0,0
TX000375,AC00014,-0.0707577226527922,-0.0666115032578824,-1.3875510538213742,-421.7382527041071,1.6858739404357617e-07,0.564875058920512,8.273022043989288,-56.15523265929197,0,0,0,0,0,0,1,0,0,0
TX001234,AC00014,-0.0507782575804856,-0.1028396045402633,0.4074445938882913,-331.3314430407878,0.0,0.6161859896436074,11.04793998168705,-13.160505168136917,0,0,0,1,0,0,1,1,0,0
TX000520,AC00014,-0.0264757477139579,-0.129457135061759,-1.5458016180225496,-441.74792727237576,1.1920928955078125e-07,0.46714976965262,6.834054447251433,15.251885943210276,1,0,0,0,0,0,1,0,1,0
TX000080,AC00014,-0.0812723329959877,-0.2209780363551778,-2.2549557359957597,-406.17222383827055,0.0,0.197086003646944,4.265751068169169,-15.068975360939875,0,0,0,0,0,0,0,0,0,0
TX000657,AC00014,-0.0674937227497495,-0.1621365515336921,-2.129040349895817,-336.144388863916,8.429369702178808e-08,0.342185528856254,4.302851339595914,-17.520080512508816,0,0,0,0,0,0,1,0,0,0
TX000022,AC00014,-0.0795773511155955,-0.2134754564252075,-1.959948374834891,-392.0141940328172,8.429369702178808e-08,0.1409367430968961,3.9108621650266535,-17.811826490965988,0,0,0,0,0,0,0,0,0,0
TX002124,AC00014,-0.07080508363649,-0.1915150563578869,-1.855006314710584,-410.9358804254402,0.0,0.3392782073581952,4.233298161746028,-19.77702354114597,0,0,0,0,0,0,1,0,0,0
TX000740,AC00014,-0.0735916369003182,-0.2176675649892825,-1.856405525574944,-413.4164110535434,8.429369702178808e-08,0.3216186048150132,3.880520171633013,-18.73198337942981,0,0,0,0,0,0,1,0,0,0
TX001456,AC00015,-0.0711575418230804,-0.2333714035927776,-0.4517224628735921,-444.0101891174053,0.0,0.3914235217996645,6.681831248873357,-75.52062804193326,0,0,0,0,0,0,1,0,0,0
TX001467,AC00015,-0.0217206843210659,-0.1920821559150087,0.137002889809386,-432.5506124191813,0.0,0.4595268104174569,15.341344878452038,-61.06427063778996,0,0,0,1,0,0,1,1,0,0
TX001620,AC00015,-0.0721876379728618,-0.2239703568702828,-2.093347373749843,-448.9039816537491,0.0,0.1611088674687718,4.020215273694675,-21.91506831981003,0,0,0,0,0,0,0,0,0,0
TX001562,AC00015,-0.0765836988672787,-0.2067900096941388,-2.0094893983715423,-447.1168922475034,0.0,0.345350205956958,4.879285370212377,-22.99568228202793,0,0,0,0,0,0,1,0,0,0
TX001181,AC00016,-0.0592313902614733,-0.0877534990641331,-1.1584274395046226,-427.2409837538459,0.0,0.3300986495782418,5.499211033355296,-51.660164270449634,0,0,0,0,0,0,1,0,0,0
TX002335,AC00016,0.0165533535670954,0.2407194765327394,5.1723853373843625,371.6040939321471,11.092695236647076,0.8197695506204282,19.718877448672107,-125.12635452366806,2,1,1,1,1,1,1,1,0,1
TX001135,AC00016,-0.0002108062933452,-0.1124211948555202,-0.565680509076854,-383.5287253753667,0.0,0.4592589095442668,6.42024192818286,-7.047987400225271,0,0,0,0,0,0,1,0,0,0
TX001592,AC00016,-0.053465999998078,-0.1429062533688001,-1.29952301393093,-392.0444245723661,0.0,0.3835598216531656,4.741583278625962,-13.225294658564994,0,0,0,0,0,0,1,0,0,0
TX001969,AC00016,0.0018505925989988,0.1055652623577265,-0.97410391354404,-372.8500334411897,0.0,0.5610901219805174,6.67261267639429,-1.202728257691707,2,1,1,0,0,0,1,0,0,1
TX001542,AC00016,-0.0627677936153163,-0.1604430095960185,-2.2528321199065573,-433.0925487627261,0.0,0.3580401396480259,4.480573421105728,-19.89728057169777,0,0,0,0,0,0,1,0,0,0
TX001864,AC00017,-0.1014521520707008,-0.2257602174871702,-0.8723441423175018,-472.0256429225732,0.0,0.1046452480826915,4.93758116000602,-78.34821470699626,0,0,0,0,0,0,0,0,0,0
TX000952,AC00017,-0.0625676461538685,-0.1328366538443111,-2.170631643830424,-434.4433165309314,0.0,0.5440651346233805,5.815813874806881,-58.29531253930458,0,0,0,0,0,0,1,0,0,0
TX001670,AC00017,-0.0712724668100557,-0.1849412231061653,-2.898999355084994,-458.1409338905525,0.0,0.4257515801442925,4.901988691352491,-13.569524427430386,0,0,0,0,0,0,1,0,0,0
TX000971,AC00017,-0.1161676036145881,-0.2613695705333394,-2.6861013240643565,-475.97017455435787,0.0,0.0719214497809484,2.6750507402612245,-26.608533346580547,0,0,0,0,0,0,0,0,0,0
TX001337,AC00017,-0.0521985288358668,-0.166207678089385,-1.6237859475374847,-444.9213857445365,0.0,0.3449038147400143,4.48764619763802,-19.082718158375624,0,0,0,0,0,0,1,0,0,0
TX001498,AC00018,-0.0256496205964084,-0.1336711710161251,-0.5861043352907434,-377.2189605854941,0.0,0.5520267914355981,12.317634074820878,-71.32254979822244,0,0,0,0,0,0,1,1,0,0
TX001802,AC00018,0.0500587908577496,0.2434393447304113,2.353210611812464,-322.7969205016846,0.0,0.6828835811164964,21.950959229397597,80.51272185512026,3,1,1,1,0,0,1,1,1,1
TX000102,AC00018,-0.0098939207502722,-0.1588034814877732,-0.9834807965126232,-401.2839946075627,0.0,0.4320400772876636,7.369736188595787,-11.227353313293992,0,0,0,0,0,0,1,0,0,0
TX002086,AC00019,-0.1096981114678661,-0.2626397412637437,-2.1539198641535684,-478.17356730488814,0.0,0.0,3.475210022073556,-79.97911725150942,0,0,0,0,0,0,0,0,0,0
TX001683,AC00019,-0.0795678667242942,-0.2575909395776987,-1.5320954457271458,-463.5270456270461,0.0,0.0,5.371792994727764,-61.63986510839022,0,0,0,0,0,0,0,0,0,0
TX002414,AC00019,-0.0793595392007772,-0.228784486877738,-1.87135642141382,-462.5429453572998,0.0,0.1413359601532495,4.763304709379007,-23.837110609079964,0,0,0,0,0,0,0,0,0,0
TX000003,AC00019,-0.0994901595564957,-0.2611364464078328,-2.66744686653456,-476.2341209008925,0.0,0.0558684444769406,3.1915574976444523,-28.786896850249374,0,0,0,0,0,0,0,0,0,0
TX001326,AC00020,-0.0532652827237146,-0.2528453031033685,-0.4181374646612124,294.0405133823803,0.0,0.4944438823653858,8.858956038081656,-70.60187348437077,0,0,0,0,1,0,1,0,0,0
TX001830,AC00020,-0.0986402040695589,-0.2616500688446752,-1.8980478719900928,-475.5393503514785,0.0,0.0,5.775524616119674,-64.45990595611713,0,0,0,0,0,0,0,0,0,0
TX000404,AC00020,-0.1239747945683478,-0.2120609433223401,-3.117684571365915,-466.1064447649257,0.0,0.1885872216303122,4.221353429807396,-19.3108553136516,0,0,0,0,0,0,0,0,0,0
TX002028,AC00020,-0.1052724379581193,-0.267003148141641,-2.3080922960043395,-472.693698767826,4.214684851089404e-08,0.0366505925050658,2.821815510901585,-27.41663471268413,0,0,0,0,0,0,0,0,0,0
TX000206,AC00020,-0.114324658462357,-0.2618615859028779,-2.8488289339971478,-471.4429290530245,0.0,0.0092323089579987,2.955858493815536,-27.38322042746883,0,0,0,0,0,0,0,0,0,0
TX001259,AC00020,0.0353437842426648,0.3122639962103604,4.702130287699678,1443.234205322629,17.756273705582643,0.750132667327667,20.229027809773427,225.6139546404272,3,1,1,1,1,1,1,1,1,1
TX001715,AC00020,-0.0561919755536954,-0.1913305168413761,-2.6550559744589943,-443.1084180083524,0.0,0.3532101780502581,4.617301692801284,-22.63228257457085,0,0,0,0,0,0,1,0,0,0
TX002170,AC00020,-0.0948090314457256,-0.2175562501027605,-2.563824861090609,-339.49551907103904,0.0,0.1848206348699205,3.932516321060323,-18.698571860482705,0,0,0,0,0,0,0,0,0,0
TX001139,AC00020,-0.0227367295988307,-0.1399219932526014,-1.896197542684881,96.85804329711124,0.0,0.4513851078054807,5.749353110024453,16.905913160892904,1,0,0,0,1,0,1,0,1,0
TX001821,AC00021,-0.1026362106236445,-0.2165120332463648,-1.557159884306234,-476.0289074212108,5.960464477539064e-08,0.2297947255593914,4.033464752878366,-78.69440872719132,0,0,0,0,0,0,0,0,0,0
TX002112,AC00021,-0.0406043752845665,0.0143544935084607,2.7717810579132385,472.4170672617889,8.988056945252037,0.7881819826274848,11.616995170815295,-138.38680490519695,1,0,1,1,1,1,1,1,0,0
TX002126,AC00021,-0.0576015088129919,-0.0805272407028383,-2.9520183094208914,-447.58817802001255,0.0,0.4336018537189467,5.070914718585579,-12.54663354929892,0,0,0,0,0,0,1,0,0,0
TX000382,AC00021,-0.0944938951463854,-0.2632725801699401,-2.995124367646285,-472.7146150583092,0.0,0.0341492660336457,3.3432951160474547,-25.488521720378515,0,0,0,0,0,0,0,0,0,0
TX001998,AC00021,0.0013330045662022,-0.0572856708907278,-1.984947381241604,206.9197766845924,1.6858739404357617e-07,0.5194231591395939,7.548191789903653,13.03624218485598,2,1,0,0,1,0,1,0,1,1
TX000459,AC00021,-0.0256938634401398,-0.137153282308243,-2.638034058619485,-406.2551184685395,0.0,0.3873478605884609,4.572944208008707,-17.159121434131077,0,0,0,0,0,0,1,0,0,0
TX001776,AC00021,0.0057453878729826,-0.0874856521452069,-1.9780994218663963,-315.5889205227936,1.1920928955078125e-07,0.4662831568961237,5.782598822167035,9.273299095280418,1,1,0,0,0,0,1,0,0,0
TX002149,AC00021,-0.0075359251004885,-0.0813883702517737,-2.0158057011254265,-190.20000501593995,0.0,0.4693944888289627,5.476875327015477,-8.933645354155345,0,0,0,0,0,0,1,0,0,0
TX000078,AC00022,-0.1165159895659588,-0.2531517951042135,-1.105321179449584,-476.5934215189971,8.429369702178808e-08,0.0360484366778599,4.8368971535101135,-79.07562509174129,0,0,0,0,0,0,0,0,0,0
TX001771,AC00022,-0.0822558640222387,-0.2414816644466642,-0.8310674122360115,-456.1492016142652,0.0,0.1217115172387926,4.1935671155515495,-57.18847694179283,0,0,0,0,0,0,0,0,0,0
TX000584,AC00022,-0.0233019853330475,-0.1744163893923527,-1.170324068859122,-282.74790461216566,2.384185791015625e-07,0.5254123632915874,7.110454780489583,9.96674381074983,0,0,0,0,0,0,1,0,0,0
TX001053,AC00022,-0.0482756161949557,-0.1985931342310554,-1.664925066733824,-455.0145382517238,0.0,0.3206629703466672,3.8281816062533576,-20.974259837814845,0,0,0,0,0,0,1,0,0,0
TX001358,AC00023,-0.0999903530946708,-0.2515694328009484,-1.7266774511472942,-471.3911350971474,0.0,0.2305327542286083,5.182423629623401,-78.68327296027485,0,0,0,0,0,0,0,0,0,0
TX000670,AC00023,-0.0497448756756397,-0.0644960569466133,-1.0979974154302905,-451.157186116052,0.0,0.5210267395776742,7.435543723544217,6.82502394475917,0,0,0,0,0,0,1,0,0,0
TX001959,AC00023,-0.1223519268785126,-0.2696499039317648,-2.19895114559281,-474.93503888490255,0.0,0.0366505925050658,2.8679333163141667,-25.762967256935664,0,0,0,0,0,0,0,0,0,0
TX001719,AC00023,-0.0976255545022489,-0.2139528109036232,-2.4460362286518524,-472.4568034909912,0.0,0.3379388304752735,4.217150269168645,-23.608147003461085,0,0,0,0,0,0,1,0,0,0
TX000271,AC00023,-0.1026972556559624,-0.2622028623267951,-2.266198945925206,-465.1180771088524,0.0,0.0147431124893299,3.1188236110744456,-27.85180221552017,0,0,0,0,0,0,0,0,0,0
TX000617,AC00023,-0.028369712164927,-0.2431820389683234,-2.1551138208950107,-427.4654894401674,0.0,0.1134752679904544,3.4132165207153378,4.474361808917248,0,0,0,0,0,0,0,0,0,0
TX001471,AC00024,-0.0360040893816126,-0.2299390303261868,-0.1982374922389542,2620.800470859053,0.0,0.3774744822507216,6.889464974721952,-66.61672973087815,0,0,0,0,1,0,1,0,0,0
TX001041,AC00024,-0.0283877735495186,-0.2059319158635217,-0.4151213373675091,-431.4578133265749,3.371747880871523e-07,0.4052369400100156,15.931440247492892,-62.84769537416554,0,0,0,0,0,0,1,1,0,0
TX001308,AC00024,-0.0594312961805618,-0.1979290951984758,-2.088841495582429,-426.2575335156824,0.0,0.1594783717539884,4.464614163507486,-13.702141168498075,0,0,0,0,0,0,0,0,0,0
TX002214,AC00024,-0.0602913344285204,-0.1943029305355155,-2.0818843533002536,-376.7130644293493,0.0,0.3211262446318652,4.076257478941052,-15.095229817706072,0,0,0,0,0,0,1,0,0,0
