TransactionID,AccountID,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerOccupation,TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,account_frequency,device_frequency,ip_frequency,merchant_frequency,amount_to_balance_ratio,high_amount_transaction,TransactionType_Debit,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Location_FE
TX000011,AC00150,14-03-2023 16:46,Credit,Albuquerque,D000205,213.15.9.253,M073,Online,Engineer,-1.8145760034791585,0.4118374578160163,-0.8669543931909865,-0.2067936485059295,0.6372080213386072,0.3949500495407011,-0.8546207383765094,-0.0777370854543609,-0.4146301612421786,-0.5635194090073153,0,0,0,1,1,0,0,-2.849131772853184
TX000012,AC00459,06-02-2023 17:30,Debit,Memphis,D000589,116.175.11.222,M030,Online,Student,0.0885654502643883,-1.330846154369433,0.7627851015398482,-0.2067936485059295,-0.9193180502003306,0.3949500495407011,1.3259859602540562,-0.5683791926436955,-0.0255562109095853,-0.0948872980629229,0,1,0,1,0,0,1,0.598372568865119
TX000013,AC00392,07-06-2023 17:21,Credit,Mesa,D000032,210.98.198.143,M057,Branch,Student,0.8706580292752558,-1.162199353190196,-0.1235644482260443,-0.2067936485059295,-0.895931865884976,-1.3798523197727883,1.3259859602540562,-0.0777370854543609,0.1689807642567112,0.5143495378129364,0,0,1,0,0,0,1,0.2849630832543643
TX000014,AC00264,20-11-2023 16:39,Debit,Memphis,D000054,193.83.0.183,M025,ATM,Student,1.2457902531096745,-1.049768152404038,0.0479870775350961,-0.2067936485059295,-1.2626675419268705,-0.0487505427876713,-0.3094690637188679,-0.0777370854543609,0.9471286649218978,6.080639760212624,0,1,0,0,0,0,1,0.598372568865119
TX000015,AC00085,13-02-2023 16:53,Debit,Louisville,D000309,188.124.181.12,M017,Online,Student,-0.0168428524963822,-1.49949295554867,0.2052426428161416,-0.2067936485059295,-1.2344020780640843,-0.0487505427876713,1.3259859602540562,-0.0777370854543609,-0.6091671364084753,1.2297426289026354,0,1,0,1,0,0,1,-1.2820843447994106
TX000016,AC00270,12-12-2023 16:23,Debit,Denver,D000466,221.169.49.152,M025,ATM,Engineer,0.8210552050303827,-0.4876121484732478,0.1337628404156664,-0.2067936485059295,-0.4227417455289484,-1.823552912101161,-0.3094690637188679,0.9035471289243084,0.9471286649218978,-0.0585110741055543,0,1,0,0,1,0,0,0.4416678260597417
TX000017,AC00317,30-10-2023 16:52,Credit,Austin,D000671,53.218.177.171,M048,Branch,Student,0.9663230605419078,-1.443277355155591,0.5483456943384226,-0.2067936485059295,-1.021249610057465,0.3949500495407011,0.7808342855964149,0.9035471289243084,-0.0255562109095853,1.0579840766715043,0,0,1,0,0,0,1,-0.0284464023563903
TX000018,AC00359,14-12-2023 18:32,Debit,Columbus,D000432,114.223.129.47,M059,Online,Engineer,0.8680211254231575,-0.3189653472940107,1.6348386908256458,-0.2067936485059295,-0.0011109695866326,-0.0487505427876713,-0.3094690637188679,-1.5496634070223647,0.1689807642567112,-0.1970239807052243,0,1,0,1,1,0,0,-0.8119701163832785
TX000019,AC00242,21-02-2023 16:56,Credit,Albuquerque,D000530,93.218.115.132,M054,Branch,Retired,-1.7761696414419776,0.8053466605675694,-0.1950442506265195,-0.2067936485059295,0.7266529330633243,1.282351234197446,0.2356826109387734,-0.5683791926436955,0.1689807642567112,-0.5634763893647317,0,0,1,0,0,1,0,-2.849131772853184
TX000020,AC00285,08-06-2023 18:18,Credit,Columbus,D000039,120.170.93.69,M039,Online,Student,-0.7065215819773233,-1.49949295554867,0.7056012596194681,-0.2067936485059295,0.3728782439432717,0.3949500495407011,0.7808342855964149,0.9035471289243084,-0.220093186075882,-0.528865407559097,0,0,0,1,0,0,1,-0.8119701163832785
TX000021,AC00002,28-02-2023 16:36,Debit,Los Angeles,D000152,116.44.12.250,M040,Branch,Retired,-0.8571976731991475,1.4799338652845175,-1.1671695632729824,-0.2067936485059295,0.1632204990176552,0.3949500495407011,-1.944924087691792,-0.0777370854543609,-0.0255562109095853,-0.5311580413803078,0,1,1,0,0,1,0,1.5386010256973832
TX000022,AC00014,11-08-2023 18:31,Debit,Las Vegas,D000268,59.132.247.252,M065,Branch,Doctor,-0.5588784750239226,-0.3751809476870898,-0.380891736867755,-0.2067936485059295,1.0337731972516602,1.282351234197446,0.2356826109387734,-0.5683791926436955,1.3362026152544912,-0.5349454462635516,0,1,1,0,0,0,0,-0.6552653735779012
TX000023,AC00095,06-06-2023 18:54,Debit,Atlanta,D000142,133.63.96.21,M022,Online,Engineer,-0.9602525891403166,-0.3189653472940107,0.005099196094811,-0.2067936485059295,0.9898622453182356,0.8386506418690736,2.416289309569339,1.8848313433029773,-1.7763889874062553,-0.549379715313949,0,1,0,1,1,0,0,0.2849630832543643
TX000024,AC00453,02-05-2023 18:25,Debit,Fort Worth,D000162,191.82.103.198,M083,Online,Student,0.5779615497560291,-1.274630553976354,0.319610326656902,3.1124756489183207,-0.9517038515474684,1.282351234197446,0.2356826109387734,-1.0590212998330302,-0.803704111574772,0.326541652852479,0,1,0,1,0,0,1,1.6953057685027606
TX000025,AC00241,02-03-2023 16:43,Debit,Raleigh,D000036,119.186.154.104,M028,Online,Student,-0.1289234682593964,-1.330846154369433,-0.3380038554274699,-0.2067936485059295,-0.8162070533532758,1.282351234197446,-1.399772413034151,-2.0403055142116995,1.3362026152544912,-0.2764327234185326,0,1,0,1,0,0,1,-0.0284464023563903
TX000026,AC00041,20-10-2023 17:53,Credit,Houston,D000671,81.248.235.147,M043,Online,Retired,-2.4659469082589367,1.1426402629260437,2.2352690309896377,-0.2067936485059295,-0.3793769242017262,0.3949500495407011,0.7808342855964149,0.9035471289243084,-0.4146301612421786,-0.5646570691382233,0,0,0,1,0,1,0,0.598372568865119
TX000027,AC00441,17-04-2023 16:37,Debit,Miami,D000046,55.154.161.250,M029,ATM,Student,0.3025170175267394,-1.218414953583275,0.5483456943384226,6.431744946342571,-1.138657434417119,-0.0487505427876713,1.8711376349116973,-0.0777370854543609,-0.220093186075882,0.7012391683966066,0,1,0,0,0,0,1,0.7550773116704964
TX000028,AC00057,29-03-2023 16:42,Debit,Milwaukee,D000310,21.28.32.1,M008,Branch,Engineer,-1.167594020579845,-0.4313965480801688,-0.352299815907565,-0.2067936485059295,-0.6224819637654089,-0.4924511351160437,1.3259859602540562,-0.5683791926436955,-0.9982410867410686,-0.5122447992546814,0,1,1,0,1,0,0,-0.6552653735779012
TX000029,AC00390,24-01-2023 16:18,Debit,Las Vegas,D000232,152.234.65.155,M092,Online,Doctor,-0.2370270222460739,-0.0378873453286157,1.1058881530621294,-0.2067936485059295,-0.8569489093746535,0.3949500495407011,1.3259859602540562,0.9035471289243084,-0.803704111574772,-0.2895623593316145,0,1,0,1,0,0,0,-0.6552653735779012
TX000030,AC00313,20-09-2023 16:55,Debit,Detroit,D000297,33.28.138.82,M043,Branch,Student,-0.9012029129436712,-0.9935525520109588,2.335340754350303,-0.2067936485059295,-0.9647315022991751,-1.3798523197727883,-0.3094690637188679,-0.5683791926436955,-0.4146301612421786,-0.4068976735704691,0,1,1,0,0,0,1,0.598372568865119
TX000031,AC00367,17-07-2023 17:49,Credit,Miami,D000587,35.67.21.23,M091,Online,Doctor,-1.4493567649167802,0.8053466605675694,-1.4244968519146932,-0.2067936485059295,0.8256487204129397,0.3949500495407011,-0.8546207383765094,1.394189236113643,0.9471286649218978,-0.5592147894424078,0,0,0,1,0,0,0,0.7550773116704964
TX000032,AC00291,06-02-2023 16:24,Debit,Baltimore,D000282,187.199.178.27,M053,ATM,Doctor,-0.859922571495381,-0.8811213512248008,1.963645781867832,-0.2067936485059295,1.207470933951989,0.3949500495407011,-0.3094690637188679,-0.0777370854543609,-0.4146301612421786,-0.5485597003332143,0,1,0,0,0,0,0,-1.2820843447994106
TX000033,AC00060,25-09-2023 16:26,Debit,New York,D000621,133.67.250.163,M007,ATM,Engineer,0.6897135987181037,0.2431906566367793,0.6913052991393731,3.1124756489183207,1.1732441853031923,-0.9361517274444162,0.2356826109387734,-0.0777370854543609,0.5580547145893046,-0.4093147105506799,0,1,0,0,1,0,0,-0.1851511451617691
TX000034,AC00359,13-03-2023 17:23,Debit,Los Angeles,D000111,134.140.85.231,M094,Online,Student,1.340753122254679,-1.274630553976354,0.4339780104976623,-0.2067936485059295,-1.20900059489204,-0.0487505427876713,-0.8546207383765094,0.4129050217349737,0.1689807642567112,4.17037582998056,0,1,0,1,0,0,1,1.5386010256973832
TX000035,AC00365,27-10-2023 16:42,Credit,San Francisco,D000357,92.214.76.157,M002,Branch,Doctor,0.3296302278466596,0.0183282550644632,-0.995618037511842,-0.2067936485059295,2.487475439210654,-0.4924511351160437,-0.8546207383765094,0.9035471289243084,0.9471286649218978,-0.5033018532891976,0,0,1,0,0,0,0,-0.3418558879671464
TX000036,AC00267,16-10-2023 16:32,Debit,Seattle,D000042,59.145.242.13,M002,Branch,Engineer,-0.2543916912515082,0.2431906566367793,-1.0670978399123172,-0.2067936485059295,0.1667665019677851,1.7260518265258185,0.7808342855964149,-1.5496634070223647,0.9471286649218978,-0.4856319491340973,0,1,1,0,1,0,0,0.2849630832543643
TX000037,AC00404,21-11-2023 16:58,Debit,Milwaukee,D000250,33.28.138.82,M028,Branch,Student,-0.6344999105909723,-1.049768152404038,0.3624982080971871,-0.2067936485059295,-1.0803881191281433,-0.9361517274444162,0.2356826109387734,-0.5683791926436955,1.3362026152544912,-0.2336518710012317,0,1,1,0,0,0,1,-0.6552653735779012
TX000038,AC00202,02-03-2023 17:53,Debit,San Jose,D000448,73.108.76.238,M074,ATM,Retired,1.093656884260075,1.7047962668568335,0.2481305242564267,-0.2067936485059295,-0.0611366203932074,2.613453011182563,-1.399772413034151,-0.0777370854543609,0.1689807642567112,-0.062597998094335,0,1,0,0,0,1,0,-0.0284464023563903
TX000039,AC00478,12-10-2023 17:07,Debit,Mesa,D000077,49.29.37.185,M048,ATM,Doctor,1.259871438675606,1.1988558633191224,-0.4237796183080402,1.4528410002061958,0.7180661189780133,0.3949500495407011,-0.3094690637188679,1.8848313433029773,-0.0255562109095853,-0.182059962503118,0,1,0,0,0,0,0,0.2849630832543643
TX000040,AC00405,24-01-2023 17:17,Debit,Oklahoma City,D000038,49.20.211.229,M040,Online,Retired,0.5534466995758404,0.5804842589952534,1.3775114021839352,-0.2067936485059295,-1.0499330048536355,-0.0487505427876713,1.3259859602540562,1.8848313433029773,-0.0255562109095853,0.5883311379595262,0,1,0,1,0,1,0,1.3818962828920058
TX000041,AC00421,31-07-2023 18:39,Debit,San Antonio,D000557,6.234.101.35,M014,ATM,Retired,0.5358074150510302,1.0302090621398854,-0.0091967643852839,-0.2067936485059295,-0.2027203390527713,-1.3798523197727883,-1.944924087691792,-0.5683791926436955,1.3362026152544912,-0.2740787639047293,0,1,0,0,0,1,0,-0.0284464023563903
TX000042,AC00480,09-01-2023 16:13,Debit,Philadelphia,D000627,109.105.179.186,M046,Online,Doctor,-1.3033215302944148,-0.3751809476870898,-1.4387928123947882,-0.2067936485059295,2.3332794367393115,2.169752418854191,0.7808342855964149,-1.0590212998330302,-0.0255562109095853,-0.5632999903557043,0,1,0,1,0,0,0,1.2251915400866285
TX000043,AC00120,20-04-2023 18:57,Credit,Charlotte,D000198,60.89.202.192,M044,Online,Doctor,0.284077296403725,0.6929154597814113,-0.0520846458255691,-0.2067936485059295,2.113427253831254,-0.0487505427876713,0.2356826109387734,0.9035471289243084,-0.4146301612421786,-0.4999091235298645,0,0,0,1,0,0,0,1.3818962828920058
TX000044,AC00117,12-04-2023 16:03,Debit,Tucson,D000197,173.135.78.201,M009,ATM,Student,-0.9134931454744398,-1.443277355155591,-0.037788685345474,-0.2067936485059295,-1.2493091360192947,-2.267253504429533,-1.399772413034151,2.3754734504923123,0.7525916897556012,0.2652646043733632,0,1,0,0,0,0,1,1.2251915400866285
TX000045,AC00011,26-07-2023 16:52,Debit,Louisville,D000685,77.208.193.198,M005,Branch,Student,0.4733226441457381,-0.9935525520109588,-1.2386493656734576,-0.2067936485059295,-1.0885928981884585,0.3949500495407011,-0.3094690637188679,1.394189236113643,1.1416656400881946,0.6524107198273842,0,1,1,0,0,0,1,-1.2820843447994106
TX000046,AC00401,04-10-2023 17:49,Debit,Chicago,D000297,197.162.55.147,M051,Branch,Retired,0.7661746234505137,1.6485806664637546,-0.4237796183080402,-0.2067936485059295,-0.1130779998319152,-0.0487505427876713,-0.3094690637188679,0.4129050217349737,-0.6091671364084753,-0.2094289488856844,0,1,1,0,0,1,0,0.1282583404489869
TX000047,AC00282,13-12-2023 16:01,Debit,Baltimore,D000103,113.115.81.178,M070,Branch,Student,-0.0291446621037593,-1.049768152404038,-0.6382190255094659,-0.2067936485059295,-0.9243280934140355,-0.0487505427876713,0.2356826109387734,0.4129050217349737,1.1416656400881946,-0.150841498012885,0,1,1,0,0,0,1,-1.2820843447994106
TX000048,AC00439,09-10-2023 16:29,Debit,Oklahoma City,D000397,186.135.2.148,M090,Online,Student,0.8962823604103931,-1.443277355155591,-0.2093402111066145,-0.2067936485059295,-1.1108765653175832,1.282351234197446,-0.8546207383765094,0.9035471289243084,-0.4146301612421786,1.4768508018014734,0,1,0,1,0,0,1,1.3818962828920058
TX000049,AC00296,27-11-2023 16:45,Debit,Denver,D000284,93.146.251.20,M023,Online,Student,1.064922420227619,-1.049768152404038,0.2624264847365218,-0.2067936485059295,-1.243227343540836,-0.9361517274444162,-0.3094690637188679,-0.0777370854543609,-1.5818520122399586,4.367211091179208,0,1,0,1,0,0,1,0.4416678260597417
TX000050,AC00471,27-03-2023 16:45,Credit,Sacramento,D000304,124.6.134.78,M055,Online,Engineer,-1.6479094441294304,-0.2065341465078527,0.7913770225000384,-0.2067936485059295,-0.9689877314367136,-0.0487505427876713,0.2356826109387734,-0.0777370854543609,-0.6091671364084753,-0.5063311190400391,0,0,0,1,1,0,0,-0.9686748591886558
TX000051,AC00159,13-02-2023 16:59,Credit,Kansas City,D000661,139.23.212.102,M040,Online,Retired,0.7472840738189573,1.3675026644983594,0.019395156574906,-0.2067936485059295,-0.3094132347583448,-0.4924511351160437,-0.3094690637188679,1.8848313433029773,-0.0255562109095853,-0.1511768713055441,0,0,0,1,0,1,0,0.2849630832543643
TX000052,AC00482,21-02-2023 17:45,Debit,Omaha,D000598,179.43.245.131,M015,Online,Engineer,0.7457816351415281,0.3556218574229373,2.0637175052284973,-0.2067936485059295,0.0178318140688701,-0.0487505427876713,-0.8546207383765094,0.4129050217349737,1.1416656400881946,-0.2516241581877306,0,1,0,1,1,0,0,0.9117820544758738
TX000053,AC00115,07-06-2023 16:45,Debit,Virginia Beach,D000235,194.174.252.1,M078,Branch,Doctor,-0.5620997087432709,1.2550714637122016,0.3624982080971871,-0.2067936485059295,2.5103026729525246,-1.3798523197727883,0.2356826109387734,-1.0590212998330302,-0.220093186075882,-0.5497218901429356,0,1,1,0,0,0,0,-0.6552653735779012
TX000054,AC00055,07-09-2023 16:51,Debit,San Diego,D000442,42.219.228.159,M036,Branch,Student,-0.0046746483225174,-0.93733695161788,0.319610326656902,-0.2067936485059295,-1.0757037030833945,-0.4924511351160437,0.2356826109387734,0.4129050217349737,-0.220093186075882,0.1176450079260575,0,1,1,0,0,0,1,-0.0284464023563903
TX000055,AC00419,29-03-2023 17:47,Debit,Omaha,D000642,186.135.2.148,M095,ATM,Retired,-0.3975079820277647,0.9739934617468065,-0.4237796183080402,-0.2067936485059295,-0.1632040719035283,-1.3798523197727883,-0.3094690637188679,0.9035471289243084,-0.9982410867410686,-0.4787497242611213,0,1,0,0,0,1,0,0.9117820544758738
TX000056,AC00374,04-08-2023 17:53,Debit,Mesa,D000013,81.102.230.41,M052,Branch,Student,0.5066060698605724,-1.105983752797117,-0.5238513416687055,-0.2067936485059295,-0.9718235081994352,-0.0487505427876713,0.2356826109387734,-0.0777370854543609,0.1689807642567112,0.3028467816877474,0,1,1,0,0,0,1,0.2849630832543643
TX000057,AC00271,14-12-2023 17:52,Credit,Columbus,D000462,1.198.76.182,M095,Branch,Retired,-0.84076894984099,0.6929154597814113,-0.9670261165516518,-0.2067936485059295,-0.4049501949353462,-0.4924511351160437,-0.8546207383765094,1.394189236113643,-0.9982410867410686,-0.5037285849574928,0,0,1,0,0,1,0,-0.8119701163832785
TX000058,AC00456,03-03-2023 17:37,Credit,Dallas,D000311,198.73.211.114,M075,Branch,Retired,0.4411229537921797,1.3112870641052805,-0.8383624722307964,-0.2067936485059295,-0.1220289009880277,2.169752418854191,0.7808342855964149,-0.0777370854543609,-1.387315037073662,-0.3233117516502076,0,0,1,0,0,1,0,-1.5954938304101651
TX000059,AC00143,09-06-2023 16:18,Debit,Indianapolis,D000145,186.54.68.246,M064,Branch,Engineer,0.6689544277106136,0.1869750562437003,-1.3101291680739329,-0.2067936485059295,0.1323807857246953,-0.4924511351160437,-0.3094690637188679,0.9035471289243084,0.5580547145893046,-0.301954327356997,0,1,1,0,1,0,0,-0.1851511451617691
TX000060,AC00427,02-10-2023 16:35,Debit,Kansas City,D000089,198.166.198.233,M064,Branch,Student,-0.3416632227563626,-1.218414953583275,-0.9813220770317468,-0.2067936485059295,-1.0727756225562444,1.282351234197446,-1.399772413034151,-0.0777370854543609,0.5580547145893046,-0.1089865547091143,0,1,1,0,0,0,1,0.2849630832543643
TX000061,AC00438,06-10-2023 18:44,Debit,Indianapolis,D000233,27.143.109.203,M094,ATM,Engineer,0.9848555784834908,0.0745438554575422,0.4625699314578524,-0.2067936485059295,0.0988693912502205,0.8386506418690736,-1.399772413034151,-1.5496634070223647,0.1689807642567112,-0.1713856378725519,0,1,0,0,1,0,0,-0.1851511451617691
TX000062,AC00002,16-05-2023 16:07,Debit,Dallas,D000285,7.146.35.122,M087,Branch,Retired,0.3571154617272076,1.9296586684291497,1.5347669674649806,1.4528410002061958,-0.2408315377879352,0.3949500495407011,-0.3094690637188679,-0.0777370854543609,-0.220093186075882,-0.322714745813987,0,1,1,0,0,1,0,-1.5954938304101651
TX000063,AC00425,07-11-2023 16:48,Debit,Las Vegas,D000516,9.230.41.239,M097,Online,Engineer,0.5869017404864691,0.1869750562437003,1.5204710069848857,-0.2067936485059295,0.3941670816113332,0.3949500495407011,-0.3094690637188679,2.3754734504923123,-0.0255562109095853,-0.3638653724990511,0,1,0,1,1,0,0,-0.6552653735779012
TX000064,AC00325,30-05-2023 17:43,Credit,Philadelphia,D000548,125.225.212.244,M001,Branch,Engineer,1.0309065169877942,0.6366998593883324,-0.2236361715867096,-0.2067936485059295,0.8573960873894472,-0.4924511351160437,2.416289309569339,-0.0777370854543609,1.1416656400881946,-0.2925657025380461,0,0,1,0,1,0,0,1.2251915400866285
TX000065,AC00434,02-11-2023 16:01,Debit,Charlotte,D000461,155.164.18.235,M071,Online,Doctor,-2.6516905218242863,0.2994062570298583,0.0622830380151912,-0.2067936485059295,2.2752408808614075,0.3949500495407011,-0.3094690637188679,-1.5496634070223647,0.1689807642567112,-0.5713780602396236,0,1,0,1,0,0,0,1.3818962828920058
TX000066,AC00242,29-03-2023 17:00,Credit,Nashville,D000098,145.246.171.225,M003,Branch,Engineer,0.1357602149441489,-0.1503185461147737,0.9486325877810838,-0.2067936485059295,-0.6484936773800644,1.282351234197446,0.2356826109387734,0.4129050217349737,-0.0255562109095853,-0.2668771527015895,0,0,1,0,1,0,0,-0.6552653735779012
TX000067,AC00319,25-04-2023 16:11,Debit,Indianapolis,D000435,92.214.76.157,M005,Branch,Retired,0.4573396491365967,0.6366998593883324,1.5061750465047905,-0.2067936485059295,-0.5383240065476822,-0.4924511351160437,-0.8546207383765094,0.9035471289243084,1.1416656400881946,-0.1876914466116365,0,1,1,0,0,1,0,-0.1851511451617691
TX000068,AC00460,18-04-2023 18:40,Debit,Albuquerque,D000305,131.41.45.13,M063,Branch,Student,0.9134656913614648,-1.105983752797117,0.1194668799355713,-0.2067936485059295,-0.8109611227415868,2.613453011182563,-0.8546207383765094,0.9035471289243084,-0.9982410867410686,0.3930594130637881,0,1,1,0,0,0,1,-2.849131772853184
TX000069,AC00461,09-02-2023 16:34,Credit,Austin,D000128,46.150.175.171,M057,Online,Engineer,-0.3047031938309298,0.8615622609606484,-1.4816806938350733,-0.2067936485059295,-0.3714029045524825,-1.3798523197727883,0.7808342855964149,-0.5683791926436955,0.1689807642567112,-0.4444794789227378,0,0,0,1,1,0,0,-0.0284464023563903
TX000070,AC00395,13-11-2023 16:42,Credit,Indianapolis,D000684,125.89.163.224,M040,Branch,Engineer,0.0846906489681783,-0.7124745500455638,-0.2379321320668046,-0.2067936485059295,-1.0607992091216405,-1.3798523197727883,-0.3094690637188679,0.4129050217349737,-0.0255562109095853,0.1489388552383881,0,0,1,0,1,0,0,-0.1851511451617691
TX000071,AC00217,18-07-2023 16:12,Debit,Atlanta,D000201,40.226.196.34,M091,ATM,Engineer,-0.1989605499730271,-0.0378873453286157,1.4346952441043153,-0.2067936485059295,-0.3251202586719357,-0.0487505427876713,-0.8546207383765094,-1.0590212998330302,0.9471286649218978,-0.4336964737345932,0,1,0,0,1,0,0,0.2849630832543643
TX000072,AC00053,13-01-2023 17:00,Debit,Dallas,D000410,65.164.3.100,M066,Online,Engineer,-0.1420737828996573,-0.5438277488663268,0.2195386032962366,-0.2067936485059295,0.3231957427396068,0.3949500495407011,0.2356826109387734,-0.5683791926436955,1.530739590420788,-0.4823424842139843,0,1,0,1,1,0,0,-1.5954938304101651
TX000073,AC00282,04-07-2023 18:20,Debit,Boston,D000180,9.230.41.239,M070,ATM,Retired,-1.5549653018392202,0.9739934617468065,-0.9241382351113668,-0.2067936485059295,0.192737191687139,-0.0487505427876713,-0.3094690637188679,2.3754734504923123,1.1416656400881946,-0.5558558158204987,0,1,0,0,0,1,0,0.2849630832543643
TX000074,AC00110,20-10-2023 16:54,Credit,Jacksonville,D000295,152.140.239.181,M046,Online,Student,0.2582927304095027,-1.049768152404038,2.292452872910018,-0.2067936485059295,0.3649375562089603,0.8386506418690736,1.3259859602540562,1.8848313433029773,-0.0255562109095853,-0.4295056413754293,0,0,0,1,0,0,1,0.1282583404489869
TX000075,AC00265,04-10-2023 16:36,Debit,Indianapolis,D000231,193.83.0.183,M036,Branch,Student,1.605520449600589,-1.387061754762512,-1.367313009994313,-0.2067936485059295,-1.155938750312908,1.282351234197446,-0.8546207383765094,-0.0777370854543609,-0.220093186075882,3.910668360325168,1,1,1,0,0,0,1,-0.1851511451617691
TX000076,AC00239,28-12-2023 17:31,Debit,Omaha,D000073,156.173.170.140,M066,ATM,Engineer,0.2519819608078303,-0.4313965480801688,-0.9813220770317468,-0.2067936485059295,0.4039743565818661,-0.4924511351160437,1.3259859602540562,-0.0777370854543609,1.530739590420788,-0.433778517113346,0,1,0,0,1,0,0,0.9117820544758738
TX000077,AC00007,12-06-2023 17:53,Debit,Kansas City,D000070,60.153.124.80,M060,Online,Student,-0.0384183813287892,-1.274630553976354,-0.0949725272658542,-0.2067936485059295,-1.1487031607790923,-0.4924511351160437,-0.3094690637188679,-0.0777370854543609,0.7525916897556012,0.3579721304917725,0,1,0,1,0,0,1,0.2849630832543643
TX000078,AC00022,13-03-2023 16:32,Debit,Milwaukee,D000363,94.37.250.128,M095,Branch,Doctor,-0.5061454956939043,-0.0378873453286157,-0.7239947883900362,-0.2067936485059295,2.4516256827039893,-0.9361517274444162,-0.8546207383765094,-0.5683791926436955,-0.9982410867410686,-0.5476717687062378,0,1,1,0,0,0,0,-0.6552653735779012
TX000079,AC00464,18-12-2023 18:46,Debit,Miami,D000561,162.198.218.92,M045,Branch,Student,-0.2840851448983127,-1.443277355155591,-0.6096271045492758,-0.2067936485059295,-0.9619880293008822,0.8386506418690736,-0.3094690637188679,-1.0590212998330302,-0.9982410867410686,-0.2277459816077229,0,1,1,0,0,0,1,0.7550773116704964
