TransactionID,AccountID,score_isolation_forest,score_lof,score_ocsvm,score_elliptic_envelope,score_dbscan,score_hdbscan,score_kmeans,score_gmm,score_autoencoder,score_vae,score_lstm_ae,lstm_ae_applicable,hybrid_vote_count,flag_isolation_forest,flag_lof,flag_ocsvm,flag_elliptic_envelope,flag_dbscan,flag_hdbscan,flag_kmeans,flag_gmm,flag_autoencoder,flag_vae,flag_lstm_ae,flag_hybrid_ensemble
TX000019,AC00242,-0.0132339474769276,-0.088771149813086,-0.715928660263593,-82.22729342276381,0.0,0.4269638217457704,2.487951824710876,-6.502182037327307,0.53366494,0.5064376,0.5846037864685059,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000020,AC00285,-0.0422377974061616,-0.19862774179245,-3.3886687246983103,-94.72967155326464,0.0,0.3048173202564904,2.204802223218729,-0.7694644260525842,0.2405168,0.28010276,2.45786452293396,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TX000021,AC00002,-0.0691678509684297,-0.1733318869387139,-1.5435578787914848,-97.35215255353036,0.0,0.264470658408866,2.2884872547145263,-12.076847634218597,0.31439093,0.29365173,0.3308817744255066,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000022,AC00014,-0.1130341773480337,-0.2276289803663431,-3.87371784440161,-98.6569990891675,0.0,0.1762574208207091,1.975898668847122,-8.829926946486603,0.18754327,0.19553775,0.17393329739570618,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000023,AC00095,-0.0449417947049471,-0.0827352554142282,-0.7794822561870172,-87.81317309649478,0.0,0.4319652145909058,2.6072882367182157,-3.609206990660524,0.32648712,0.5491789,0.576483964920044,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000024,AC00453,-0.0276389172618682,-0.1397430235337096,-0.8614835898752631,-69.07407963044841,2.673014337579656,0.5458551635068084,3.113806335339339,0.3008771453750953,0.28763983,0.6554291,0.96906977891922,1,0,0,0,0,0,0,1,0,0,0,1,0,0
TX000025,AC00241,-0.0534309401301127,-0.1154789366455941,-0.7353835299345048,-93.47606839553586,0.0,0.3486857868559788,2.5487928069556207,-13.176157793064853,0.39847958,0.5303009,0.47975173592567444,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000026,AC00041,-0.0054194378195941,-0.0922230107737593,-1.0716103628685554,-85.87223865828466,5.960464477539064e-08,0.3985493918721823,2.8165815566245853,-7.5917457566773,0.41628104,0.47795063,0.5817655920982361,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000027,AC00441,-0.006373326474965,-0.1949658979513315,-0.0004786429495249,27.86104171815343,2.8143283400661,0.5430443139430519,3.090222860993265,0.7125439383380283,0.15259705,0.79503787,2.42733097076416,1,0,0,0,0,1,1,1,0,0,0,1,1,0
TX000028,AC00057,-0.0969472840615597,-0.2335850498821872,-3.1663717663299886,-99.24273822652376,0.0,0.1638937262124331,1.844686762238441,-7.613984237467172,0.21331507,0.23749791,0.25421223044395447,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000029,AC00390,-0.116197002372654,-0.2136799468625663,-4.007460776196019,-86.20701732372297,0.0,0.2529786315373674,2.0080289984564743,-6.974286650528659,0.20262663,0.21564901,0.24401600658893585,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000030,AC00313,-0.0589557084269464,-0.1751816005271929,-1.6665974231670022,-93.38539999351003,0.0,0.2500839072953952,2.290693623949234,-12.349737496108498,0.39679658,0.40524668,0.6635572910308838,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000031,AC00367,-0.0405297679197409,-0.1786790089687342,-2.322935586613293,-90.39302786341878,0.0,0.3051710472222313,2.1883680380013155,-4.912763090198824,0.22384106,0.3648343,0.4051980972290039,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000032,AC00291,-0.1202408274066868,-0.2159163660016925,-3.11639544865256,-92.28616158865955,0.0,0.2622352185903506,1.9304487946618047,-7.497696940573473,0.2455759,0.24557969,0.23388484120368958,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000033,AC00060,-0.0758729732702676,-0.2218514863496301,-2.6050546894514115,-71.13267803135179,5.960464477539064e-08,0.0,2.456077355018171,5.25037553063925,0.14653465,0.16791552,0.6413211822509766,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TX000034,AC00359,-0.0382376116600334,-0.2163734610038616,-0.8658533989679551,160.7194163571598,1.6858739404357617e-07,0.3139680962193403,3.0364743007682837,-11.125257704389462,0.1428542,0.17793395,0.5748904347419739,1,0,0,0,0,1,0,0,0,0,0,0,0,0
TX000035,AC00365,-0.0628438337126661,-0.187598203058507,-2.347333513585334,-93.23769986487986,0.0,0.2599138007610552,2.339587352841097,-5.945938671704666,0.27531803,0.30573416,0.285516619682312,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000036,AC00267,-0.0732399979660423,-0.1697610187997125,-1.756340362498471,-97.96591917992608,4.214684851089404e-08,0.2524481116449564,2.2525053341194403,-7.25127588393209,0.28228015,0.36641672,0.30462729930877686,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000037,AC00404,-0.0894357209623369,-0.2498501548651336,-3.7259358842009176,-100.55790023084472,0.0,0.1790489569859997,1.6246273118104222,-15.741580645885891,0.22559041,0.23590285,0.2953932583332062,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000038,AC00202,-0.0460347866921456,-0.1475499773528712,-1.6791197342005804,-95.12050671820724,0.0,0.2883140523623799,2.3857782908748844,-11.141471540074807,0.40446505,0.4149775,0.309931218624115,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000039,AC00478,-0.090534547208861,-0.0525319037403904,-2.9227648268972635,-88.75075253477705,0.0,0.4473176076323966,2.2385307144607807,-3.793477089186524,0.209033,0.4457381,0.45868539810180664,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000040,AC00405,-0.0480812553139541,-0.1204412249438073,-1.304715081491007,-86.85263465876092,5.960464477539064e-08,0.3982383592176266,2.937158388460789,-2.0890565995757906,0.50984126,0.4798404,0.5934803485870361,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000041,AC00421,-0.0826960152770881,-0.2043363672315299,-2.7403063090460416,-97.2308496759888,0.0,0.1681574377416535,2.030279139776846,-13.251370848864772,0.2686564,0.30664477,0.25362563133239746,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000042,AC00480,-0.0298263856601754,-0.0981190930601783,-0.0002588104391989,-81.98092473382756,0.0,0.3904608932925995,2.784222168047432,-3.468543947069402,0.4823855,0.46352354,0.45915794372558594,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000043,AC00120,-0.0675140370584523,-0.1932961180172097,-2.058101188244481,-95.933488313683,0.0,0.2407211452085588,2.1857402525059584,-6.527701361279877,0.22822571,0.27527827,0.2775033414363861,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000044,AC00117,-0.0318851444471902,0.0266536469929408,-0.2417252827469305,-87.89012920990717,0.0,0.5052414086047377,3.13586617505285,-7.436448227996829,0.612307,0.68387496,,0,2,0,1,0,0,0,1,0,0,1,1,0,1
TX000045,AC00011,-0.0695013688413905,-0.1422766891637517,-2.913485868107915,-94.67643002224608,0.0,0.3781685555519238,2.464334740362272,-11.615758605530244,0.352694,0.30573145,0.3499816060066223,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000046,AC00401,-0.0950868007586736,-0.2552526568657999,-3.880268735520589,-103.23688974113117,2.9802322387695312e-08,0.0277518439969394,1.250576341186181,-15.534361115451349,0.19239776,0.17765862,0.18849033117294312,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000047,AC00282,-0.1094098907999467,-0.2577244029481682,-4.339706246347361,-101.05932269580478,0.0,0.1729908309711649,1.8816877555804656,-15.875828747517495,0.24235338,0.20409785,0.32655149698257446,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000048,AC00439,-0.0690933674278935,-0.2123866875481364,-1.3019069272570158,-73.38539708219365,0.0,0.3208159405344049,2.3311935154740766,-11.930105976080233,0.24376816,0.23937726,0.6998946070671082,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000049,AC00296,-0.0412090745071582,-0.2107693060575681,-0.874491553345754,190.648053183115,0.0,0.3752196467686099,3.3624033104644244,-11.106594789430073,0.17349218,0.19053608,0.3785463571548462,1,0,0,0,0,1,0,0,1,0,0,0,0,0
TX000050,AC00471,-0.0511967528557867,-0.1784716102832424,-3.1245538658698626,-94.7009136749214,0.0,0.3189456696117752,2.0011451274860854,-5.92720093726674,0.26705122,0.2693256,0.26289403438568115,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000051,AC00159,-0.0480418443590531,-0.208146436298662,-2.837095471450433,-98.3546926086975,0.0,0.206670151885269,1.8138960796128984,-12.546187188193874,0.23320587,0.41591823,0.36311075091362,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000052,AC00482,-0.0819036020633281,-0.1800189180279217,-2.6208713777300536,-96.20546734382997,0.0,0.3059074228920067,2.225030070073318,-6.260939264018006,0.32870832,0.29858822,0.2958287298679352,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000053,AC00115,-0.0908529126719779,-0.2082884585587994,-1.7469860386239366,-91.69034306676024,0.0,0.2004146233083413,2.207467174771385,-5.793050083691679,0.2613931,0.25806674,0.6546961069107056,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000054,AC00055,-0.1150453706055352,-0.2688220894832756,-4.991879862646594,-104.83429939124196,0.0,0.0,1.3976916933292904,-14.7986234688307,0.13084449,0.089472756,0.13637064397335052,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000055,AC00419,-0.1042114622676852,-0.2272749802587699,-2.834915552187668,-101.12534443478012,0.0,0.1671361450523075,2.064688719840752,-14.708078878959489,0.18862979,0.25768653,0.13950543105602264,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000056,AC00374,-0.1185885441025447,-0.2635773159158245,-4.584945515548744,-104.63610365672588,0.0,0.0,1.5057850109769284,-15.421240185587813,0.0974652,0.10065601,0.09579268842935562,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000057,AC00271,-0.0535614002293898,-0.1541807936038901,-2.545258378608064,-95.37728573783586,0.0,0.2762002897268493,2.171698467570547,-11.576010432041777,0.21102685,0.34481657,0.32567712664604187,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000058,AC00456,-0.0237945607242993,-0.1152320891540246,-1.243789482776985,-91.54048197390613,0.0,0.3376939528068322,2.67542982405664,-9.93116200264472,0.46700493,0.46829998,0.4581332802772522,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000059,AC00143,-0.1103437715447843,-0.2518343568698318,-3.790037061418155,-101.68502757310156,0.0,0.0,1.8151951762093128,-8.981220179123211,0.15913087,0.22952874,0.21111814677715302,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000060,AC00427,-0.0813343737245157,-0.244588374573007,-3.135642313571295,-100.3610678414696,4.214684851089404e-08,0.2045467287383172,1.7453989255551392,-15.215542526799704,0.26280057,0.24140829,0.38472211360931396,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000061,AC00438,-0.102724806174782,-0.2232924646422467,-2.6012544327105074,-99.7677030685333,4.214684851089404e-08,0.1783161007996628,1.8871760034823195,-6.903244965032974,0.19943434,0.29846114,0.250137597322464,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000062,AC00002,-0.0387688657282341,0.005865354469881,-2.604735468696071,-89.70923866517862,0.0,0.413385254190373,2.59915991936067,10.795018465235486,0.30033505,0.4606977,0.40576666593551636,1,1,0,1,0,0,0,0,0,1,0,0,0,0
TX000063,AC00425,-0.0878681369295678,-0.1957090385510584,-2.1540167374019505,-96.09511797624774,5.960464477539064e-08,0.2612721100898163,1.954823341495596,-6.446504058774922,0.24628401,0.48211282,0.5549733638763428,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000064,AC00325,-0.0420388296232752,-0.1629326626316862,-1.1996882625456058,-90.02385753925351,0.0,0.2696662913543684,2.267410420719499,-3.961789739749832,0.387967,0.37130907,0.3720133900642395,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000065,AC00434,-0.0608773874875601,-0.1309309251680945,-0.3048880849559268,-74.59067136474508,0.0,0.3791468111965913,2.293337516165387,-3.943266371113729,0.47832075,0.47026178,0.5207831263542175,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000066,AC00242,-0.0662955515867691,-0.2273016544011052,-4.135462322880357,-97.99068693403306,0.0,0.1756913683530095,2.155436807270773,-6.585750640111387,0.29521683,0.23451522,0.17298896610736847,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000067,AC00319,-0.0779818323065321,-0.2307431209094395,-3.90950567104849,-98.00114095567204,0.0,0.2060354749990224,2.141389966782861,-12.522865320934873,0.2572488,0.26469037,0.24697086215019226,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000068,AC00460,-0.0134533255111197,0.086223569433772,0.2570041517184176,-85.70076817323493,2.3944261075427105,0.5295980258593297,3.5052576059311464,-5.713738923465738,0.65170467,0.68161064,0.5625863671302795,1,2,0,1,1,0,0,1,1,0,1,1,0,1
TX000069,AC00461,-0.0441172982972035,-0.1873138025331795,-2.2051619723128857,-94.50663519096246,5.960464477539064e-08,0.2725779517831316,2.18955073788435,-6.026776266514041,0.2509386,0.26945978,0.24494048953056335,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000070,AC00395,-0.0588372303639352,-0.2033837283358499,-3.6880969276899256,-95.5692576621743,0.0,0.1972777283817207,2.3354292554114515,0.6610535457000857,0.22901055,0.19682099,0.15773910284042358,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000071,AC00217,-0.1137895866309057,-0.2362421343459291,-3.33834176477668,-100.37196981055864,0.0,0.1743320981652068,1.80005135579341,-9.210028311624685,0.16749507,0.2295444,0.24894613027572632,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000072,AC00053,-0.1063798814650464,-0.2144455854457452,-3.543179925814278,-99.71383053743592,0.0,0.1809859754350841,1.7218266613230109,-8.231183460146674,0.23102576,0.27393904,0.22862288355827332,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000073,AC00282,-0.0698374375900244,-0.1941525525673664,-2.3486471350688047,-93.1171810316038,0.0,0.2444858226858993,2.0363656687610825,-11.460227525511932,0.14333247,0.5158601,0.4752737581729889,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000074,AC00110,-0.0199362199146171,-0.1053181379987828,-1.1547543259838164,-86.28683043926587,5.960464477539064e-08,0.4024006400082423,2.514109524726264,0.5077250600909191,0.39118955,0.5753189,0.5716865062713623,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000075,AC00265,0.0237568385289903,-0.2133774420653207,-0.2541770991640542,120.40394855611554,0.0,0.4818577358856025,2.8426023341444786,0.9332893127939016,0.20506865,0.22826096,0.24726925790309906,1,1,1,0,0,1,0,1,0,0,0,0,0,0
TX000076,AC00239,-0.1089150612675473,-0.2291775983115063,-2.739291691612137,-99.14027784254552,0.0,0.172581832702617,1.811347166821463,-8.784912785505869,0.22543018,0.239836,0.24210241436958313,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000077,AC00007,-0.1086324298321388,-0.2593154274603108,-4.364747972377995,-102.90673778481523,0.0,0.139639776842563,1.576540817082866,-15.050486627185656,0.13301504,0.103252925,0.23214536905288696,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000078,AC00022,-0.092963819185118,-0.237223309414537,-2.0713561227401582,-95.1983010245132,4.214684851089404e-08,0.1409646275747501,2.1408850508311086,-7.322211209996704,0.24767739,0.29834643,0.27326592803001404,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000079,AC00464,-0.0784925347792062,-0.2441205026785438,-2.5412953523331216,-100.01363699780656,0.0,0.1270689101219347,1.5815767428017151,-15.212380861325055,0.2396276,0.30539447,0.2674811780452728,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000080,AC00014,-0.10366356311293,-0.2445503932683738,-2.7238043923350395,-99.97611984332566,4.214684851089404e-08,0.2072592328688716,1.835811220890469,-8.570668601004586,0.19456047,0.20345485,0.24217507243156433,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000081,AC00406,-0.0882765668109675,-0.1513068007554863,-2.010430915056207,-89.10619491959181,0.0,0.277996853749429,2.5244965712896854,-0.4668966771001456,0.25862998,0.28949618,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000082,AC00445,-0.0713284194970852,-0.2411492773277737,-3.453660140179156,-98.4156403295514,4.214684851089404e-08,0.1868240003480639,1.9323807415742855,-7.752045164651776,0.18965983,0.21253535,0.2048363834619522,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000083,AC00236,-0.0295665097993391,-0.1900107594821587,-3.299152004100704,-77.53887876410646,0.0,0.2655614843407992,1.9486090772061049,-2.5289594428165936,0.24218538,0.25290823,0.24698202311992645,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000084,AC00220,-0.1340106422589652,-0.2587900816396749,-4.337934551521218,-99.6030727693372,0.0,0.106381433279791,1.4711710940317433,-9.941023599267186,0.12658045,0.15795268,0.1376856565475464,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000085,AC00140,-0.1434652928015637,-0.2677506316860512,-5.357429432061765,-88.7482795805428,0.0,0.0807513537384517,1.446855696539171,-7.611798624550265,0.095033824,0.0820915,0.1038171574473381,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000086,AC00098,0.0039617463959906,-0.1185976120333531,-0.9718195350285505,-70.60354824635661,0.0,0.3791658447674298,2.5821177364443773,3.032185984942136,0.37003624,0.39365426,0.43512871861457825,1,1,1,0,0,0,0,0,0,0,0,0,0,0
TX000087,AC00303,-0.1043071624482072,-0.2427117445933251,-3.6012413923705138,-96.81460669996208,0.0,0.1275585376702706,1.3218095984915474,-8.140297545376296,0.17231435,0.13375719,0.27375349402427673,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000088,AC00373,-0.1227955060153525,-0.1935841549655572,-2.3926786101236432,-97.28464422420228,0.0,0.2424241992424197,1.856009371877721,-7.803913462170303,0.26273,0.34601107,0.27304136753082275,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000089,AC00438,-0.0404046576095893,-0.1648154864832287,-1.300973922652184,-78.54703171403834,0.0,0.3791468111965913,2.1691291442346894,-3.3729022611975434,0.39600772,0.36900407,0.3576643764972687,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000090,AC00437,-0.0834804693072584,-0.2356780700337595,-1.878494321297528,-88.61325568137411,0.0,0.3251508068030526,1.9402054598298288,-13.590432880424832,0.23722929,0.21984284,0.20382331311702728,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000091,AC00106,-0.0386291118483442,-0.177335286359781,-2.2838472401112844,-94.19840130768574,0.0,0.3410884966250005,2.2924543475094628,-9.499593708980036,0.5247182,0.4290586,0.49907398223876953,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000092,AC00310,-0.0400432310986962,-0.2453435702073816,-1.6970741909266058,-33.14316225290027,2.3672935558067327,0.4802345103995124,1.8520778887929368,5.893055557932147,0.21282758,0.20177853,2.000347137451172,1,0,0,0,0,0,0,1,0,1,0,0,1,0
TX000093,AC00149,-0.0992766208242253,-0.2520368953480293,-3.26140423846542,-99.24822040416414,0.0,0.1123317361044324,1.7620698816285658,-14.75252979651892,0.14237887,0.15613791,0.21599242091178894,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000094,AC00373,-0.072062874114099,-0.0610625835443299,-0.3126152233632933,-90.88016571119644,0.0,0.4311824313364415,3.085451857956861,-9.522054165324567,0.44550404,0.5123599,0.7287319302558899,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000095,AC00425,-0.0725023575206442,-0.1458824530347089,-0.9421717912402618,-72.08600818439866,0.0,0.4357823399772302,2.5681388087290227,0.3436810183085632,0.26767433,0.36391252,0.3362361788749695,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000096,AC00010,-0.0816702966352969,-0.2557233436803492,-3.8547491180628937,-100.4905294571712,0.0,0.0743912602878171,1.3524591820838476,-8.565053111737722,0.1671971,0.24093658,0.1602824181318283,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000097,AC00348,-0.0305327837520938,-0.2085534069895274,-3.1324593004540207,-90.87312487570368,0.0,0.2894613450386355,1.7081195911655669,-12.259966684049727,0.17337766,0.21720353,0.1957734078168869,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000098,AC00011,-0.0582055865652518,-0.0380997986243007,-2.7036577479586823,-87.96788662008109,0.0,0.3811627394828168,2.6011080620183518,-2.1511405553549574,0.3554345,0.39519787,0.3806624710559845,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000099,AC00453,-0.0450941142097631,-0.1685597120482731,-2.1150785263624767,-96.20984029213292,4.214684851089404e-08,0.3128045683017639,2.489551795314703,-11.631746148428284,0.3293718,0.38033792,0.4017351567745209,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000100,AC00178,-0.1257979811748691,-0.235550375135811,-4.279003402053177,-97.80759589619244,0.0,0.1589055784938712,1.501351756235239,-8.870577114082991,0.12397185,0.23791784,0.21096377074718475,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000101,AC00265,-0.0526963680775477,-0.1210943703579534,-0.7759278868428261,-91.00299330549292,0.0,0.3374776516819701,2.449731599662371,-4.966209625127906,0.42837647,0.42100757,0.44296473264694214,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000102,AC00018,-0.024453123585608,-0.1117543308071962,-1.2028560801966437,-84.15432893677422,0.0,0.4033181413729716,2.241942841468365,13.931613713076546,0.44925717,0.45552668,0.5088532567024231,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TX000103,AC00075,-0.0515116968103224,-0.117813119546557,-1.9954465252303324,-79.29434974466983,0.0,0.3473861995008751,2.4898358805578,-3.496752085207666,0.3545817,0.37243593,0.35434040427207947,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000104,AC00464,-0.0865268292912818,-0.2315956852282596,-2.419388917027791,-97.7602070127615,5.960464477539064e-08,0.0,1.949353498796464,-8.135041880112096,0.18671572,0.2869748,0.24104897677898407,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000105,AC00170,-0.1062726808929814,-0.2085276253778982,-2.9525288040568034,-97.59522143628118,0.0,0.2118116969535488,2.000895698921134,-8.105144934293751,0.21601366,0.32204643,0.3031385540962219,1,0,0,0,0,0,0,0,0,0,0,0,0,0
