TransactionID,AccountID,split,score_isolation_forest,flag_isolation_forest_native,score_lof,flag_lof_native,score_ocsvm,flag_ocsvm_native,score_elliptic_envelope,flag_elliptic_envelope_native,score_dbscan,flag_dbscan_native,score_hdbscan,flag_hdbscan_native,score_kmeans,flag_kmeans_top5pct,score_gmm,flag_gmm_top5pct
TX000011,AC00150,train,-0.02983204376901527,0,-0.13552396605497075,0,-0.6397769601469756,0,-84.83612300138118,0,0.0,0,0.411856168606516,0,2.3277320886849893,0,-2.9589472598875437,0
TX000012,AC00459,train,-0.10451232303352259,0,-0.24734904992684237,0,-3.437235125383448,0,-101.36640124014745,0,0.0,0,0.1272641389721736,0,1.4381577768629483,0,-15.28181935467848,0
TX000013,AC00392,train,-0.05526603238712774,0,-0.23061522954898117,0,-2.7318660478812467,0,-97.46834085293511,0,0.0,0,0.23781556980612367,0,2.0626539183237877,0,-13.372344821914172,0
TX000014,AC00264,train,-0.041722175937296546,0,-0.014694539015598584,0,-0.1035072666554786,0,493.11573443053356,1,4.0198184435386715,1,0.5208320903382391,1,6.593574944792796,1,-9.505535954637917,0
TX000015,AC00085,train,-0.08531729835471202,0,-0.24198617623285368,0,-2.284246131007049,0,-81.15459009436572,0,0.0,0,0.2736576923891357,0,1.8054680742287421,0,-12.574325859621029,0
TX000016,AC00270,train,-0.09671605126085103,0,-0.20070373181334777,0,-3.175054356941444,0,-98.71196119660446,0,4.2146848510894035e-08,0,0.2650956052895432,0,2.2172794779390275,0,-4.4146034116963495,0
TX000017,AC00317,train,-0.051280523274939926,0,-0.2353807748342105,0,-3.226700745637838,0,-90.42123560891298,0,0.0,0,0.3153158479456257,0,1.586959251613785,0,-13.55792352380676,0
TX000018,AC00359,train,-0.09329024735413455,0,-0.20965507853567145,0,-2.4583966497549605,0,-98.39913046323134,0,0.0,0,0.17567361604265933,0,2.252119270838796,0,-6.076719290362899,0
TX000019,AC00242,train,-0.013233947476927632,0,-0.08877114981308609,0,-0.715928660263593,0,-82.22729342276381,0,0.0,0,0.42696382174577047,0,2.487951824710876,0,-6.502182037327307,0
TX000020,AC00285,train,-0.042237797406161626,0,-0.19862774179245002,0,-3.3886687246983103,0,-94.72967155326465,0,0.0,0,0.30481732025649044,0,2.204802223218729,0,-0.7694644260525842,0
TX000021,AC00002,train,-0.06916785096842976,0,-0.17333188693871393,0,-1.5435578787914848,0,-97.35215255353037,0,0.0,0,0.264470658408866,0,2.2884872547145263,0,-12.076847634218595,0
TX000022,AC00014,train,-0.11303417734803373,0,-0.22762898036634316,0,-3.87371784440161,0,-98.6569990891675,0,0.0,0,0.1762574208207091,0,1.975898668847122,0,-8.829926946486603,0
TX000023,AC00095,train,-0.044941794704947136,0,-0.08273525541422821,0,-0.7794822561870172,0,-87.81317309649478,0,0.0,0,0.4319652145909058,0,2.6072882367182153,0,-3.609206990660524,0
TX000024,AC00453,train,-0.02763891726186829,0,-0.1397430235337096,0,-0.8614835898752631,0,-69.07407963044841,0,2.673014337579656,0,0.5458551635068084,1,3.113806335339339,0,0.30087714537509536,0
TX000025,AC00241,train,-0.053430940130112736,0,-0.11547893664559417,0,-0.7353835299345048,0,-93.47606839553586,0,0.0,0,0.3486857868559788,0,2.5487928069556207,0,-13.176157793064853,0
TX000026,AC00041,val,-0.005419437819594197,0,-0.09222301077375938,0,-1.0716103628685554,0,-85.87223865828466,0,5.960464477539063e-08,0,0.3985493918721823,0,2.8165815566245853,0,-7.5917457566773,0
TX000027,AC00441,train,-0.006373326474965024,0,-0.19496589795133157,0,-0.00047864294952493225,0,27.86104171815343,1,2.8143283400661,1,0.5430443139430519,1,3.090222860993265,0,0.7125439383380283,0
TX000028,AC00057,train,-0.09694728406155972,0,-0.2335850498821872,0,-3.1663717663299886,0,-99.24273822652377,0,0.0,0,0.16389372621243317,0,1.844686762238441,0,-7.613984237467172,0
TX000029,AC00390,train,-0.11619700237265401,0,-0.2136799468625663,0,-4.007460776196019,0,-86.20701732372297,0,0.0,0,0.2529786315373674,0,2.0080289984564743,0,-6.974286650528659,0
TX000030,AC00313,val,-0.058955708426946474,0,-0.1751816005271929,0,-1.6665974231670022,0,-93.38539999351005,0,0.0,0,0.25008390729539526,0,2.290693623949234,0,-12.349737496108498,0
TX000031,AC00367,train,-0.040529767919740944,0,-0.17867900896873423,0,-2.3229355866132932,0,-90.39302786341878,0,0.0,0,0.3051710472222313,0,2.1883680380013155,0,-4.9127630901988235,0
TX000032,AC00291,train,-0.12024082740668685,0,-0.2159163660016925,0,-3.1163954486525602,0,-92.28616158865957,0,0.0,0,0.2622352185903506,0,1.9304487946618052,0,-7.497696940573473,0
TX000033,AC00060,train,-0.0758729732702676,0,-0.22185148634963014,0,-2.6050546894514115,0,-71.13267803135179,0,5.960464477539063e-08,0,0.0,0,2.456077355018171,0,5.25037553063925,1
TX000034,AC00359,train,-0.03823761166003348,0,-0.21637346100386168,0,-0.8658533989679551,0,160.7194163571598,1,1.6858739404357614e-07,0,0.31396809621934035,0,3.0364743007682833,0,-11.125257704389462,0
TX000035,AC00365,train,-0.06284383371266611,0,-0.18759820305850705,0,-2.347333513585334,0,-93.23769986487986,0,0.0,0,0.2599138007610552,0,2.339587352841097,0,-5.945938671704666,0
TX000036,AC00267,train,-0.07323999796604236,0,-0.1697610187997125,0,-1.756340362498471,0,-97.96591917992609,0,4.2146848510894035e-08,0,0.25244811164495645,0,2.2525053341194403,0,-7.25127588393209,0
TX000037,AC00404,train,-0.08943572096233693,0,-0.24985015486513362,0,-3.7259358842009176,0,-100.55790023084471,0,0.0,0,0.1790489569859997,0,1.6246273118104222,0,-15.741580645885891,0
TX000038,AC00202,train,-0.04603478669214561,0,-0.14754997735287123,0,-1.6791197342005804,0,-95.12050671820725,0,0.0,0,0.28831405236237995,0,2.3857782908748844,0,-11.141471540074809,0
TX000039,AC00478,train,-0.09053454720886106,0,-0.05253190374039041,0,-2.9227648268972635,0,-88.75075253477705,0,0.0,0,0.44731760763239664,0,2.2385307144607807,0,-3.793477089186524,0
TX000040,AC00405,train,-0.04808125531395413,0,-0.12044122494380738,0,-1.3047150814910067,0,-86.85263465876092,0,5.960464477539063e-08,0,0.3982383592176266,0,2.937158388460789,0,-2.0890565995757906,0
TX000041,AC00421,train,-0.08269601527708814,0,-0.20433636723152993,0,-2.7403063090460416,0,-97.23084967598881,0,0.0,0,0.1681574377416535,0,2.030279139776846,0,-13.251370848864772,0
TX000042,AC00480,train,-0.02982638566017548,0,-0.0981190930601783,0,-0.0002588104391989532,0,-81.98092473382756,0,0.0,0,0.39046089329259953,0,2.7842221680474317,0,-3.468543947069402,0
TX000043,AC00120,train,-0.06751403705845233,0,-0.1932961180172097,0,-2.058101188244481,0,-95.93348831368301,0,0.0,0,0.2407211452085588,0,2.1857402525059584,0,-6.527701361279877,0
TX000044,AC00117,val,-0.03188514444719026,0,0.026653646992940816,1,-0.2417252827469305,0,-87.89012920990717,0,0.0,0,0.5052414086047377,1,3.13586617505285,0,-7.436448227996829,0
TX000045,AC00011,val,-0.06950136884139052,0,-0.1422766891637517,0,-2.913485868107915,0,-94.67643002224608,0,0.0,0,0.3781685555519238,0,2.464334740362272,0,-11.615758605530244,0
TX000046,AC00401,train,-0.09508680075867365,0,-0.2552526568657999,0,-3.8802687355205885,0,-103.23688974113117,0,2.9802322387695312e-08,0,0.02775184399693941,0,1.250576341186181,0,-15.534361115451349,0
TX000047,AC00282,train,-0.10940989079994673,0,-0.25772440294816823,0,-4.339706246347361,0,-101.05932269580478,0,0.0,0,0.1729908309711649,0,1.8816877555804656,0,-15.875828747517495,0
TX000048,AC00439,train,-0.06909336742789352,0,-0.2123866875481364,0,-1.3019069272570158,0,-73.38539708219365,0,0.0,0,0.3208159405344049,0,2.3311935154740766,0,-11.930105976080233,0
TX000049,AC00296,val,-0.04120907450715827,0,-0.21076930605756816,0,-0.874491553345754,0,190.648053183115,1,0.0,0,0.37521964676860997,0,3.3624033104644244,1,-11.106594789430073,0
TX000050,AC00471,val,-0.05119675285578679,0,-0.17847161028324243,0,-3.1245538658698626,0,-94.7009136749214,0,0.0,0,0.3189456696117752,0,2.0011451274860854,0,-5.92720093726674,0
TX000051,AC00159,train,-0.048041844359053176,0,-0.20814643629866203,0,-2.837095471450433,0,-98.3546926086975,0,0.0,0,0.20667015188526908,0,1.8138960796128984,0,-12.546187188193874,0
TX000052,AC00482,val,-0.08190360206332814,0,-0.1800189180279217,0,-2.6208713777300536,0,-96.20546734382995,0,0.0,0,0.30590742289200673,0,2.225030070073318,0,-6.260939264018006,0
TX000053,AC00115,train,-0.09085291267197798,0,-0.2082884585587994,0,-1.7469860386239366,0,-91.69034306676025,0,0.0,0,0.2004146233083413,0,2.207467174771385,0,-5.7930500836916785,0
TX000054,AC00055,train,-0.11504537060553521,0,-0.2688220894832756,0,-4.991879862646594,0,-104.83429939124196,0,0.0,0,0.0,0,1.3976916933292904,0,-14.798623468830701,0
TX000055,AC00419,train,-0.10421146226768524,0,-0.2272749802587699,0,-2.8349155521876677,0,-101.12534443478012,0,0.0,0,0.1671361450523075,0,2.064688719840752,0,-14.708078878959487,0
TX000056,AC00374,train,-0.11858854410254477,0,-0.26357731591582456,0,-4.5849455155487435,0,-104.63610365672587,0,0.0,0,0.0,0,1.5057850109769284,0,-15.421240185587813,0
TX000057,AC00271,val,-0.05356140022938988,0,-0.15418079360389014,0,-2.5452583786080636,0,-95.37728573783586,0,0.0,0,0.2762002897268493,0,2.171698467570547,0,-11.576010432041775,0
TX000058,AC00456,train,-0.023794560724299307,0,-0.11523208915402461,0,-1.243789482776985,0,-91.54048197390611,0,0.0,0,0.33769395280683223,0,2.67542982405664,0,-9.93116200264472,0
TX000059,AC00143,train,-0.11034377154478436,0,-0.2518343568698318,0,-3.790037061418155,0,-101.68502757310155,0,0.0,0,0.0,0,1.8151951762093126,0,-8.981220179123211,0
TX000060,AC00427,train,-0.08133437372451574,0,-0.24458837457300708,0,-3.135642313571295,0,-100.3610678414696,0,4.2146848510894035e-08,0,0.20454672873831722,0,1.7453989255551392,0,-15.215542526799704,0
TX000061,AC00438,train,-0.10272480617478208,0,-0.22329246464224672,0,-2.6012544327105074,0,-99.7677030685333,0,4.2146848510894035e-08,0,0.1783161007996628,0,1.8871760034823195,0,-6.903244965032974,0
TX000062,AC00002,train,-0.038768865728234125,0,0.005865354469881012,1,-2.604735468696071,0,-89.70923866517862,0,0.0,0,0.413385254190373,0,2.59915991936067,0,10.795018465235486,1
TX000063,AC00425,train,-0.08786813692956785,0,-0.19570903855105848,0,-2.1540167374019505,0,-96.09511797624774,0,5.960464477539063e-08,0,0.2612721100898163,0,1.9548233414955962,0,-6.446504058774922,0
TX000064,AC00325,train,-0.04203882962327521,0,-0.16293266263168626,0,-1.1996882625456058,0,-90.02385753925351,0,0.0,0,0.2696662913543684,0,2.267410420719499,0,-3.9617897397498316,0
TX000065,AC00434,train,-0.06087738748756011,0,-0.13093092516809457,0,-0.3048880849559268,0,-74.59067136474508,0,0.0,0,0.3791468111965913,0,2.293337516165387,0,-3.943266371113729,0
TX000066,AC00242,train,-0.06629555158676914,0,-0.22730165440110528,0,-4.135462322880357,0,-97.99068693403306,0,0.0,0,0.1756913683530095,0,2.155436807270773,0,-6.585750640111387,0
TX000067,AC00319,train,-0.07798183230653216,0,-0.2307431209094395,0,-3.90950567104849,0,-98.00114095567204,0,0.0,0,0.20603547499902244,0,2.141389966782861,0,-12.522865320934871,0
TX000068,AC00460,val,-0.013453325511119774,0,0.08622356943377207,1,0.2570041517184176,1,-85.70076817323493,0,2.3944261075427105,0,0.5295980258593297,1,3.5052576059311464,1,-5.713738923465738,0
TX000069,AC00461,train,-0.04411729829720357,0,-0.18731380253317953,0,-2.2051619723128857,0,-94.50663519096246,0,5.960464477539063e-08,0,0.2725779517831316,0,2.18955073788435,0,-6.026776266514041,0
TX000070,AC00395,val,-0.05883723036393523,0,-0.20338372833584994,0,-3.6880969276899256,0,-95.5692576621743,0,0.0,0,0.1972777283817207,0,2.3354292554114515,0,0.6610535457000857,0
TX000071,AC00217,val,-0.11378958663090577,0,-0.2362421343459291,0,-3.33834176477668,0,-100.37196981055864,0,0.0,0,0.17433209816520684,0,1.8000513557934101,0,-9.210028311624685,0
TX000072,AC00053,train,-0.1063798814650464,0,-0.2144455854457452,0,-3.543179925814278,0,-99.71383053743592,0,0.0,0,0.18098597543508418,0,1.7218266613230109,0,-8.231183460146674,0
TX000073,AC00282,train,-0.06983743759002442,0,-0.1941525525673664,0,-2.3486471350688047,0,-93.11718103160379,0,0.0,0,0.24448582268589933,0,2.0363656687610825,0,-11.460227525511932,0
TX000074,AC00110,val,-0.019936219914617137,0,-0.10531813799878287,0,-1.1547543259838164,0,-86.28683043926587,0,5.960464477539063e-08,0,0.4024006400082423,0,2.514109524726264,0,0.5077250600909191,0
TX000075,AC00265,train,0.023756838528990354,1,-0.21337744206532072,0,-0.2541770991640542,0,120.40394855611554,1,0.0,0,0.4818577358856025,1,2.8426023341444786,0,0.9332893127939017,0
TX000076,AC00239,train,-0.10891506126754735,0,-0.2291775983115063,0,-2.739291691612137,0,-99.14027784254553,0,0.0,0,0.17258183270261704,0,1.811347166821463,0,-8.784912785505869,0
TX000077,AC00007,val,-0.10863242983213883,0,-0.2593154274603108,0,-4.364747972377995,0,-102.90673778481523,0,0.0,0,0.139639776842563,0,1.576540817082866,0,-15.050486627185656,0
TX000078,AC00022,train,-0.09296381918511809,0,-0.23722330941453706,0,-2.0713561227401582,0,-95.19830102451319,0,4.2146848510894035e-08,0,0.14096462757475017,0,2.1408850508311086,0,-7.322211209996704,0
TX000079,AC00464,train,-0.07849253477920626,0,-0.2441205026785438,0,-2.5412953523331216,0,-100.01363699780656,0,0.0,0,0.12706891012193472,0,1.5815767428017153,0,-15.212380861325055,0
TX000080,AC00014,train,-0.10366356311293007,0,-0.2445503932683738,0,-2.7238043923350395,0,-99.97611984332566,0,4.2146848510894035e-08,0,0.20725923286887163,0,1.835811220890469,0,-8.570668601004586,0
TX000081,AC00406,train,-0.08827656681096757,0,-0.1513068007554863,0,-2.010430915056207,0,-89.10619491959181,0,0.0,0,0.27799685374942906,0,2.5244965712896854,0,-0.46689667710014565,0
TX000082,AC00445,train,-0.07132841949708524,0,-0.2411492773277737,0,-3.4536601401791556,0,-98.4156403295514,0,4.2146848510894035e-08,0,0.18682400034806398,0,1.9323807415742857,0,-7.7520451646517765,0
TX000083,AC00236,train,-0.02956650979933917,0,-0.19001075948215873,0,-3.299152004100704,0,-77.53887876410646,0,0.0,0,0.26556148434079924,0,1.9486090772061049,0,-2.5289594428165936,0
TX000084,AC00220,train,-0.1340106422589652,0,-0.2587900816396749,0,-4.337934551521218,0,-99.6030727693372,0,0.0,0,0.10638143327979108,0,1.4711710940317433,0,-9.941023599267186,0
TX000085,AC00140,train,-0.14346529280156373,0,-0.2677506316860512,0,-5.357429432061765,0,-88.7482795805428,0,0.0,0,0.0807513537384517,0,1.446855696539171,0,-7.611798624550265,0
TX000086,AC00098,train,0.003961746395990673,1,-0.11859761203335317,0,-0.9718195350285503,0,-70.60354824635661,0,0.0,0,0.3791658447674298,0,2.5821177364443773,0,3.032185984942136,0
TX000087,AC00303,train,-0.10430716244820726,0,-0.24271174459332512,0,-3.6012413923705138,0,-96.81460669996207,0,0.0,0,0.12755853767027067,0,1.3218095984915474,0,-8.140297545376296,0
TX000088,AC00373,train,-0.1227955060153525,0,-0.19358415496555725,0,-2.3926786101236432,0,-97.28464422420228,0,0.0,0,0.2424241992424197,0,1.856009371877721,0,-7.803913462170303,0
TX000089,AC00438,train,-0.040404657609589334,0,-0.16481548648322875,0,-1.300973922652184,0,-78.54703171403834,0,0.0,0,0.3791468111965913,0,2.1691291442346894,0,-3.3729022611975434,0
TX000090,AC00437,train,-0.08348046930725844,0,-0.2356780700337595,0,-1.878494321297528,0,-88.61325568137411,0,0.0,0,0.32515080680305264,0,1.9402054598298288,0,-13.590432880424833,0
TX000091,AC00106,train,-0.03862911184834428,0,-0.17733528635978102,0,-2.2838472401112844,0,-94.19840130768574,0,0.0,0,0.34108849662500057,0,2.2924543475094628,0,-9.499593708980036,0
TX000092,AC00310,train,-0.04004323109869623,0,-0.24534357020738162,0,-1.6970741909266058,0,-33.14316225290027,0,2.3672935558067327,0,0.4802345103995124,1,1.8520778887929366,0,5.893055557932147,1
TX000093,AC00149,train,-0.09927662082422539,0,-0.2520368953480293,0,-3.2614042384654196,0,-99.24822040416414,0,0.0,0,0.11233173610443248,0,1.7620698816285658,0,-14.75252979651892,0
TX000094,AC00373,val,-0.07206287411409901,0,-0.06106258354432992,0,-0.3126152233632933,0,-90.88016571119645,0,0.0,0,0.4311824313364415,0,3.085451857956861,0,-9.522054165324567,0
TX000095,AC00425,train,-0.07250235752064421,0,-0.14588245303470893,0,-0.9421717912402618,0,-72.08600818439866,0,0.0,0,0.43578233997723026,0,2.5681388087290227,0,0.34368101830856324,0
TX000096,AC00010,train,-0.08167029663529696,0,-0.2557233436803492,0,-3.8547491180628937,0,-100.4905294571712,0,0.0,0,0.07439126028781712,0,1.3524591820838476,0,-8.565053111737722,0
TX000097,AC00348,val,-0.030532783752093895,0,-0.2085534069895274,0,-3.1324593004540207,0,-90.87312487570367,0,0.0,0,0.2894613450386355,0,1.7081195911655667,0,-12.259966684049727,0
TX000098,AC00011,train,-0.05820558656525182,0,-0.038099798624300796,0,-2.7036577479586823,0,-87.96788662008109,0,0.0,0,0.38116273948281687,0,2.6011080620183513,0,-2.1511405553549574,0
TX000099,AC00453,train,-0.04509411420976317,0,-0.16855971204827314,0,-2.1150785263624767,0,-96.20984029213291,0,4.2146848510894035e-08,0,0.3128045683017639,0,2.489551795314703,0,-11.631746148428283,0
TX000100,AC00178,train,-0.12579798117486918,0,-0.235550375135811,0,-4.279003402053177,0,-97.80759589619245,0,0.0,0,0.15890557849387124,0,1.501351756235239,0,-8.870577114082991,0
TX000101,AC00265,val,-0.052696368077547795,0,-0.12109437035795345,0,-0.7759278868428261,0,-91.00299330549292,0,0.0,0,0.3374776516819701,0,2.449731599662371,0,-4.966209625127906,0
TX000102,AC00018,train,-0.024453123585608028,0,-0.11175433080719621,0,-1.2028560801966437,0,-84.15432893677422,0,0.0,0,0.4033181413729716,0,2.241942841468365,0,13.931613713076546,1
TX000103,AC00075,train,-0.05151169681032247,0,-0.11781311954655704,0,-1.9954465252303324,0,-79.29434974466983,0,0.0,0,0.3473861995008751,0,2.4898358805578,0,-3.496752085207666,0
TX000104,AC00464,train,-0.0865268292912818,0,-0.23159568522825968,0,-2.419388917027791,0,-97.7602070127615,0,5.960464477539063e-08,0,0.0,0,1.9493534987964642,0,-8.135041880112096,0
TX000105,AC00170,train,-0.10627268089298142,0,-0.20852762537789826,0,-2.9525288040568034,0,-97.59522143628118,0,0.0,0,0.21181169695354887,0,2.000895698921134,0,-8.105144934293751,0
TX000106,AC00235,train,-0.12099005039500565,0,-0.2665924014298109,0,-3.7592772201419047,0,-101.80100178353497,0,0.0,0,0.0989445241674432,0,1.3127380664080863,0,-10.47530031617736,0
TX000107,AC00013,train,-0.07905070958355986,0,-0.20214517022746148,0,-1.775742458688856,0,-99.49904731164514,0,0.0,0,0.22608496782403698,0,2.2274381244625583,0,-13.16311072295296,0
TX000108,AC00397,train,-0.03822605733779183,0,-0.21728984484076252,0,-0.83424470040024,0,89.21010063095248,1,0.0,0,0.44221704296217323,0,2.4256820905905103,0,-10.695374749473162,0
TX000109,AC00423,train,-0.06689153763476396,0,-0.24638860993485423,0,-0.6008870203960495,0,-12.357265376357262,0,1.1920928955078125e-07,0,0.41129347740214595,0,2.0481930603707994,0,-12.368052567598975,0
TX000110,AC00154,val,-0.1107313280356566,0,-0.2555401352055655,0,-4.018520701767955,0,-101.42878566103576,0,0.0,0,0.10444213866301326,0,1.5795015436138518,0,-14.60359701741072,0
TX000111,AC00068,train,0.018581967595951876,1,-0.006457064399210788,0,-0.00031554456159987865,0,-55.00753524238215,0,2.4633142609374543,0,0.5363113743266066,1,3.1500010822682905,0,1.408854280595516,0
TX000112,AC00318,val,-0.12816463210365536,0,-0.2669557339851335,0,-4.519503410405226,0,-103.57247312685277,0,0.0,0,0.07934639674462146,0,1.8292154573373962,0,-15.620528797774323,0
TX000113,AC00396,train,-0.03652241087941199,0,-0.1217893746155847,0,-1.3615448016871747,0,-92.08383659673989,0,0.0,0,0.3575535365299748,0,2.4096247195421925,0,-4.873531293319948,0
TX000114,AC00121,train,-0.0007049997302029931,0,0.02013771040274781,1,-0.03779852676075102,0,-83.58311452084097,0,0.0,0,0.41056754698012915,0,2.993730645929668,0,-6.8169468366464105,0
TX000115,AC00336,train,-0.0909807600493639,0,-0.22801799301031367,0,-2.4317783553672596,0,-60.03774677189877,0,0.0,0,0.3809837566013124,0,1.9701157824460986,0,-2.15402022865793,0
TX000116,AC00468,train,-0.08051762261365325,0,-0.16573902384711303,0,-1.581690501649116,0,-74.48813628783262,0,0.0,0,0.33438944880751564,0,1.9933792108460369,0,-4.632551048577408,0
TX000117,AC00282,train,-0.07001056763060853,0,-0.23037511434666857,0,-2.3847706198369965,0,-94.8400363065324,0,4.2146848510894035e-08,0,0.17208584850878278,0,1.9478067593918829,0,-5.976432132967439,0
TX000118,AC00498,train,-0.024296397144106918,0,-0.009063444416142596,0,-2.148653680970365,0,-85.94786613422096,0,0.0,0,0.4767448346048857,1,2.6112133207431887,0,8.455455864184671,1
TX000119,AC00085,train,-0.10616318085909632,0,-0.24681803525234358,0,-2.5796975680874725,0,-97.47353464177422,0,0.0,0,0.11023808960886497,0,1.7459742826673519,0,-8.074430155730271,0
TX000120,AC00092,train,-0.09274646524433122,0,-0.1961929374461555,0,-2.6262334761981068,0,-97.94818386924497,0,0.0,0,0.2579597992640515,0,2.227394175200969,0,-7.092201299287799,0
TX000121,AC00295,train,-0.10357448535096025,0,-0.2366371585400815,0,-4.041992123753865,0,-101.54219798674558,0,0.0,0,0.021614468846519377,0,1.8449734640672109,0,-14.781962557732824,0
TX000122,AC00358,train,-0.07812051292916372,0,-0.21927470824393924,0,-3.0103870633678733,0,-94.72509932990225,0,4.2146848510894035e-08,0,0.21695416132853854,0,2.108234241728471,0,-6.872935123296486,0
TX000123,AC00311,train,-0.04235643441530745,0,-0.22928787833827724,0,-1.23883922008143,0,176.26965377971936,1,0.0,0,0.3058970569611484,0,2.876661485055732,0,-11.889164265802025,0
TX000124,AC00066,train,-0.04496011014255652,0,-0.02150898772767218,0,0.034159823583654436,1,-86.63864353124691,0,5.960464477539063e-08,0,0.4612451911824724,0,2.6924091644151376,0,-1.0442446991312686,0
TX000125,AC00340,val,-0.047471260369869483,0,-0.02913008709762499,0,-0.48688554381444415,0,-80.22170600063941,0,0.0,0,0.37284041464967055,0,2.7615547311549102,0,-7.4713900238378725,0
TX000126,AC00284,train,-0.03220438754770283,0,-0.04641271641770506,0,-8.924130878718017e-06,0,-77.50571701487368,0,0.0,0,0.4255304141040698,0,3.386949007376617,1,1.5737909316990726,0
TX000127,AC00208,train,-0.08004457800633485,0,-0.17152331684903843,0,-2.581880869645201,0,-79.1255390588253,0,0.0,0,0.35674980240395565,0,2.104282716329509,0,3.5873219752774994,0
TX000128,AC00176,train,-0.0481978978912635,0,-0.17042785977160002,0,-0.3760591629533021,0,-61.04916201751763,0,0.0,0,0.42699587330187844,0,2.9997684051371833,0,-10.73768400474851,0
TX000129,AC00053,train,-0.08146413353776105,0,-0.24304101871902828,0,-3.9789578090111286,0,-100.95630930465332,0,0.0,0,0.20745407612726086,0,1.8781153431636588,0,-15.425126153380532,0
TX000130,AC00320,train,-0.05324850468726877,0,-0.17239953549603482,0,-3.8267034206412545,0,-71.94701464734302,0,0.0,0,0.27646347292910567,0,2.255503857548299,0,-4.2701832193534335,0
TX000131,AC00382,train,-0.09844977406490363,0,-0.24962023613306084,0,-2.868939416896878,0,-100.58039061023875,0,0.0,0,0.0860954084087576,0,1.879513541574585,0,-8.335299832290408,0
TX000132,AC00384,train,-0.05348168064684555,0,-0.24599488244804757,0,-3.3765501686007076,0,-100.0512619395198,0,0.0,0,0.11306562274672172,0,1.4919422465003624,0,-13.507662972248347,0
TX000133,AC00203,train,-0.08932896200759571,0,-0.2029899830078632,0,-1.832685483550784,0,-95.51421441629613,0,0.0,0,0.2669519726412994,0,2.205649948778902,0,-7.151291636357506,0
TX000134,AC00498,train,-0.0024974984619254847,0,-0.07275834629197653,0,-0.12809093685405948,0,-85.00803437056351,0,0.0,0,0.3843849543032883,0,2.923040310786735,0,-0.4354997648491051,0
TX000135,AC00349,val,-0.10583909327604818,0,-0.20397443921132763,0,-0.8741136375482217,0,-92.96514943902471,0,0.0,0,0.25388057533771036,0,1.9389930650037017,0,-5.477823429603531,0
TX000136,AC00177,val,-0.07853473223781299,0,-0.12169727272446074,0,-2.0162666666850635,0,-81.91516588817467,0,0.0,0,0.32177398277743635,0,2.549029465337665,0,-5.5632841810130556,0
TX000137,AC00284,train,-0.08303862177867177,0,-0.20313533953283458,0,-2.108148618253307,0,-97.52213323588268,0,0.0,0,0.2458795712640481,0,2.333196969566964,0,-11.447120674033552,0
TX000138,AC00272,train,-0.08484886123202118,0,-0.23928622877700823,0,-3.080969745055662,0,-99.14669629393616,0,0.0,0,0.018745320856645504,0,1.9213095528450375,0,-13.63463139353584,0
