TransactionID,AccountID,reconstruction_mse,reconstruction_mae,split
TX000065,AC00434,0.47832075,0.45859697,train
TX000066,AC00242,0.29521683,0.43735278,train
TX000067,AC00319,0.2572488,0.4258891,train
TX000068,AC00460,0.65170467,0.56794214,val
TX000069,AC00461,0.2509386,0.3855425,train
TX000070,AC00395,0.22901055,0.37760887,val
TX000071,AC00217,0.16749507,0.3176603,val
TX000072,AC00053,0.23102576,0.33664298,train
TX000073,AC00282,0.14333247,0.29577115,train
TX000074,AC00110,0.39118955,0.46093333,val
TX000075,AC00265,0.20506865,0.33509576,train
TX000076,AC00239,0.22543018,0.36134005,train
TX000077,AC00007,0.13301504,0.3247362,val
TX000078,AC00022,0.24767739,0.3716385,train
TX000079,AC00464,0.2396276,0.4315738,train
TX000080,AC00014,0.19456047,0.3233184,train
TX000081,AC00406,0.25862998,0.340818,train
TX000082,AC00445,0.18965983,0.36351213,train
TX000083,AC00236,0.24218538,0.4198602,train
TX000084,AC00220,0.12658045,0.25389233,train
TX000085,AC00140,0.095033824,0.26472706,train
TX000086,AC00098,0.37003624,0.5328787,train
TX000087,AC00303,0.17231435,0.32521787,train
TX000088,AC00373,0.26273,0.3775242,train
TX000089,AC00438,0.39600772,0.4859136,train
TX000090,AC00437,0.23722929,0.38253334,train
TX000091,AC00106,0.5247182,0.5188882,train
TX000092,AC00310,0.21282758,0.3719424,train
TX000093,AC00149,0.14237887,0.31038806,train
TX000094,AC00373,0.44550404,0.51664656,val
TX000095,AC00425,0.26767433,0.40355432,train
TX000096,AC00010,0.1671971,0.3303309,train
TX000097,AC00348,0.17337766,0.34515655,val
TX000098,AC00011,0.3554345,0.49843264,train
TX000099,AC00453,0.3293718,0.46460205,train
TX000100,AC00178,0.12397185,0.30081677,train
TX000101,AC00265,0.42837647,0.51926935,val
TX000102,AC00018,0.44925717,0.56733316,train
TX000103,AC00075,0.3545817,0.469204,train
TX000104,AC00464,0.18671572,0.35046965,train
TX000105,AC00170,0.21601366,0.36304405,train
TX000106,AC00235,0.13586476,0.2865333,train
TX000107,AC00013,0.23489833,0.35676786,train
TX000108,AC00397,0.17684288,0.2912037,train
TX000109,AC00423,0.20544727,0.3120128,train
TX000110,AC00154,0.12384102,0.27576727,val
TX000111,AC00068,0.55833507,0.6077052,train
TX000112,AC00318,0.13610257,0.32954994,val
TX000113,AC00396,0.34655648,0.48270333,train
TX000114,AC00121,0.5331381,0.5705488,train
TX000115,AC00336,0.14119482,0.28902966,train
TX000116,AC00468,0.40048057,0.411581,train
TX000117,AC00282,0.2187098,0.3254313,train
TX000118,AC00498,0.17784278,0.3214539,train
TX000119,AC00085,0.21709105,0.39493713,train
TX000120,AC00092,0.25517333,0.34529495,train
TX000121,AC00295,0.14687568,0.29233873,train
TX000122,AC00358,0.23814014,0.39953443,train
TX000123,AC00311,0.119984776,0.26744506,train
TX000124,AC00066,0.5616346,0.5430952,train
TX000125,AC00340,0.5219122,0.531562,val
TX000126,AC00284,0.6730368,0.5512945,train
TX000127,AC00208,0.28082424,0.43629137,train
TX000128,AC00176,0.34623188,0.44576013,train
TX000129,AC00053,0.3079244,0.45909595,train
TX000130,AC00320,0.2685369,0.42652014,train
TX000131,AC00382,0.20434085,0.3319046,train
TX000132,AC00384,0.22439009,0.37028086,train
TX000133,AC00203,0.2889265,0.36679623,train
TX000134,AC00498,0.62983555,0.6369084,train
TX000135,AC00349,0.40568522,0.41596192,val
TX000136,AC00177,0.35676384,0.43422955,val
TX000137,AC00284,0.24538165,0.41964844,train
TX000138,AC00272,0.17862137,0.3269053,train
TX000139,AC00405,0.2339907,0.3909152,train
TX000140,AC00385,0.09238528,0.23942931,train
TX000141,AC00403,0.35771728,0.42492402,train
TX000142,AC00114,0.47699982,0.5431167,val
TX000143,AC00163,0.43353584,0.47663274,train
TX000144,AC00108,0.31303075,0.43143594,train
TX000145,AC00397,0.21266977,0.36323196,train
TX000146,AC00434,0.24513753,0.3876884,train
TX000147,AC00385,0.8876218,0.68387294,train
TX000148,AC00161,0.44680294,0.56768304,train
TX000149,AC00333,0.29268292,0.40617716,train
TX000150,AC00279,0.32990816,0.43791527,val
TX000151,AC00072,0.24958818,0.36904982,train
TX000152,AC00242,0.75415397,0.6470346,train
TX000153,AC00303,0.11119464,0.29251736,train
TX000154,AC00442,0.3435228,0.43871576,train
TX000155,AC00087,0.30127165,0.4230262,train
TX000156,AC00174,0.19999355,0.37239537,train
TX000157,AC00421,0.2758949,0.44886345,train
TX000158,AC00111,0.23560283,0.3697124,val
TX000159,AC00275,0.35027996,0.4502646,train
TX000160,AC00492,0.28167355,0.40397185,train
TX000161,AC00380,0.2815534,0.38895476,train
TX000162,AC00227,0.29461515,0.3868822,train
TX000163,AC00257,0.4213447,0.50833374,train
TX000164,AC00062,0.20885238,0.36105534,val
TX000165,AC00383,0.19170292,0.3451913,train
TX000166,AC00182,0.17068128,0.33553413,train
TX000167,AC00478,0.34197128,0.40675452,train
TX000168,AC00332,0.18512894,0.34319007,train
TX000169,AC00202,0.4643045,0.512461,val
TX000170,AC00331,0.23797587,0.38222256,train
TX000171,AC00474,0.33547556,0.4593986,val
TX000172,AC00268,0.2350469,0.35933208,train
TX000173,AC00247,0.21665011,0.36655164,train
TX000174,AC00298,0.14927751,0.32161987,val
TX000175,AC00106,0.3415379,0.45371315,train
TX000176,AC00035,0.6262438,0.62216634,val
TX000177,AC00363,0.5587206,0.5363316,train
TX000178,AC00273,0.20513643,0.34921396,train
TX000179,AC00156,0.21506909,0.39142773,val
TX000180,AC00010,0.31456727,0.47503886,val
TX000181,AC00036,0.3717325,0.46552208,train
TX000182,AC00149,0.42075437,0.42657104,train
TX000183,AC00225,0.34408572,0.4220433,train
TX000184,AC00077,0.37873745,0.47010115,train
TX000185,AC00440,0.46627796,0.45193896,train
TX000186,AC00321,0.4227062,0.4266597,train
TX000187,AC00099,0.31396222,0.47043765,train
TX000188,AC00258,0.19192314,0.37797734,train
TX000189,AC00132,0.44081917,0.534811,val
TX000190,AC00113,0.27220625,0.4067444,train
TX000191,AC00396,0.53854287,0.60757756,train
TX000192,AC00099,0.33771896,0.4509393,train
TX000193,AC00265,0.3040551,0.439646,train
TX000194,AC00047,0.23490265,0.39268604,train
TX000195,AC00005,0.18398924,0.33783004,val
TX000196,AC00363,0.6512078,0.5525513,train
TX000197,AC00426,0.19355983,0.30731848,val
TX000198,AC00107,0.3927677,0.49057654,train
TX000199,AC00237,0.17054193,0.32324857,train
TX000200,AC00358,0.3438058,0.46590275,val
TX000201,AC00113,0.35178137,0.46088824,train
TX000202,AC00010,0.27357674,0.37896886,train
TX000203,AC00499,0.1741413,0.32309997,train
TX000204,AC00380,0.12755215,0.2798197,train
TX000205,AC00452,0.10140826,0.24916394,train
TX000206,AC00020,0.25064263,0.41890466,train
TX000207,AC00181,0.24647824,0.3966857,train
TX000208,AC00370,0.13930264,0.2912504,train
TX000209,AC00453,0.19494416,0.34822783,val
TX000210,AC00339,0.21658546,0.36083254,train
TX000211,AC00249,0.4295493,0.43151098,val
TX000212,AC00479,0.32582298,0.42045006,val
TX000213,AC00301,0.24354193,0.40276992,val
TX000214,AC00380,0.20422941,0.30719405,train
TX000215,AC00130,0.17890066,0.33398885,train
TX000216,AC00006,0.598884,0.52447134,train
TX000217,AC00096,0.25215706,0.38089758,train
TX000218,AC00108,0.13901752,0.22382988,train
TX000219,AC00070,0.35520416,0.5284899,val
TX000220,AC00417,0.19308358,0.37373134,train
TX000221,AC00391,0.37196106,0.42917994,train
TX000222,AC00414,0.5151066,0.5628106,train
TX000223,AC00004,0.28360435,0.43043542,train
TX000224,AC00047,0.33521888,0.482828,train
TX000225,AC00198,0.5631019,0.55051285,train
TX000226,AC00314,0.17594333,0.3545823,train
TX000227,AC00212,0.31818455,0.37873322,train
TX000228,AC00115,0.17769617,0.3153928,train
TX000229,AC00055,0.20013471,0.34685054,train
TX000230,AC00427,0.3025962,0.35140076,val
TX000231,AC00401,0.22861058,0.35302967,train
TX000232,AC00430,0.2892892,0.38761562,val
TX000233,AC00299,0.24048185,0.41184112,train
TX000234,AC00345,0.39313328,0.45777804,val
TX000235,AC00430,0.52670413,0.5069822,train
TX000236,AC00175,0.15190387,0.3142119,train
TX000237,AC00177,0.2790015,0.43507466,train
TX000238,AC00225,0.40687352,0.4818297,val
TX000239,AC00394,0.33193335,0.46211687,train
TX000240,AC00026,0.2188195,0.35239258,val
TX000241,AC00076,0.20400766,0.32619074,val
TX000242,AC00215,0.41540417,0.40808213,train
TX000243,AC00202,0.45962322,0.46478224,train
TX000244,AC00400,0.3093446,0.3980602,train
TX000245,AC00004,0.35149726,0.48525307,train
TX000246,AC00260,0.23107311,0.38191855,train
TX000247,AC00415,0.36092076,0.4917003,val
TX000248,AC00337,0.13301206,0.31051016,val
TX000249,AC00253,0.30077034,0.43942916,train
TX000250,AC00126,0.12530771,0.27851087,train
TX000251,AC00304,0.37913796,0.4865836,train
TX000252,AC00470,0.18833238,0.35128155,val
TX000253,AC00041,0.15915367,0.34050345,val
TX000254,AC00442,0.30047256,0.43110308,train
TX000255,AC00430,0.18741696,0.37432352,val
TX000256,AC00258,0.11989085,0.2832721,train
TX000257,AC00073,0.40852702,0.4821105,train
TX000258,AC00430,0.16438732,0.33412775,train
TX000259,AC00363,0.44328243,0.47864088,train
TX000260,AC00307,0.5552314,0.53468776,val
TX000261,AC00085,0.13885644,0.30005398,train
TX000262,AC00448,0.22349975,0.37498578,val
TX000263,AC00194,0.2820628,0.45387968,train
TX000264,AC00319,0.3236206,0.4892343,train
TX000265,AC00366,0.25091952,0.42258677,train
TX000266,AC00338,0.2722809,0.39440265,train
TX000267,AC00178,0.21713907,0.36859873,train
TX000268,AC00424,0.24310946,0.40339503,train
TX000269,AC00147,0.35547853,0.48342383,train
TX000270,AC00171,0.18355213,0.329542,train
TX000271,AC00023,0.15423104,0.30878034,train
TX000272,AC00263,0.19185796,0.31321868,train
TX000273,AC00423,0.41310424,0.5023597,train
TX000274,AC00455,0.29529035,0.39131185,train
TX000275,AC00454,1.8405135,1.0782275,train
TX000276,AC00055,0.15672898,0.3017053,train
TX000277,AC00403,0.23102368,0.39457688,train
TX000278,AC00220,0.27143958,0.39274713,train
TX000279,AC00009,0.15683241,0.3183368,train
TX000280,AC00445,0.25009978,0.3939567,val
TX000281,AC00133,0.09303042,0.24247149,train
TX000282,AC00362,0.5447711,0.54265195,train
TX000283,AC00026,0.33896428,0.4493345,val
TX000284,AC00387,0.26173213,0.40105736,train
TX000285,AC00451,0.3159786,0.40072256,train
TX000286,AC00033,0.16319731,0.30510065,train
TX000287,AC00087,0.30449367,0.42262968,train
TX000288,AC00159,0.14779192,0.2965535,train
TX000289,AC00177,0.21909359,0.38141695,train
TX000290,AC00093,0.34417692,0.4946146,val
TX000291,AC00427,0.25814176,0.42500272,train
TX000292,AC00284,0.2544399,0.35367537,train
TX000293,AC00189,0.111750335,0.29686928,train
TX000294,AC00495,0.27529716,0.42280972,train
TX000295,AC00148,0.40696782,0.5238082,train
TX000296,AC00272,0.3472067,0.4483028,train
TX000297,AC00381,0.16749449,0.33024862,val
TX000298,AC00110,0.33151415,0.4054063,train
TX000299,AC00495,0.20400609,0.361046,val
TX000300,AC00035,0.272183,0.39839372,train
TX000301,AC00119,0.41255638,0.44154823,train
TX000302,AC00488,0.2656058,0.44162193,train
TX000303,AC00466,0.23463695,0.41993216,train
TX000304,AC00489,0.18423986,0.31587824,train
TX000305,AC00306,0.19602937,0.36245686,train
TX000306,AC00431,0.19700728,0.3549742,train
TX000307,AC00233,0.23809072,0.37943697,train
TX000308,AC00389,0.3370828,0.44888443,train
TX000309,AC00067,0.2992865,0.44581828,train
TX000310,AC00300,0.22998124,0.38564518,train
TX000311,AC00386,0.15717122,0.32854158,train
TX000312,AC00285,0.22787854,0.38193715,train
TX000313,AC00219,0.39682743,0.44293472,train
TX000314,AC00445,0.35671902,0.47956386,train
TX000315,AC00371,0.29852322,0.39430708,train
TX000316,AC00164,0.15505728,0.29713637,val
TX000317,AC00200,0.27311814,0.3872387,train
TX000318,AC00310,0.11302003,0.24668632,train
TX000319,AC00106,0.21911049,0.36980635,val
TX000320,AC00444,0.2958003,0.4442414,train
TX000321,AC00441,0.22592142,0.34879562,train
TX000322,AC00300,0.28240883,0.39943066,val
TX000323,AC00194,0.17568094,0.31746542,val
TX000324,AC00248,0.3672819,0.4270295,train
TX000325,AC00286,0.1761848,0.33545026,val
TX000326,AC00049,0.3538867,0.47957072,train
TX000327,AC00471,0.35735103,0.4128456,train
TX000328,AC00434,0.30993277,0.45607096,train
TX000329,AC00264,0.12063987,0.26560396,train
TX000330,AC00316,0.15505277,0.28378397,train
TX000331,AC00087,0.22349994,0.41333443,train
TX000332,AC00140,0.3269063,0.38558123,train
TX000333,AC00418,0.20894077,0.3873273,val
TX000334,AC00187,0.22111216,0.38131142,train
TX000335,AC00077,0.24588881,0.36108255,train
TX000336,AC00141,0.14075828,0.32754576,train
TX000337,AC00332,0.15464658,0.3187004,train
TX000338,AC00439,0.39985478,0.5007982,train
TX000339,AC00055,0.54928714,0.5782915,train
TX000340,AC00299,0.3393106,0.44599184,train
TX000341,AC00107,0.4031545,0.53589654,train
TX000342,AC00171,0.360516,0.42908162,train
TX000343,AC00493,0.34616196,0.4969848,train
TX000344,AC00232,0.16573319,0.33365896,train
TX000345,AC00156,0.18883878,0.35019732,train
TX000346,AC00442,0.2778385,0.43201852,train
TX000347,AC00375,0.25058633,0.32875028,train
TX000348,AC00034,0.22875047,0.40019548,train
TX000349,AC00376,0.36721316,0.47841057,train
TX000350,AC00029,0.22942188,0.33686793,train
TX000351,AC00040,0.1618521,0.31395984,val
TX000352,AC00482,0.23517823,0.3587361,train
TX000353,AC00365,0.22819294,0.41529554,train
TX000354,AC00340,0.27924603,0.40164322,val
TX000355,AC00349,0.19088802,0.36156356,val
TX000356,AC00374,0.11729443,0.27648887,train
TX000357,AC00261,0.09362193,0.2395055,train
TX000358,AC00459,0.53329146,0.4868955,train
TX000359,AC00331,0.25562432,0.3903168,train
TX000360,AC00165,0.11729124,0.25171855,train
TX000361,AC00397,0.13534154,0.2972277,train
TX000362,AC00192,0.24992985,0.41666555,val
TX000363,AC00063,0.40131986,0.49004194,train
TX000364,AC00478,0.1817283,0.33727866,train
TX000365,AC00272,0.2610041,0.4015973,train
TX000366,AC00092,0.22950411,0.39275002,train
TX000367,AC00332,0.22669758,0.39285183,train
TX000368,AC00087,0.2049846,0.3320002,val
TX000369,AC00327,0.14754686,0.29433787,val
TX000370,AC00269,0.2246259,0.3361358,train
TX000371,AC00177,0.1872385,0.33199072,train
TX000372,AC00322,0.44600263,0.5338812,train
TX000373,AC00069,0.51913685,0.51919025,train
TX000374,AC00264,0.43095857,0.46766388,train
TX000375,AC00014,0.15288973,0.31170905,train
TX000376,AC00316,0.64608574,0.5925858,train
TX000377,AC00131,0.2753781,0.4078586,train
TX000378,AC00232,0.14459616,0.3167086,train
TX000379,AC00410,0.17250687,0.34729514,train
TX000380,AC00488,0.17827123,0.32764733,train
TX000381,AC00329,0.21753116,0.4144386,train
TX000382,AC00021,0.15465236,0.31723773,train
TX000383,AC00188,0.2215892,0.35600182,train
TX000384,AC00341,0.22645108,0.36076272,train
TX000385,AC00090,0.29428834,0.4313164,train
TX000386,AC00456,0.31423485,0.41494069,train
TX000387,AC00322,0.29063424,0.35395303,train
TX000388,AC00135,0.3028787,0.43451288,val
TX000389,AC00279,0.22861677,0.39034918,train
TX000390,AC00210,0.2510342,0.38612482,train
TX000391,AC00251,0.38526884,0.43964356,train
TX000392,AC00116,0.26765987,0.42695373,train
TX000393,AC00131,0.2096298,0.38433015,train
TX000394,AC00265,0.35713652,0.49606255,train
TX000395,AC00326,0.4610459,0.48240554,train
TX000396,AC00411,0.20840475,0.35935363,train
TX000397,AC00039,0.20446229,0.39351293,train
TX000398,AC00293,0.41845912,0.4871983,train
TX000399,AC00306,0.16120605,0.31713217,train
TX000400,AC00285,0.1101698,0.26214862,train
TX000401,AC00145,0.32890713,0.44846594,train
TX000402,AC00128,0.2903548,0.4098729,train
TX000403,AC00292,0.31241596,0.42923203,val
TX000404,AC00020,0.12995204,0.2896751,train
TX000405,AC00229,0.318823,0.44259635,train
TX000406,AC00053,0.15589228,0.3189691,train
TX000407,AC00401,0.120438494,0.27392974,train
TX000408,AC00208,0.13895069,0.27205494,val
TX000409,AC00177,0.27277815,0.3907586,val
TX000410,AC00136,0.7451451,0.62865984,train
TX000411,AC00029,0.18653667,0.33811802,val
TX000412,AC00210,0.30677137,0.44702,train
TX000413,AC00421,0.43867344,0.5110891,train
TX000414,AC00400,0.13682273,0.3173125,train
TX000415,AC00495,0.42173538,0.53236324,val
TX000416,AC00301,0.3712157,0.45739678,train
TX000417,AC00434,0.22389476,0.40299478,train
TX000418,AC00274,0.45057344,0.47867924,train
TX000419,AC00365,0.38485882,0.46834433,train
TX000420,AC00480,0.22327866,0.28773052,train
TX000421,AC00318,0.37729064,0.49300733,val
TX000422,AC00235,0.29731485,0.3926523,train
TX000423,AC00333,0.17182748,0.31961203,val
TX000424,AC00262,0.18291366,0.3380767,train
TX000425,AC00267,0.25245178,0.36068824,train
TX000426,AC00490,0.52529013,0.5410901,train
TX000427,AC00229,0.13381535,0.28949133,train
TX000428,AC00196,0.3534752,0.4284316,train
TX000429,AC00182,0.40444338,0.48116773,train
TX000430,AC00357,0.2379103,0.35232705,train
TX000431,AC00443,0.19192055,0.35446173,val
TX000432,AC00499,0.26277712,0.42983177,train
TX000433,AC00285,0.18757664,0.36223412,val
TX000434,AC00475,0.24282366,0.36373585,val
TX000435,AC00217,0.11513623,0.25427854,train
TX000436,AC00452,0.2574805,0.41813332,val
TX000437,AC00357,0.11001281,0.25933123,train
TX000438,AC00080,0.15338455,0.30412954,train
TX000439,AC00493,0.25676906,0.3804239,val
TX000440,AC00420,0.16331281,0.31697118,train
TX000441,AC00040,0.4233411,0.5417954,val
TX000442,AC00351,0.53319085,0.5052649,train
TX000443,AC00070,0.19063228,0.3538826,train
TX000444,AC00273,0.30873904,0.44798884,val
TX000445,AC00280,0.13637532,0.2774201,train
TX000446,AC00480,0.40779272,0.4880938,val
TX000447,AC00122,0.34387013,0.4242954,train
TX000448,AC00072,0.306796,0.4773439,train
TX000449,AC00093,0.39546964,0.48895612,train
TX000450,AC00407,0.35441303,0.41025415,train
TX000451,AC00495,0.50240546,0.5268505,val
TX000452,AC00119,0.1104893,0.2642507,train
TX000453,AC00271,0.2597164,0.4440831,train
TX000454,AC00235,0.118094355,0.25731164,train
TX000455,AC00264,0.2121751,0.3490111,train
TX000456,AC00307,0.26548564,0.38420677,train
TX000457,AC00434,0.16389391,0.2983295,train
TX000458,AC00290,0.2133112,0.35056907,val
TX000459,AC00021,0.33186683,0.46617863,train
TX000460,AC00499,0.31030717,0.41304794,train
TX000461,AC00148,0.34633115,0.4623635,train
TX000462,AC00200,0.22250316,0.38442883,val
TX000463,AC00074,0.28427765,0.43433964,train
TX000464,AC00417,0.29060793,0.42294788,val
TX000465,AC00182,0.37136734,0.42489275,val
TX000466,AC00177,0.33387887,0.39307556,train
TX000467,AC00063,0.3938096,0.47616673,train
TX000468,AC00300,0.2614269,0.40722752,train
TX000469,AC00218,0.092840016,0.25266543,train
TX000470,AC00036,0.20710064,0.3704849,train
TX000471,AC00371,0.50121486,0.5091507,train
TX000472,AC00398,0.3397313,0.43694323,val
TX000473,AC00213,0.1832606,0.34045765,train
TX000474,AC00464,0.2947496,0.44224662,train
TX000475,AC00219,0.30268896,0.43754086,train
TX000476,AC00464,0.238566,0.37919462,train
TX000477,AC00442,0.5151117,0.52393776,train
TX000478,AC00054,0.23554945,0.38266885,train
TX000479,AC00392,0.4916296,0.52081245,val
TX000480,AC00350,0.36683974,0.48525605,val
TX000481,AC00306,0.20189421,0.3546328,val
TX000482,AC00229,0.18462202,0.36228016,train
TX000483,AC00148,0.1812139,0.32415944,val
TX000484,AC00305,0.2612946,0.37669507,train
TX000485,AC00329,0.21519552,0.37416118,train
TX000486,AC00400,0.2441695,0.40696234,val
TX000487,AC00148,0.5180322,0.57286066,val
TX000488,AC00128,0.24316886,0.28703102,train
TX000489,AC00463,0.17629975,0.35166076,train
TX000490,AC00256,0.23223175,0.353199,train
TX000491,AC00166,0.50514007,0.43763208,train
TX000492,AC00318,0.17066413,0.3514816,train
TX000493,AC00213,0.17353839,0.32732975,train
TX000494,AC00075,0.2628435,0.39640498,train
TX000495,AC00498,0.24114959,0.41079813,train
TX000496,AC00039,0.14850505,0.29523164,val
TX000497,AC00114,0.24006134,0.37529457,train
TX000498,AC00326,0.2690163,0.41567576,train
TX000499,AC00450,0.21376485,0.3682747,val
TX000500,AC00325,0.12651639,0.2628045,train
TX000501,AC00433,0.24858485,0.4139585,train
TX000502,AC00284,0.19443727,0.33939242,train
TX000503,AC00103,0.24176084,0.3932209,train
TX000504,AC00080,0.09126988,0.21290904,train
TX000505,AC00052,0.4942037,0.5192251,train
TX000506,AC00095,0.5778888,0.47981945,train
TX000507,AC00327,0.2347656,0.3562672,train
TX000508,AC00491,0.49227545,0.4972194,val
TX000509,AC00353,0.36763293,0.53276384,val
TX000510,AC00266,0.21696506,0.37599248,val
TX000511,AC00167,0.131921,0.30037913,train
TX000512,AC00153,0.23140603,0.373656,train
TX000513,AC00012,0.3761654,0.48701197,train
TX000514,AC00469,0.33722112,0.40045297,train
TX000515,AC00127,0.2512968,0.39855182,train
TX000516,AC00480,0.40839112,0.4880632,train
TX000517,AC00092,0.29113552,0.4169113,train
TX000518,AC00122,0.14166813,0.29860368,train
TX000519,AC00067,0.21726818,0.32515043,val
TX000520,AC00014,0.27328074,0.37794033,train
TX000521,AC00098,0.14836617,0.28346273,train
TX000522,AC00345,0.3484254,0.45974827,val
TX000523,AC00360,0.32062244,0.46364322,val
TX000524,AC00043,0.15519606,0.33729437,train
TX000525,AC00295,0.4740181,0.48832643,train
TX000526,AC00313,0.30142912,0.38437065,train
TX000527,AC00173,0.122598186,0.28406468,train
TX000528,AC00364,0.30416706,0.3592711,val
TX000529,AC00339,0.23526303,0.37715977,val
TX000530,AC00265,0.2464727,0.4112188,train
TX000531,AC00369,0.10497561,0.27853438,val
TX000532,AC00033,0.22424068,0.39174256,train
TX000533,AC00077,0.39885017,0.5082699,val
TX000534,AC00437,0.21483651,0.3747629,train
TX000535,AC00152,0.29226196,0.39819273,train
TX000536,AC00161,0.37660924,0.5390438,train
TX000537,AC00125,0.3044475,0.4280185,train
TX000538,AC00311,0.1602821,0.32898742,train
TX000539,AC00183,0.1357544,0.27889752,train
TX000540,AC00407,0.16911064,0.3284723,train
TX000541,AC00093,0.17042619,0.3062259,train
TX000542,AC00314,0.23888844,0.3845836,train
TX000543,AC00467,0.27965912,0.4420929,train
TX000544,AC00316,0.13665392,0.2618644,train
TX000545,AC00145,0.16433696,0.33803692,val
TX000546,AC00045,0.24316692,0.41890037,train
TX000547,AC00005,0.27304167,0.40751928,train
TX000548,AC00456,0.37673923,0.47235966,train
TX000549,AC00041,0.33158904,0.4522491,train
TX000550,AC00257,0.40739703,0.46100575,train
TX000551,AC00356,0.23982403,0.42698723,train
TX000552,AC00465,0.19672443,0.30604768,train
TX000553,AC00158,0.12876269,0.27807894,train
TX000554,AC00086,0.16845106,0.32578585,train
TX000555,AC00322,0.1533516,0.31381804,train
TX000556,AC00433,0.30013865,0.4246247,train
TX000557,AC00083,0.4669376,0.47665754,train
TX000558,AC00402,0.1590851,0.3453742,train
TX000559,AC00317,0.19245611,0.3228416,train
TX000560,AC00030,0.3373011,0.4453197,train
TX000561,AC00114,0.49137464,0.5820085,train
TX000562,AC00301,0.14210851,0.3130254,train
TX000563,AC00216,0.26367494,0.34945545,train
TX000564,AC00223,0.39929625,0.46121296,train
TX000565,AC00413,0.22879799,0.41982445,train
TX000566,AC00086,0.26410177,0.45166335,val
TX000567,AC00216,0.1713931,0.35831276,train
TX000568,AC00240,0.41882634,0.49525547,val
TX000569,AC00298,0.2958684,0.41225025,val
TX000570,AC00460,0.43089408,0.48800236,train
TX000571,AC00424,0.23926347,0.3792944,train
TX000572,AC00434,0.6238138,0.592011,train
TX000573,AC00471,0.23459527,0.35176182,val
TX000574,AC00461,0.28712332,0.41763386,train
TX000575,AC00188,0.31841063,0.4230343,train
TX000576,AC00013,0.16514973,0.3055788,train
TX000577,AC00345,0.4052192,0.49405015,train
TX000578,AC00013,0.10756154,0.25106648,train
TX000579,AC00296,0.31035024,0.4543618,train
TX000580,AC00192,0.28994906,0.43016636,train
TX000581,AC00378,0.28603813,0.42028713,train
